"","yearly_id","WR","snap_count","team_snaps","snap_personnel_usage"
"1065","2021_00-0032255",4,5,6,83.3333333333333
"1066","2021_00-0032255",5,1,1,100
"1067","2021_00-0032257",1,5,14,35.7142857142857
"1068","2021_00-0032257",2,84,203,41.3793103448276
"1069","2021_00-0032257",3,22,58,37.9310344827586
"1070","2021_00-0032257",4,0,1,0
"1071","2021_00-0032259",1,19,19,100
"1072","2021_00-0032259",2,234,234,100
"1073","2021_00-0032259",3,789,792,99.6212121212121
"1074","2021_00-0032259",4,6,6,100
"1075","2021_00-0032259",5,1,1,100
"1076","2021_00-0032268",0,0,1,0
"1077","2021_00-0032268",1,3,30,10
"1078","2021_00-0032268",2,0,108,0
"1079","2021_00-0032268",3,8,304,2.63157894736842
"1080","2021_00-0032319",1,0,1,0
"1081","2021_00-0032319",2,15,42,35.7142857142857
"1082","2021_00-0032319",3,14,129,10.8527131782946
"1083","2021_00-0032319",4,0,75,0
"1084","2021_00-0032319",5,0,1,0
"1085","2021_00-0032355",1,0,118,0
"1086","2021_00-0032355",2,1,312,0.32051282051282
"1087","2021_00-0032355",3,457,627,72.8867623604466
"1088","2021_00-0032355",4,5,5,100
"1089","2021_00-0032380",1,31,34,91.1764705882353
"1090","2021_00-0032380",2,103,115,89.5652173913044
"1091","2021_00-0032380",3,126,151,83.4437086092715
"1092","2021_00-0032381",1,11,12,91.6666666666667
"1093","2021_00-0032381",2,77,85,90.5882352941177
"1094","2021_00-0032381",3,273,293,93.1740614334471
"1095","2021_00-0032381",4,38,40,95
"1096","2021_00-0032383",1,40,44,90.9090909090909
"1097","2021_00-0032383",2,239,240,99.5833333333333
"1098","2021_00-0032383",3,602,608,99.0131578947368
"1099","2021_00-0032383",4,11,11,100
"1100","2021_00-0032383",NA,1,1,100
"1101","2021_00-0032384",1,29,29,100
"1102","2021_00-0032384",2,94,102,92.156862745098
"1103","2021_00-0032384",3,281,299,93.9799331103679
"1104","2021_00-0032384",4,2,2,100
"1105","2021_00-0032385",0,0,2,0
"1106","2021_00-0032385",1,2,20,10
"1107","2021_00-0032385",2,56,93,60.2150537634409
"1108","2021_00-0032385",3,233,286,81.4685314685315
"1109","2021_00-0032385",4,9,9,100
"1110","2021_00-0032391",0,1,1,100
"1111","2021_00-0032391",1,98,105,93.3333333333333
"1112","2021_00-0032391",2,331,334,99.1017964071856
"1113","2021_00-0032391",3,964,964,100
"1114","2021_00-0032391",4,4,4,100
"1115","2021_00-0032392",0,15,15,100
"1116","2021_00-0032392",1,221,241,91.701244813278
"1117","2021_00-0032392",2,216,297,72.7272727272727
"1118","2021_00-0032392",3,251,490,51.2244897959184
"1119","2021_00-0032392",4,0,2,0
"1120","2021_00-0032394",1,19,22,86.3636363636364
"1121","2021_00-0032394",2,61,82,74.390243902439
"1122","2021_00-0032394",3,58,142,40.8450704225352
"1123","2021_00-0032394",4,23,63,36.5079365079365
"1124","2021_00-0032395",0,3,4,75
"1125","2021_00-0032395",1,18,35,51.4285714285714
"1126","2021_00-0032395",2,126,152,82.8947368421053
"1127","2021_00-0032395",3,244,271,90.0369003690037
"1128","2021_00-0032398",1,4,27,14.8148148148148
"1129","2021_00-0032398",2,42,185,22.7027027027027
"1130","2021_00-0032398",3,194,401,48.3790523690773
"1131","2021_00-0032398",4,0,1,0
"1132","2021_00-0032419",0,0,2,0
"1133","2021_00-0032419",1,22,37,59.4594594594595
"1134","2021_00-0032419",2,39,122,31.9672131147541
"1135","2021_00-0032419",3,263,518,50.7722007722008
"1136","2021_00-0032419",4,1,6,16.6666666666667
"1137","2021_00-0032420",1,24,28,85.7142857142857
"1138","2021_00-0032420",2,152,155,98.0645161290323
"1139","2021_00-0032420",3,377,396,95.2020202020202
"1140","2021_00-0032420",NA,6,7,85.7142857142857
"1141","2021_00-0032426",1,20,30,66.6666666666667
"1142","2021_00-0032426",2,94,174,54.0229885057471
"1143","2021_00-0032426",3,141,418,33.7320574162679
"1144","2021_00-0032426",4,0,1,0
"1145","2021_00-0032426",NA,6,8,75
"1146","2021_00-0032432",1,4,8,50
"1147","2021_00-0032432",2,90,156,57.6923076923077
"1148","2021_00-0032432",3,289,454,63.6563876651982
"1149","2021_00-0032432",4,0,1,0
"1150","2021_00-0032433",1,0,1,0
"1151","2021_00-0032433",2,1,18,5.55555555555556
"1152","2021_00-0032433",3,0,19,0
"1153","2021_00-0032433",4,2,4,50
"1154","2021_00-0032434",1,12,16,75
"1155","2021_00-0032434",2,8,49,16.3265306122449
"1156","2021_00-0032434",3,60,306,19.6078431372549
"1157","2021_00-0032434",4,1,2,50
"1158","2021_00-0032445",1,38,38,100
"1159","2021_00-0032445",2,279,299,93.3110367892977
"1160","2021_00-0032445",3,473,520,90.9615384615385
"1161","2021_00-0032445",4,3,4,75
"1162","2021_00-0032450",1,0,4,0
"1163","2021_00-0032450",2,2,22,9.09090909090909
"1164","2021_00-0032450",3,10,108,9.25925925925926
"1165","2021_00-0032450",4,0,7,0
"1166","2021_00-0032455",1,7,22,31.8181818181818
"1167","2021_00-0032455",2,3,45,6.66666666666667
"1168","2021_00-0032455",3,0,145,0
"1169","2021_00-0032464",1,9,33,27.2727272727273
"1170","2021_00-0032464",2,117,224,52.2321428571429
"1171","2021_00-0032464",3,535,638,83.8557993730408
"1172","2021_00-0032464",4,32,33,96.969696969697
"1173","2021_00-0032466",0,3,6,50
"1174","2021_00-0032466",1,14,14,100
"1175","2021_00-0032466",2,220,236,93.2203389830508
"1176","2021_00-0032466",3,543,600,90.5
"1177","2021_00-0032466",4,86,97,88.659793814433
"1178","2021_00-0032520",1,30,32,93.75
"1179","2021_00-0032520",2,94,126,74.6031746031746
"1180","2021_00-0032520",3,187,211,88.6255924170616
"1181","2021_00-0032520",4,35,39,89.7435897435898
"1182","2021_00-0032528",1,7,14,50
"1183","2021_00-0032528",2,36,69,52.1739130434783
"1184","2021_00-0032528",3,33,76,43.421052631579
"1185","2021_00-0032528",4,14,41,34.1463414634146
"1186","2021_00-0032543",0,0,4,0
"1187","2021_00-0032543",1,1,79,1.26582278481013
"1188","2021_00-0032543",2,19,265,7.16981132075472
"1189","2021_00-0032543",3,40,614,6.51465798045603
"1190","2021_00-0032543",4,0,3,0
"1191","2021_00-0032575",0,4,8,50
"1192","2021_00-0032575",1,42,44,95.4545454545455
"1193","2021_00-0032575",2,190,229,82.9694323144105
"1194","2021_00-0032575",3,372,460,80.8695652173913
"1195","2021_00-0032575",4,2,6,33.3333333333333
"1196","2021_00-0032602",1,6,9,66.6666666666667
"1197","2021_00-0032602",2,56,180,31.1111111111111
"1198","2021_00-0032602",3,282,553,50.994575045208
"1199","2021_00-0032602",4,0,1,0
"1200","2021_00-0032626",1,4,10,40
"1201","2021_00-0032626",2,9,40,22.5
"1202","2021_00-0032626",3,34,131,25.9541984732824
"1203","2021_00-0032688",0,0,4,0
"1204","2021_00-0032688",1,0,80,0
"1205","2021_00-0032688",2,231,290,79.6551724137931
"1206","2021_00-0032688",3,685,721,95.0069348127601
"1207","2021_00-0032688",4,4,4,100
"1208","2021_00-0032701",1,2,6,33.3333333333333
"1209","2021_00-0032701",2,0,65,0
"1210","2021_00-0032701",3,4,71,5.63380281690141
"1211","2021_00-0032725",0,6,6,100
"1212","2021_00-0032725",1,50,64,78.125
"1213","2021_00-0032725",2,157,328,47.8658536585366
"1214","2021_00-0032725",3,105,737,14.246947082768
"1215","2021_00-0032725",4,1,3,33.3333333333333
"1216","2021_00-0032741",0,4,4,100
"1217","2021_00-0032741",1,27,59,45.7627118644068
"1218","2021_00-0032741",2,40,132,30.3030303030303
"1219","2021_00-0032741",3,45,373,12.0643431635389
"1220","2021_00-0032741",4,0,2,0
"1221","2021_00-0032764",1,60,68,88.2352941176471
"1222","2021_00-0032764",2,173,186,93.010752688172
"1223","2021_00-0032764",3,203,374,54.2780748663102
"1224","2021_00-0032764",4,0,4,0
"1225","2021_00-0032766",0,4,6,66.6666666666667
"1226","2021_00-0032766",1,19,42,45.2380952380952
"1227","2021_00-0032766",2,38,95,40
"1228","2021_00-0032766",3,20,50,40
"1229","2021_00-0032766",4,0,1,0
"1230","2021_00-0032768",0,1,1,100
"1231","2021_00-0032768",1,72,72,100
"1232","2021_00-0032768",2,239,239,100
"1233","2021_00-0032768",3,665,665,100
"1234","2021_00-0032768",4,6,6,100
"1235","2021_00-0032775",0,0,1,0
"1236","2021_00-0032775",1,1,105,0.952380952380952
"1237","2021_00-0032775",2,176,334,52.6946107784431
"1238","2021_00-0032775",3,658,964,68.2572614107884
"1239","2021_00-0032775",4,4,4,100
"1240","2021_00-0032778",0,0,10,0
"1241","2021_00-0032778",1,7,191,3.66492146596859
"1242","2021_00-0032778",2,241,408,59.0686274509804
"1243","2021_00-0032778",3,236,282,83.6879432624114
"1244","2021_00-0032778",4,1,1,100
"1245","2021_00-0032779",1,1,1,100
"1246","2021_00-0032779",2,17,18,94.4444444444444
"1247","2021_00-0032779",3,19,19,100
"1248","2021_00-0032779",4,2,4,50
"1249","2021_00-0032780",1,18,55,32.7272727272727
"1250","2021_00-0032780",2,67,160,41.875
"1251","2021_00-0032780",3,83,308,26.9480519480519
"1252","2021_00-0032780",4,0,1,0
"1253","2021_00-0032782",1,0,6,0
"1254","2021_00-0032782",2,0,24,0
"1255","2021_00-0032782",3,21,99,21.2121212121212
"1256","2021_00-0032782",4,0,4,0
"1257","2021_00-0032782",5,0,1,0
"1258","2021_00-0032784",1,0,14,0
"1259","2021_00-0032784",2,7,32,21.875
"1260","2021_00-0032784",3,0,17,0
"1261","2021_00-0032785",1,34,34,100
"1262","2021_00-0032785",2,206,211,97.6303317535545
"1263","2021_00-0032785",3,566,597,94.8073701842546
"1264","2021_00-0032785",4,32,33,96.969696969697
"1265","2021_00-0032787",1,7,7,100
"1266","2021_00-0032787",2,21,21,100
"1267","2021_00-0032787",3,41,41,100
"1268","2021_00-0032791",1,3,64,4.6875
"1269","2021_00-0032791",2,12,229,5.24017467248908
"1270","2021_00-0032791",3,128,498,25.7028112449799
"1271","2021_00-0032791",4,0,4,0
"1272","2021_00-0032813",0,9,9,100
"1273","2021_00-0032813",1,30,55,54.5454545454545
"1274","2021_00-0032813",2,33,272,12.1323529411765
"1275","2021_00-0032813",3,41,603,6.79933665008292
"1276","2021_00-0032813",4,0,9,0
"1277","2021_00-0032877",1,0,2,0
"1278","2021_00-0032877",2,0,12,0
"1279","2021_00-0032877",3,4,40,10
"1280","2021_00-0032877",4,0,1,0
"1281","2021_00-0032881",1,0,1,0
"1282","2021_00-0032881",2,2,54,3.7037037037037
"1283","2021_00-0032881",3,1,11,9.09090909090909
"1284","2021_00-0032897",0,4,4,100
"1285","2021_00-0032897",1,34,51,66.6666666666667
"1286","2021_00-0032897",2,24,215,11.1627906976744
"1287","2021_00-0032897",3,14,812,1.72413793103448
"1288","2021_00-0032897",4,0,6,0
"1289","2021_00-0032918",0,1,1,100
"1290","2021_00-0032918",1,89,98,90.8163265306122
"1291","2021_00-0032918",2,210,363,57.8512396694215
"1292","2021_00-0032918",3,37,526,7.03422053231939
"1293","2021_00-0032918",4,0,96,0
"1294","2021_00-0032950",1,61,63,96.8253968253968
"1295","2021_00-0032950",2,311,312,99.6794871794872
"1296","2021_00-0032950",3,690,710,97.1830985915493
"1297","2021_00-0032950",4,11,11,100
"1298","2021_00-0032950",NA,1,1,100
"1299","2021_00-0032951",1,22,26,84.6153846153846
"1300","2021_00-0032951",2,103,165,62.4242424242424
"1301","2021_00-0032951",3,274,444,61.7117117117117
"1302","2021_00-0032951",4,24,42,57.1428571428571
"1303","2021_00-0032954",1,13,13,100
"1304","2021_00-0032954",2,37,37,100
"1305","2021_00-0032954",3,121,140,86.4285714285714
"1306","2021_00-0032956",0,14,14,100
"1307","2021_00-0032956",1,35,181,19.3370165745856
"1308","2021_00-0032956",2,38,288,13.1944444444444
"1309","2021_00-0032956",3,3,367,0.817438692098093
"1310","2021_00-0032956",4,0,2,0
"1311","2021_00-0032965",1,16,16,100
"1312","2021_00-0032965",2,14,14,100
"1313","2021_00-0032965",3,30,30,100
"1314","2021_00-0032965",4,3,3,100
"1315","2021_00-0032972",0,7,8,87.5
"1316","2021_00-0032972",1,29,51,56.8627450980392
"1317","2021_00-0032972",2,139,255,54.5098039215686
"1318","2021_00-0032972",3,281,561,50.0891265597148
"1319","2021_00-0032972",4,0,7,0
"1320","2021_00-0032975",1,3,8,37.5
"1321","2021_00-0032975",2,3,50,6
"1322","2021_00-0032975",3,48,246,19.5121951219512
"1323","2021_00-0032975",4,0,1,0
"1324","2021_00-0032977",0,0,15,0
"1325","2021_00-0032977",1,18,217,8.29493087557604
"1326","2021_00-0032977",2,115,299,38.4615384615385
"1327","2021_00-0032977",3,384,447,85.9060402684564
"1328","2021_00-0032977",4,1,2,50
"1329","2021_00-0032980",1,8,51,15.6862745098039
"1330","2021_00-0032980",2,69,121,57.0247933884297
"1331","2021_00-0032980",3,131,289,45.3287197231834
"1332","2021_00-0032980",4,0,1,0
"1333","2021_00-0032986",0,1,1,100
"1334","2021_00-0032986",1,31,60,51.6666666666667
"1335","2021_00-0032986",2,21,208,10.0961538461538
"1336","2021_00-0032986",3,10,550,1.81818181818182
"1337","2021_00-0032986",4,0,4,0
"1338","2021_00-0033006",1,9,21,42.8571428571429
"1339","2021_00-0033006",2,2,77,2.5974025974026
"1340","2021_00-0033006",3,12,255,4.70588235294118
"1341","2021_00-0033006",4,1,27,3.7037037037037
"1342","2021_00-0033009",1,3,30,10
"1343","2021_00-0033009",2,11,140,7.85714285714286
"1344","2021_00-0033009",3,914,937,97.5453575240128
"1345","2021_00-0033009",4,12,12,100
"1346","2021_00-0033009",5,3,3,100
"1347","2021_00-0033011",0,5,6,83.3333333333333
"1348","2021_00-0033011",1,14,14,100
"1349","2021_00-0033011",2,225,232,96.9827586206897
"1350","2021_00-0033011",3,560,563,99.4671403197158
"1351","2021_00-0033011",4,97,97,100
"1352","2021_00-0033025",0,0,2,0
"1353","2021_00-0033025",1,3,67,4.47761194029851
"1354","2021_00-0033025",2,16,186,8.60215053763441
"1355","2021_00-0033025",3,127,498,25.5020080321285
"1356","2021_00-0033040",0,0,1,0
"1357","2021_00-0033040",1,44,105,41.9047619047619
"1358","2021_00-0033040",2,247,334,73.9520958083832
"1359","2021_00-0033040",3,773,964,80.1867219917012
"1360","2021_00-0033040",4,4,4,100
"1361","2021_00-0033045",1,19,32,59.375
"1362","2021_00-0033045",2,189,288,65.625
"1363","2021_00-0033045",3,542,804,67.4129353233831
"1364","2021_00-0033045",4,1,15,6.66666666666667
"1365","2021_00-0033045",5,0,2,0
"1366","2021_00-0033057",0,6,6,100
"1367","2021_00-0033057",1,99,122,81.1475409836066
"1368","2021_00-0033057",2,105,136,77.2058823529412
"1369","2021_00-0033057",3,153,206,74.2718446601942
"1370","2021_00-0033065",1,4,5,80
"1371","2021_00-0033065",2,18,28,64.2857142857143
"1372","2021_00-0033065",3,72,103,69.9029126213592
"1373","2021_00-0033065",4,1,2,50
"1374","2021_00-0033077",1,21,29,72.4137931034483
"1375","2021_00-0033077",2,255,265,96.2264150943396
"1376","2021_00-0033077",3,737,762,96.7191601049869
"1377","2021_00-0033077",4,15,15,100
"1378","2021_00-0033077",5,2,2,100
"1379","2021_00-0033082",1,11,12,91.6666666666667
"1380","2021_00-0033082",2,277,277,100
"1381","2021_00-0033082",3,575,575,100
"1382","2021_00-0033082",4,61,61,100
"1383","2021_00-0033082",5,1,1,100
"1384","2021_00-0033090",1,40,42,95.2380952380952
"1385","2021_00-0033090",2,250,380,65.7894736842105
"1386","2021_00-0033090",3,476,637,74.7252747252747
"1387","2021_00-0033090",4,0,6,0
"1388","2021_00-0033094",1,15,20,75
"1389","2021_00-0033094",2,0,43,0
"1390","2021_00-0033094",3,2,38,5.26315789473684
"1391","2021_00-0033095",1,48,55,87.2727272727273
"1392","2021_00-0033095",2,85,158,53.7974683544304
"1393","2021_00-0033095",3,19,329,5.77507598784195
"1394","2021_00-0033095",4,7,81,8.64197530864197
"1395","2021_00-0033106",1,30,31,96.7741935483871
"1396","2021_00-0033106",2,206,206,100
"1397","2021_00-0033106",3,564,570,98.9473684210526
"1398","2021_00-0033106",4,18,19,94.7368421052632
"1399","2021_00-0033110",1,2,2,100
"1400","2021_00-0033110",2,96,108,88.8888888888889
"1401","2021_00-0033110",3,912,1039,87.776708373436
"1402","2021_00-0033110",4,1,3,33.3333333333333
"1403","2021_00-0033110",NA,1,1,100
"1404","2021_00-0033111",0,0,1,0
"1405","2021_00-0033111",1,0,15,0
"1406","2021_00-0033111",2,6,93,6.45161290322581
"1407","2021_00-0033111",3,121,246,49.1869918699187
"1408","2021_00-0033112",1,1,1,100
"1409","2021_00-0033112",2,11,11,100
"1410","2021_00-0033112",3,0,46,0
"1411","2021_00-0033114",1,0,13,0
"1412","2021_00-0033114",2,22,117,18.8034188034188
"1413","2021_00-0033114",3,112,636,17.6100628930818
"1414","2021_00-0033114",4,7,10,70
"1415","2021_00-0033114",5,3,3,100
"1416","2021_00-0033118",0,0,7,0
"1417","2021_00-0033118",1,28,83,33.7349397590361
"1418","2021_00-0033118",2,80,234,34.1880341880342
"1419","2021_00-0033118",3,172,474,36.2869198312236
"1420","2021_00-0033118",4,1,2,50
"1421","2021_00-0033119",1,23,33,69.6969696969697
"1422","2021_00-0033119",2,211,401,52.6184538653367
"1423","2021_00-0033119",3,141,230,61.304347826087
"1424","2021_00-0033119",4,1,3,33.3333333333333
"1425","2021_00-0033127",1,1,8,12.5
"1426","2021_00-0033127",2,23,46,50
"1427","2021_00-0033127",3,40,80,50
"1428","2021_00-0033127",4,1,1,100
"1429","2021_00-0033161",0,1,1,100
"1430","2021_00-0033161",1,0,4,0
"1431","2021_00-0033161",2,3,17,17.6470588235294
"1432","2021_00-0033161",3,3,34,8.82352941176471
"1433","2021_00-0033161",4,0,1,0
"1434","2021_00-0033215",1,1,8,12.5
"1435","2021_00-0033215",2,39,83,46.9879518072289
"1436","2021_00-0033215",3,73,207,35.2657004830918
"1437","2021_00-0033215",4,0,1,0
"1438","2021_00-0033215",5,1,1,100
"1439","2021_00-0033217",1,63,63,100
"1440","2021_00-0033217",2,246,312,78.8461538461538
"1441","2021_00-0033217",3,284,710,40
"1442","2021_00-0033217",4,0,11,0
"1443","2021_00-0033217",NA,1,1,100
"1444","2021_00-0033221",0,6,6,100
"1445","2021_00-0033221",1,95,97,97.9381443298969
"1446","2021_00-0033221",2,516,516,100
"1447","2021_00-0033221",3,611,615,99.349593495935
"1448","2021_00-0033221",4,1,1,100
"1449","2021_00-0033246",2,59,65,90.7692307692308
"1450","2021_00-0033246",3,39,315,12.3809523809524
"1451","2021_00-0033246",4,2,3,66.6666666666667
"1452","2021_00-0033251",1,0,63,0
"1453","2021_00-0033251",2,235,285,82.4561403508772
"1454","2021_00-0033251",3,630,668,94.311377245509
"1455","2021_00-0033251",4,11,11,100
"1456","2021_00-0033251",NA,0,1,0
"1457","2021_00-0033258",1,39,46,84.7826086956522
"1458","2021_00-0033258",2,172,252,68.2539682539683
"1459","2021_00-0033258",3,50,603,8.29187396351576
"1460","2021_00-0033258",4,0,130,0
"1461","2021_00-0033258",5,0,1,0
"1462","2021_00-0033266",0,0,2,0
"1463","2021_00-0033266",1,0,24,0
"1464","2021_00-0033266",2,0,68,0
"1465","2021_00-0033266",3,9,70,12.8571428571429
"1466","2021_00-0033266",4,1,1,100
"1467","2021_00-0033275",0,1,1,100
"1468","2021_00-0033275",1,23,40,57.5
"1469","2021_00-0033275",2,24,75,32
"1470","2021_00-0033275",3,80,222,36.036036036036
"1471","2021_00-0033275",4,0,1,0
"1472","2021_00-0033280",0,1,3,33.3333333333333
"1473","2021_00-0033280",1,32,53,60.377358490566
"1474","2021_00-0033280",2,96,147,65.3061224489796
"1475","2021_00-0033280",3,144,255,56.4705882352941
"1476","2021_00-0033282",1,0,9,0
"1477","2021_00-0033282",2,21,87,24.1379310344828
"1478","2021_00-0033282",3,59,259,22.7799227799228
"1479","2021_00-0033282",4,5,5,100
"1480","2021_00-0033282",5,1,1,100
"1481","2021_00-0033284",0,4,4,100
"1482","2021_00-0033284",1,80,80,100
"1483","2021_00-0033284",2,290,290,100
"1484","2021_00-0033284",3,717,721,99.4452149791956
"1485","2021_00-0033284",4,4,4,100
"1486","2021_00-0033288",0,5,5,100
"1487","2021_00-0033288",1,77,93,82.7956989247312
"1488","2021_00-0033288",2,397,425,93.4117647058823
"1489","2021_00-0033288",3,498,531,93.7853107344633
"1490","2021_00-0033288",4,1,1,100
"1491","2021_00-0033290",0,6,6,100
"1492","2021_00-0033290",1,46,51,90.1960784313726
"1493","2021_00-0033290",2,105,117,89.7435897435898
"1494","2021_00-0033290",3,116,127,91.3385826771654
"1495","2021_00-0033290",4,1,1,100
"1496","2021_00-0033292",1,0,2,0
"1497","2021_00-0033292",2,0,7,0
"1498","2021_00-0033292",3,33,115,28.695652173913
"1499","2021_00-0033292",4,1,1,100
"1500","2021_00-0033293",1,6,21,28.5714285714286
"1501","2021_00-0033293",2,181,330,54.8484848484848
"1502","2021_00-0033293",3,369,596,61.9127516778523
"1503","2021_00-0033293",4,36,52,69.2307692307692
"1504","2021_00-0033293",5,0,1,0
"1505","2021_00-0033296",1,22,42,52.3809523809524
"1506","2021_00-0033296",2,21,90,23.3333333333333
"1507","2021_00-0033296",3,2,295,0.677966101694915
"1508","2021_00-0033296",4,0,17,0
"1509","2021_00-0033300",0,0,1,0
"1510","2021_00-0033300",1,2,4,50
"1511","2021_00-0033300",2,18,52,34.6153846153846
"1512","2021_00-0033300",3,41,99,41.4141414141414
"1513","2021_00-0033300",4,3,11,27.2727272727273
"1514","2021_00-0033307",1,0,42,0
"1515","2021_00-0033307",2,18,380,4.73684210526316
"1516","2021_00-0033307",3,592,637,92.9356357927787
"1517","2021_00-0033307",4,6,6,100
"1518","2021_00-0033308",1,0,1,0
"1519","2021_00-0033308",2,14,74,18.9189189189189
"1520","2021_00-0033308",3,53,327,16.2079510703364
"1521","2021_00-0033308",4,6,41,14.6341463414634
"1522","2021_00-0033308",5,0,9,0
"1523","2021_00-0033319",1,3,3,100
"1524","2021_00-0033319",2,54,54,100
"1525","2021_00-0033338",0,1,1,100
"1526","2021_00-0033338",1,18,31,58.0645161290323
"1527","2021_00-0033338",2,30,333,9.00900900900901
"1528","2021_00-0033338",3,3,221,1.35746606334842
"1529","2021_00-0033338",4,0,2,0
"1530","2021_00-0033357",1,21,31,67.741935483871
"1531","2021_00-0033357",2,70,137,51.0948905109489
"1532","2021_00-0033357",3,72,224,32.1428571428571
"1533","2021_00-0033357",4,30,43,69.7674418604651
"1534","2021_00-0033367",0,0,5,0
"1535","2021_00-0033367",1,11,26,42.3076923076923
"1536","2021_00-0033367",2,9,112,8.03571428571429
"1537","2021_00-0033367",3,58,261,22.2222222222222
"1538","2021_00-0033367",4,3,9,33.3333333333333
"1539","2021_00-0033375",0,0,6,0
"1540","2021_00-0033375",1,46,93,49.4623655913978
"1541","2021_00-0033375",2,215,275,78.1818181818182
"1542","2021_00-0033375",3,536,590,90.8474576271186
"1543","2021_00-0033376",0,6,6,100
"1544","2021_00-0033376",1,169,170,99.4117647058823
"1545","2021_00-0033376",2,272,305,89.1803278688525
"1546","2021_00-0033376",3,85,454,18.7224669603524
"1547","2021_00-0033376",4,0,15,0
"1548","2021_00-0033386",1,18,30,60
"1549","2021_00-0033386",2,39,60,65
"1550","2021_00-0033386",3,34,45,75.5555555555556
"1551","2021_00-0033387",0,1,1,100
"1552","2021_00-0033387",1,16,18,88.8888888888889
"1553","2021_00-0033387",2,34,120,28.3333333333333
"1554","2021_00-0033387",3,102,258,39.5348837209302
"1555","2021_00-0033387",4,2,8,25
"1556","2021_00-0033414",1,0,5,0
"1557","2021_00-0033414",2,2,12,16.6666666666667
"1558","2021_00-0033414",3,0,40,0
"1559","2021_00-0033414",4,0,23,0
"1560","2021_00-0033421",1,61,63,96.8253968253968
"1561","2021_00-0033421",2,171,290,58.9655172413793
"1562","2021_00-0033421",3,58,579,10.0172711571675
"1563","2021_00-0033421",4,0,1,0
"1564","2021_00-0033439",1,60,61,98.3606557377049
"1565","2021_00-0033439",2,274,281,97.508896797153
"1566","2021_00-0033439",3,205,516,39.7286821705426
"1567","2021_00-0033439",4,0,2,0
"1568","2021_00-0033446",1,3,6,50
"1569","2021_00-0033446",2,9,54,16.6666666666667
"1570","2021_00-0033446",3,22,107,20.5607476635514
"1571","2021_00-0033446",4,0,1,0
"1572","2021_00-0033455",1,86,110,78.1818181818182
"1573","2021_00-0033455",2,26,271,9.59409594095941
"1574","2021_00-0033455",3,277,591,46.8697123519459
"1575","2021_00-0033455",4,2,3,66.6666666666667
"1576","2021_00-0033460",0,0,8,0
"1577","2021_00-0033460",1,0,40,0
"1578","2021_00-0033460",2,84,192,43.75
"1579","2021_00-0033460",3,129,370,34.8648648648649
"1580","2021_00-0033460",4,5,6,83.3333333333333
"1581","2021_00-0033466",1,0,5,0
"1582","2021_00-0033466",2,39,154,25.3246753246753
"1583","2021_00-0033466",3,191,783,24.3933588761175
"1584","2021_00-0033466",4,20,91,21.978021978022
"1585","2021_00-0033466",5,10,10,100
"1586","2021_00-0033471",0,0,1,0
"1587","2021_00-0033471",1,8,53,15.0943396226415
"1588","2021_00-0033471",2,61,591,10.321489001692
"1589","2021_00-0033471",3,51,183,27.8688524590164
"1590","2021_00-0033471",4,4,4,100
"1591","2021_00-0033481",0,0,1,0
"1592","2021_00-0033481",1,19,95,20
"1593","2021_00-0033481",2,12,298,4.02684563758389
"1594","2021_00-0033481",3,49,873,5.61282932416953
"1595","2021_00-0033481",4,0,4,0
"1596","2021_00-0033490",1,1,2,50
"1597","2021_00-0033490",2,0,40,0
"1598","2021_00-0033490",3,3,91,3.2967032967033
"1599","2021_00-0033490",4,0,2,0
"1600","2021_00-0033505",1,0,14,0
"1601","2021_00-0033505",2,1,52,1.92307692307692
"1602","2021_00-0033505",3,0,10,0
"1603","2021_00-0033505",4,0,1,0
"1604","2021_00-0033511",1,11,20,55
"1605","2021_00-0033511",2,104,144,72.2222222222222
"1606","2021_00-0033511",3,273,402,67.910447761194
"1607","2021_00-0033511",4,48,124,38.7096774193548
"1608","2021_00-0033511",5,0,1,0
"1609","2021_00-0033526",1,14,25,56
"1610","2021_00-0033526",2,12,131,9.16030534351145
"1611","2021_00-0033526",3,256,884,28.9592760180996
"1612","2021_00-0033526",4,9,11,81.8181818181818
"1613","2021_00-0033526",5,0,3,0
"1614","2021_00-0033528",1,24,32,75
"1615","2021_00-0033528",2,53,245,21.6326530612245
"1616","2021_00-0033528",3,20,699,2.86123032904149
"1617","2021_00-0033528",4,0,10,0
"1618","2021_00-0033528",5,0,2,0
"1619","2021_00-0033529",1,5,5,100
"1620","2021_00-0033529",2,97,102,95.0980392156863
"1621","2021_00-0033529",3,375,411,91.2408759124088
"1622","2021_00-0033536",0,0,6,0
"1623","2021_00-0033536",1,22,64,34.375
"1624","2021_00-0033536",2,251,315,79.6825396825397
"1625","2021_00-0033536",3,583,690,84.4927536231884
"1626","2021_00-0033536",4,3,3,100
"1627","2021_00-0033538",0,5,5,100
"1628","2021_00-0033538",1,82,83,98.7951807228916
"1629","2021_00-0033538",2,233,235,99.1489361702128
"1630","2021_00-0033538",3,491,502,97.808764940239
"1631","2021_00-0033550",1,0,1,0
"1632","2021_00-0033550",2,4,26,15.3846153846154
"1633","2021_00-0033550",3,0,25,0
"1634","2021_00-0033553",1,29,33,87.8787878787879
"1635","2021_00-0033553",2,155,245,63.265306122449
"1636","2021_00-0033553",3,341,581,58.6919104991394
"1637","2021_00-0033553",4,61,164,37.1951219512195
"1638","2021_00-0033553",5,0,1,0
"1639","2021_00-0033555",0,0,1,0
