season,player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
2020,Jeremiah Ledbetter,11960,DI,TB,3,1,0,,0,0,30,,78.3,77.9,73.4,66.5,69.6,1,7,0,,0,0,0,0,0,0,1,0,0,0,54,54,10,35,3,6,0,0,47,7,0,2,1,0,9,0,0,0,
2020,Brandon Wilson,11962,S,CIN,12,0,0,66.7,0,1,7,60,62.8,78.4,64.5,64.1,78.1,0,0,0,44,0,0,0,0,107.6,4,0,27,5,49,63,15,0,0,15,0,3,48,7,7,13,0,4,6,0,0,72,24,18
2020,Rudy Ford,11963,CB,PHI,3,0,0,60,0,0,24,54,51.8,79.1,,50.8,41.8,0,0,0,16,20,1,0,0,74.6,3,0,10,33,21,47,2,0,0,2,0,0,45,0,26,1,2,4,5,0,0,27,22,9
2020,Ifeadi Odenigbo,11975,ED,MIN,15,9,0,100,1,0,18,58.6,60.7,53.9,68.2,51.8,64.6,11,27,0,41,6.7,2,0,4,158.3,2,4,3,0,10,696,693,0,29,580,84,0,3,432,254,0,16,19,2,42,1,55,45,27.5
2020,Isaac Rochell,11980,ED,LAC,16,7,1,,0,0,27,61.9,52.6,88.9,53.3,50.4,47,1,12,0,,10.3,3,0,0,0,0,3,1,0,1,438,436,6,3,368,59,0,2,271,166,0,16,19,0,16,0,0,0,
2020,David Moore,11981,WR,SEA,1,0,0,,0,0,29,,60,60,,60,,0,0,0,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
2020,Adrian Colbert,11983,S,NYG,4,3,0,50,0,0,21,60,56.3,0,,69.4,69.7,0,0,0,-7,9.1,1,0,2,56.3,1,0,14,1,65,104,1,0,0,1,0,88,103,0,39,0,1,7,2,0,0,-7,0,-7
2020,Elijah Lee,11987,LB,CLV,2,0,0,,0,0,8,60,73.5,67.9,66,60.2,,0,1,0,,,0,0,0,0,0,0,2,0,1,4,2,0,0,2,0,0,2,1,2,0,0,0,0,1,0,0,0,
2020,Noah Brown,11993,WR,DAL,1,0,0,,0,0,9,,60,60,60,,,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
2020,Patrick O'Connor,12005,ED,TB,13,0,0,,0,0,30,60,60.6,82,56.6,71.7,27.1,0,0,0,,50,2,0,0,0,0,1,0,0,0,63,62,1,18,26,17,0,1,33,30,0,3,2,0,1,0,0,0,
2020,Ryan Lewis,12017,CB,NYG,5,2,0,57.1,0,0,21,42.8,41.2,83.7,,33.4,28.7,0,0,0,59,18.8,3,1,1,96.3,12,0,15,236,166,271,0,0,0,0,0,0,271,0,105,20,0,11,21,0,0,235,63,19.6
2020,Michael Davis,12040,CB,LAC,16,8,0,60.9,1,0,27,62.9,63.1,68.1,58,62,67.4,0,0,3,38,8.7,6,11,3,77.7,56,0,94,816,596,958,27,0,0,27,0,2,931,2,360,18,18,55,92,0,2,689,125,12.3
2020,Greg Mabin,12068,CB,JAX,5,1,0,60,0,0,15,41.4,48.4,82.7,,71.2,64.4,0,0,0,44,13,3,3,2,103.5,12,0,22,213,115,248,0,0,0,0,0,0,248,0,133,13,5,19,20,0,1,167,35,13.9
2020,Bryan Cox Jr.,12092,ED,BUF,1,1,0,,0,0,4,,46.6,77.1,51.4,50.7,69.6,0,0,0,,0,0,0,0,0,0,0,0,0,0,23,23,0,0,23,0,0,0,11,12,0,0,0,0,0,0,0,0,
2020,B.J. Bello,12097,LB,LAC,2,1,0,,0,0,27,64.6,80.9,70.8,,75.4,73.2,0,0,0,,0,0,0,0,0,0,0,13,0,6,13,0,0,0,0,0,0,13,0,7,0,0,0,0,0,0,0,0,
2020,Kai Nacua,12102,S,SF,2,0,0,,0,0,28,60.4,60.6,65.3,,60,,0,0,0,,,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,
2020,Gehrig Dieter,12163,WR,KC,1,0,0,,0,0,16,,60,60,60,,,0,0,0,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
2020,Alex Barrett,12183,ED,SF,7,1,0,,0,0,28,61.2,62.5,85,58,63.1,74.2,2,8,0,,0,0,0,0,0,0,0,1,0,2,120,119,0,6,112,1,0,1,79,39,0,2,3,0,10,0,0,0,
2020,Adam Butler,12214,DI,NE,15,11,2,,2,0,19,55.4,51.7,18.3,64.3,49.3,69.9,4,19,0,,9.1,3,0,5,0,0,4,1,0,6,481,480,225,232,2,21,0,1,317,158,0,14,19,0,27,0,0,0,
2020,Devaroe Lawrence,12222,DI,WAS,1,0,0,,0,0,32,,61.9,69.1,60,61.4,67.3,0,0,0,,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,1,2,0,0,1,0,0,0,0,0,
2020,Arthur Maulet,12224,S,NYJ,9,2,0,65.6,0,0,22,45.7,49.7,83.5,61.6,69.5,34.1,0,0,1,39,24,6,2,2,93.4,21,0,27,15,267,405,6,0,0,6,0,109,399,7,131,247,6,17,32,0,2,221,128,10.5
2020,Calvin Munson,12236,LB,MIA,5,1,0,100,0,0,17,57.7,46.9,0,60,55.7,33.7,0,0,0,20,28.6,2,0,1,118.8,1,0,45,0,20,46,0,0,0,0,0,0,46,1,25,1,2,4,1,0,0,20,15,20
2020,Corey Clement,12253,HB,PHI,1,0,0,,0,0,24,,59.9,60,,60,,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
2020,Greg Ward,12258,WR,PHI,1,0,0,,1,0,24,,59.9,60,,60,,0,0,0,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
2020,Jamal Perry,12259,CB,MIA,11,4,0,85.7,0,0,17,53.6,59.6,80.7,57.5,86.1,72.9,0,1,0,16,9.1,2,0,1,101.2,6,0,13,7,98,140,2,0,0,2,0,36,138,2,40,82,3,16,7,1,0,58,38,9.7
2020,Dan Skipper,12307,DI,DET,1,1,0,,0,0,11,,39.8,72.5,60,45.2,26.4,0,0,0,,50,1,0,0,0,0,0,0,0,0,9,9,0,8,0,1,0,0,1,8,0,0,0,0,0,0,0,0,
2020,Joe Jones,12321,LB,DEN,5,0,0,,0,0,10,60,69.8,69,60,62.9,74.9,0,0,0,,0,0,0,0,0,0,0,6,0,1,6,0,0,0,0,0,0,6,1,4,0,0,1,0,0,0,0,0,
2020,Dare Ogunbowale,12329,HB,JAX,1,0,0,,0,0,15,,62.7,60,,61.9,68.4,0,0,0,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,
2020,Sione Takitaki,12666,LB,CLV,15,11,0,68.4,0,0,8,51.2,71.2,82.6,69.1,86.3,67.4,1,1,1,19,8.8,5,0,0,65.9,13,1,277,3,196,435,78,0,0,78,0,0,357,25,214,77,24,41,19,3,0,131,71,10.1
2020,Kamal Martin,12744,LB,GB,10,6,0,75,0,0,12,70.7,73.3,77,67.1,67.4,52.5,1,2,0,15,18.5,5,0,0,94.8,3,1,179,0,69,190,6,0,0,6,0,0,184,16,105,5,11,16,4,4,0,29,15,9.7
2020,Ken Webster,12955,CB,SF,2,0,0,,0,0,28,66.4,66.5,72.2,,60,,0,0,0,,,0,0,0,0,0,0,0,11,10,11,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,
2020,Alexander Johnson,15267,LB,DEN,16,32,0,74.6,0,2,10,61.6,65.4,48.3,65.7,67,82.5,4,11,0,26,6.7,9,2,3,90,47,1,946,4,507,1063,53,0,0,53,0,11,1010,145,411,49,58,93,63,16,0,389,294,8.3
2020,Sam Eguavoen,15301,ED,MIA,8,3,0,0,0,0,17,68.6,62.1,82.4,62.8,51.7,58.6,0,3,0,,14.3,1,0,0,39.6,0,0,35,0,18,84,48,0,0,48,0,0,36,34,32,1,1,3,1,3,0,0,0,
2020,Justin Hardee,18348,CB,NO,1,0,0,,0,0,20,60,60.4,64.5,,,,0,0,0,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
2020,Aaron Adeoye,20807,ED,BLT,1,0,0,,0,0,3,60,55.6,71.8,53.7,60,,0,0,0,,,0,0,0,0,0,0,0,0,1,8,8,0,0,8,0,0,0,4,3,0,0,0,0,0,0,0,0,
2020,Kemoko Turay,21702,ED,IND,7,1,0,100,0,0,14,60.5,57.2,36,58,62.4,29.2,2,9,0,9,40,2,0,1,104.2,1,1,0,0,5,95,95,0,0,95,0,0,0,79,11,0,1,2,1,12,0,9,12,9
2020,Terrell Bonds,23668,CB,BLT,3,0,0,76.9,0,0,3,41.8,42.7,78,52.9,55.5,81.7,0,0,0,20,0,0,0,1,95,10,0,3,5,61,84,0,0,0,0,0,0,84,3,20,76,1,5,13,0,0,90,73,9
2020,Dylan Cole,24304,LB,HST,1,0,0,,0,0,13,,47.2,65.8,,54.2,73.3,0,0,0,,0,0,0,0,0,0,0,2,0,0,3,1,0,0,1,0,0,2,0,3,0,0,1,0,0,0,0,0,
2020,Nathan Shepherd,24614,DI,NYJ,14,5,0,,0,0,22,55.7,50.7,63.7,58,50.2,51.8,3,4,0,,12.5,2,0,1,0,0,3,0,0,3,336,335,45,186,0,104,0,1,192,141,0,9,9,0,10,0,0,0,
2020,Raven Greene,24750,S,GB,10,9,0,72.2,0,1,12,60.1,61.1,76.6,69.8,57.7,39.5,1,2,1,28,17.8,8,4,0,90.7,26,2,200,11,229,324,12,0,0,12,0,29,312,15,80,72,11,28,36,5,1,266,128,10.2
2020,Foyesade Oluokun,24904,LB,ATL,15,21,1,73,0,4,2,53,56.6,35.3,75.8,55,66.6,6,14,2,29,10.6,14,1,5,97.3,46,3,521,37,461,895,213,0,0,213,0,14,682,137,297,110,47,97,63,23,3,479,253,10.4
2020,Deionte Thompson,25444,S,ARZ,10,4,0,50,0,0,1,55,54.6,82.4,83.9,50.1,39,1,1,0,24,20.7,6,3,2,105.2,8,0,94,12,212,332,3,0,0,3,0,192,329,5,115,31,6,19,16,2,2,84,58,10.5
2020,Levi Wallace,25445,CB,BUF,12,8,0,55.7,0,0,4,56,60.1,87.1,60,74.2,85.3,1,0,2,49,3.8,2,6,3,81.3,34,0,17,585,408,612,1,0,0,1,0,1,611,1,203,8,7,43,61,1,3,439,122,12.9
2020,Anfernee Jennings,25449,LB,NE,13,7,0,91.7,0,0,19,32,54.6,85.2,62.6,71.4,68.2,1,6,0,23,8,2,0,0,100.7,11,0,139,0,93,293,130,0,0,130,0,0,163,50,150,22,7,16,12,7,0,98,57,8.9
2020,Dane Cruikshank,25546,S,TEN,1,0,0,,0,0,31,60,60,64.3,,,,0,0,1,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
2020,Jameson Houston,25642,CB,PHI,1,0,0,,0,0,24,74.9,74.2,74.1,,60.1,,0,0,0,,,0,0,0,0,0,0,1,21,17,22,0,0,0,0,0,0,22,0,5,0,0,0,0,0,0,0,0,
2020,Bravvion Roy,25644,DI,CAR,15,8,0,,0,0,5,54.8,43.9,68.8,58.7,39.4,35.5,4,5,0,,12.5,4,0,1,0,0,1,3,0,0,419,416,147,262,0,7,0,3,226,193,0,10,20,0,10,0,0,0,
2020,Clay Johnston,25685,LB,CAR,1,0,0,,0,0,5,,67.2,65.8,,63,71.7,0,0,0,,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,0,0,1,0,0,0,0,0,
2020,Henry Black,25687,S,GB,4,1,0,,0,1,12,62.5,64,73.1,,62.4,79.7,0,0,0,,0,0,0,0,0,0,0,7,0,20,27,0,0,0,0,0,11,27,0,7,9,1,3,0,0,0,0,0,
2020,Sean Murphy-Bunting,25891,CB,TB,16,10,0,78.3,0,1,30,55.2,55.9,64.3,59.4,58.8,29.9,1,5,1,72,15,12,2,3,126.1,65,0,107,378,584,884,18,0,0,18,0,1,866,30,270,378,24,58,83,6,6,804,361,12.4
2020,Clelin Ferrell,25955,ED,LV,11,8,3,100,2,2,23,64.5,76.1,35.5,70,76.6,48.2,8,20,0,20,13.3,4,0,4,118.8,1,2,0,0,6,461,461,2,60,343,56,0,0,274,181,0,19,18,1,30,0,20,20,20
2020,Dexter Lawrence,25991,DI,NYG,16,14,2,,0,0,21,65.4,79.7,77.1,73.2,73.1,64.3,6,19,0,,3.8,2,0,1,0,0,4,0,0,7,655,653,76,430,14,133,0,2,348,300,0,33,37,0,29,0,0,0,
2020,Isaiah Mack,26229,DI,NE,8,3,0,,0,0,19,59.5,38.5,30,55.6,38,36.6,1,2,0,,20,1,0,1,0,0,0,0,0,1,106,106,18,73,1,14,0,0,64,41,0,0,1,0,3,0,0,0,
2020,Tae Davis,26296,LB,CLV,5,0,0,50,0,0,8,81.3,66.5,75.1,,42.7,74.9,0,0,0,6,0,0,1,0,56.3,1,0,22,0,9,25,0,0,0,0,0,0,25,0,16,3,1,1,2,0,0,6,8,6
2020,Maxx Crosby,26316,ED,LV,16,14,2,100,1,0,23,61.8,57.8,64.1,58.2,56.1,29.3,9,32,0,12,23.3,10,0,4,116.7,1,7,0,0,21,906,905,0,5,880,20,0,1,536,349,0,22,19,1,48,0,12,12,12
2020,Craig James,26360,CB,PHI,2,0,0,100,0,0,24,77.3,76.9,71.6,,60,72.5,0,0,0,2,0,0,0,0,79.2,1,0,3,10,6,14,0,0,0,0,0,0,14,0,8,1,1,1,1,0,0,2,0,2
2020,Freddie Swain,26448,WR,SEA,1,0,0,,0,0,29,,60,60,,60,,0,0,0,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
2020,Jabari Zuniga,26449,ED,NYJ,8,1,0,,0,0,22,62.5,33,31.7,50.5,30.6,45,1,0,0,,20,1,0,1,0,0,0,0,0,1,103,103,0,12,75,16,0,0,64,38,0,1,3,0,1,0,0,0,
2020,Ben Banogu,26554,ED,IND,9,0,0,,0,0,14,,42.4,36.1,55.4,39.5,24.8,0,6,0,,50,2,0,1,0,0,0,1,0,0,100,99,0,0,94,5,0,1,69,31,0,0,2,0,6,0,0,0,
2020,C.J. Moore,26617,S,DET,1,1,0,,0,0,11,61.9,63.3,66.8,,60,77.3,0,0,0,,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,0,0,
2020,Reggie Walker,26885,ED,ARZ,1,0,0,,0,0,1,,53.3,73.8,58.8,53,69.9,0,0,0,,0,0,0,0,0,0,0,0,0,0,17,17,0,0,17,0,0,0,11,6,0,0,1,0,0,0,0,0,
2020,D.J. Reed Jr.,26940,CB,SEA,9,6,0,63.6,0,0,29,69.8,73.1,85.4,38.3,87.2,72,0,2,2,33,9.2,6,4,2,75.9,35,0,62,394,380,560,5,0,0,5,0,0,555,9,171,99,19,53,55,2,1,394,134,11.3
2020,Isaiah Rodgers,27069,CB,IND,5,2,0,71.4,0,0,14,72,73.9,77.3,,73.3,83.1,0,0,0,24,0,0,0,0,131,5,0,0,46,38,51,0,0,0,0,0,0,51,0,13,5,3,4,7,0,1,50,19,10
2020,Bryce Huff,27128,ED,NYJ,14,1,0,100,0,0,22,64.3,58.5,85.2,61.9,46.6,68.5,2,10,0,11,7.7,1,0,0,86.7,5,2,3,0,24,296,292,0,1,282,9,0,4,173,99,0,7,11,5,14,0,24,13,4.8
2020,Siran Neal,27130,CB,BUF,9,0,0,60,1,0,4,62.9,63.6,79,52.2,68.8,41.1,1,1,0,15,25,2,1,1,105.8,6,0,11,18,87,117,3,0,0,3,0,2,114,4,26,83,0,6,10,2,1,49,31,8.2
2020,Montez Sweat,27271,ED,WAS,16,8,6,100,1,2,32,58.3,79.7,2,78.7,86,79.3,12,26,1,13,9.8,4,0,11,79.2,1,9,3,0,16,693,689,0,0,684,5,0,4,401,276,1,29,29,1,47,0,13,11,13
2020,Raequan Williams,27300,DI,PHI,6,0,0,,0,0,24,63.9,38.6,28.6,58,31,71.9,1,1,0,,0,0,0,1,0,0,1,0,0,3,98,98,1,90,0,7,0,0,49,46,0,3,5,0,3,0,0,0,
2020,Devin Bush,27375,LB,PIT,5,5,0,57.1,0,0,25,57.7,59.7,81.3,61.2,61.1,62.9,0,2,0,22,12.9,4,1,1,86,12,2,233,2,180,278,22,0,0,22,0,1,256,19,79,20,13,22,21,4,1,103,47,8.6
2020,David Long Jr.,27377,CB,LA,13,0,0,71.4,1,0,26,49.5,53.6,79.4,,72,80.3,0,0,0,31,0,0,1,2,142.3,5,0,9,99,73,116,0,0,0,0,0,0,116,0,43,8,1,7,7,0,1,69,15,13.8
2020,Josh Uche,27379,ED,NE,9,3,0,66.7,0,0,19,75.1,77.6,41.8,75.1,62.5,64,6,7,0,14,27.3,3,0,1,122.2,2,1,38,3,40,179,133,0,0,133,0,0,46,99,40,4,4,5,3,14,1,18,1,9
2020,Khalil Dorsey,27819,CB,BLT,1,0,0,100,0,0,3,43.4,33.2,68.2,,60,79.4,0,0,0,39,0,0,0,0,118.8,1,0,0,0,1,4,0,0,0,0,0,0,4,0,3,4,0,1,1,0,0,39,2,39
2020,Armon Watts,27844,DI,MIN,16,13,0,,0,0,18,60,60.7,86.1,62.8,56.3,44.1,1,11,0,,8.8,3,0,0,0,0,0,0,0,0,392,392,62,286,1,43,0,0,184,208,0,14,18,0,12,0,0,0,
2020,Joe Gaziano,27949,ED,LAC,2,0,0,,0,0,27,60,78.4,78.9,79.7,60.4,,1,1,0,,,0,0,0,0,0,0,0,0,1,28,28,0,0,28,0,0,0,18,9,0,0,0,0,2,0,0,0,
2020,Rashod Berry,28071,ED,NE,3,0,0,,0,0,19,,63.4,77.1,61.4,61.4,70.5,0,1,0,,0,0,0,0,0,0,0,1,0,0,40,39,0,1,37,1,0,1,32,8,0,0,1,0,1,0,0,0,
2020,Davon Hamilton,28072,DI,JAX,11,9,1,,1,0,15,60,53.9,69,59.6,51.2,42.7,4,5,0,,12.9,4,0,1,0,0,2,2,0,0,408,406,37,338,0,31,0,2,200,208,0,11,18,0,11,0,0,0,
2020,Dre'Mont Jones,28075,DI,DEN,13,9,2,,0,0,10,61.6,74.7,50.2,78.3,63.9,72.9,4,19,0,,2.9,1,0,3,0,0,7,0,0,0,560,560,18,346,76,120,0,0,360,200,0,21,25,0,30,0,0,0,
2020,Damon Arnette,28080,CB,LV,9,1,0,81.3,2,0,23,37.5,41.7,85.2,,62.9,27.7,0,0,0,75,31.6,12,2,5,129.2,26,0,17,307,216,343,4,0,0,4,0,0,339,0,127,15,9,25,32,0,1,405,148,15.6
2020,Malik Harrison,28081,LB,BLT,16,9,0,77.8,0,0,3,45.8,52.8,79.4,48.8,62.3,79.1,0,1,0,21,3.1,1,1,0,113.2,14,0,200,5,105,265,44,0,0,44,0,0,221,13,147,14,8,22,18,1,1,121,66,8.6
2020,Jerome Baker,28091,LB,MIA,16,26,0,74.6,0,1,17,61.3,55.2,52.8,61.7,47.4,63.4,3,6,0,37,9.9,11,1,3,98.3,44,8,577,15,430,868,240,0,0,240,0,2,628,135,303,34,39,74,59,17,1,403,194,9.2
2020,Neville Gallimore,28094,DI,DAL,14,10,1,100,0,0,9,53.6,52.1,86.1,57.6,51.5,62.3,3,5,0,10,6.1,2,0,0,108.3,1,1,0,0,1,416,416,14,317,6,79,0,0,188,227,0,16,21,1,9,0,10,4,10
2020,Tremon Smith,28196,CB,IND,1,0,0,,0,0,14,63.8,64.3,69.8,,60,,0,0,0,,,0,0,0,0,0,0,1,6,5,7,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,
2020,Troy Dye,28251,LB,MIN,10,5,0,76.5,0,0,18,37.3,28.8,79.5,65.4,29,56.1,1,0,0,38,13.3,4,1,0,119.5,13,0,157,0,75,201,23,0,0,23,0,9,178,4,122,12,5,21,17,1,1,139,100,10.7
2020,Kevin Givens,28308,DI,SF,13,2,0,,2,0,28,62.5,59.8,32.6,64.9,57.2,52.4,2,8,0,,10,2,0,3,0,0,1,0,0,1,387,387,16,318,1,52,0,0,229,157,0,14,16,0,11,0,0,0,
2020,Robert Windsor,28310,DI,IND,2,0,0,,0,0,14,,36.3,0,68.9,51.1,68.4,0,0,0,,0,0,0,1,0,0,0,0,0,0,9,9,0,9,0,0,0,0,5,4,0,1,2,0,0,0,0,0,
2020,Bilal Nichols,28451,DI,CHI,16,13,2,,0,0,6,72.4,74.3,62.8,73.9,62.2,52.8,7,18,1,,5.1,2,0,2,0,0,6,3,0,4,618,614,141,327,10,136,0,4,333,281,0,26,24,0,31,0,0,0,
2020,Kameron Cline,28668,DI,IND,1,1,0,,0,0,14,,30.3,73.5,57,35.5,28.4,0,1,0,,33.3,1,0,0,0,0,0,0,0,0,12,12,1,11,0,0,0,0,4,8,0,0,1,0,1,0,0,0,
2020,Jimmy Moreland,28704,CB,WAS,16,8,0,71.8,0,1,32,56.7,58.5,54.9,56.8,71.7,47.4,1,3,1,54,20,11,0,2,81.8,51,1,34,66,425,601,4,0,0,4,0,1,597,14,162,494,18,36,71,5,0,438,231,8.6
2020,Jermaine Carter,28838,LB,CAR,13,11,0,76.9,1,0,5,70.3,66.5,0,69.1,62.4,54.9,0,1,0,11,12.5,6,1,3,83.5,10,0,246,2,132,284,17,0,0,17,0,4,267,15,137,15,18,31,13,1,0,54,42,5.4
2020,DeShon Elliott,28854,S,BLT,16,23,1,59.4,0,2,3,66.2,66.6,71.7,55.7,69.3,66.3,2,5,0,38,12.6,12,2,1,97.7,19,2,173,20,632,1044,112,0,0,112,0,665,932,61,351,74,17,60,32,9,2,194,94,10.2
2020,Javin White,28987,LB,LV,2,0,0,100,0,0,23,47.6,47.9,68.4,55.7,60.8,74.8,0,0,0,10,0,0,0,0,137.5,2,0,8,0,5,12,0,0,0,0,0,0,12,2,5,4,1,2,2,0,1,15,16,7.5
2020,Robert Jackson,28990,CB,CLV,2,1,0,54.5,0,0,8,50.1,48.2,78.2,,41.1,50.3,0,0,0,47,16.7,1,1,0,96.4,6,0,6,67,54,73,0,0,0,0,0,0,73,0,19,0,0,4,11,0,0,129,25,21.5
2020,Joejuan Williams,29113,CB,NE,11,2,0,58.3,1,0,19,53.7,55.5,80.9,57.6,64.5,82.5,0,0,0,45,0,0,2,2,93.1,7,0,30,82,118,172,0,0,0,0,0,1,172,2,52,58,1,10,12,0,0,122,46,17.4
2020,Darius Harris,29188,LB,KC,2,3,0,88.9,1,0,16,30.8,28.8,0,47.4,48.6,28.9,0,0,0,32,23.8,5,1,2,154.2,8,0,114,0,62,126,8,0,0,8,0,0,118,11,53,4,7,13,9,0,1,109,76,13.6
2020,David Long,29367,LB,TEN,10,12,0,84.4,0,0,31,46.2,54.2,39.4,74.4,63.9,29.6,0,6,0,32,22.2,14,2,1,113.4,27,0,310,11,211,379,30,0,0,30,0,3,349,33,135,25,19,37,32,6,1,279,169,10.3
2020,Germaine Pratt,29407,LB,CIN,16,15,0,85.7,1,0,7,64.2,41.5,56.7,56,29.3,56.4,0,3,0,21,12.1,12,1,1,97.7,30,0,642,4,302,686,29,0,0,29,0,0,657,24,360,11,30,72,35,3,1,181,141,6
2020,Chris Board,29456,LB,BLT,16,3,0,76.2,0,1,3,60,51.4,82.1,69.7,27.2,28.8,3,5,0,25,29.6,8,1,0,110.4,16,3,191,10,138,263,35,0,0,35,0,1,228,73,52,24,10,16,21,11,1,146,123,9.1
2020,Logan Wilson,29623,LB,CIN,12,6,0,68.8,0,0,7,63.1,54.7,83.5,51.7,48.1,55.8,1,4,2,22,12.1,4,1,0,77.3,11,1,251,1,166,343,69,0,0,69,0,0,274,62,115,22,10,23,16,6,1,141,84,12.8
2020,Jordan Brailford,29695,ED,MIN,5,0,0,,0,1,18,74,92.1,80.1,57.4,60.7,33.9,1,2,0,,33.3,1,0,0,0,0,0,4,0,2,34,30,0,0,29,1,0,4,31,1,0,1,2,0,3,0,0,0,
2020,Dakota Allen,30076,LB,JAX,5,1,0,81.3,0,0,15,28.6,29.5,77,70.9,50.2,72.8,1,2,0,44,14.3,2,0,1,119.3,13,0,91,1,55,103,2,0,0,2,0,0,101,6,42,8,5,11,16,3,1,122,107,9.4
2020,Ty Summers,30242,LB,GB,7,2,0,95.8,0,0,12,39.4,44.8,80.6,59,63.6,55.5,0,0,0,19,12.1,4,0,0,130.7,23,0,162,0,118,176,1,0,0,1,0,3,175,1,57,10,10,27,24,0,2,209,117,9.1
2020,Andrew Van Ginkel,30267,ED,MIA,16,10,4,71.4,1,2,17,58.8,79.3,55.8,78.1,77.6,58.5,4,9,0,21,14.3,6,1,4,101.5,5,6,10,0,71,479,467,0,0,459,8,0,12,212,196,2,22,26,7,19,0,67,52,13.4
2020,Derick Roberson,30462,ED,TEN,8,1,1,100,0,0,31,61.6,52.2,63.7,57,47.2,76.5,2,11,0,8,12.5,1,0,1,85.4,2,0,1,0,9,248,246,0,5,238,3,0,2,170,69,0,3,6,2,13,0,9,6,4.5
2020,T.J. Edwards,30737,LB,PHI,12,15,0,66.7,0,1,24,63.6,66.5,83.5,75.9,62.6,62.3,0,1,1,21,12.3,9,0,1,78.5,10,1,477,0,215,492,6,0,0,6,0,0,486,23,254,8,24,49,15,2,1,95,54,9.5
2020,P.J. Hall,31211,DI,HST,10,10,0,,0,0,13,60,56.7,86.2,57.7,54.6,49.3,1,7,0,,9.1,3,0,0,0,0,1,1,0,0,343,342,104,192,2,44,0,1,143,200,0,16,20,0,9,0,0,0,
2020,George Odum,31342,S,IND,4,1,0,,0,0,14,63.2,36.2,76.6,,27.6,70.5,0,0,0,,0,0,0,0,0,0,0,0,0,13,25,5,0,0,5,0,18,20,0,12,2,0,0,0,0,0,0,0,
2020,Khalen Saunders,31534,DI,KC,3,0,0,,0,0,16,60.8,64.3,81,58.9,63.9,35.4,0,2,0,,40,2,0,0,0,0,0,14,0,2,74,60,7,48,5,0,0,14,35,37,0,2,3,0,2,0,0,0,
2020,Abdullah Anderson,32708,DI,MIN,1,0,0,,0,0,18,,61.9,74,65.9,57.2,,0,0,0,,,0,0,0,0,0,0,0,0,0,10,10,5,5,0,0,0,0,6,4,0,0,0,0,0,0,0,0,
2020,Dane Jackson,32989,CB,BUF,4,1,0,70.6,0,0,4,65.7,68.4,81.7,,76,71.1,0,0,1,25,6.3,1,4,0,111.2,12,0,10,180,131,193,0,0,0,0,0,0,193,0,62,3,3,14,17,0,2,145,49,12.1
2020,DeAndre Baker,33356,CB,KC,1,0,0,60,0,0,16,61.6,67.3,76.7,82.2,62.9,78,0,0,0,11,0,0,1,0,113.3,3,1,3,41,29,45,0,0,0,0,0,0,45,1,15,1,1,3,5,1,1,26,9,8.7
2020,Diontae Johnson,33441,WR,PIT,1,0,0,,1,0,25,,59.9,60,,60,,0,0,0,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
