"","yearly_id","down1","down2","down3","down4"
"1948","2018_00-0029492",13.102119460501,9.18114143920596,5.05836575875486,12
"1949","2018_00-0029524",55.1351351351351,55.5555555555556,61.3333333333333,50
"1950","2018_00-0029528",99.5959595959596,99.4694960212202,99.5689655172414,100
"1951","2018_00-0029546",93.9051918735892,93.6555891238671,90.8653846153846,100
"1952","2018_00-0029561",97.3607038123167,96.8253968253968,95.7831325301205,90
"1953","2018_00-0029567",97.1428571428571,97.4683544303797,99.009900990099,100
"1954","2018_00-0029572",42.7104722792608,50.2857142857143,71.9387755102041,60
"1955","2018_00-0029580",36.7924528301887,42.6829268292683,72.4137931034483,57.1428571428571
"1956","2018_00-0029587",70.4260651629073,59.7269624573379,50.8021390374332,37.5
"1957","2018_00-0029592",100,100,100,100
"1958","2018_00-0029604",100,100,100,100
"1959","2018_00-0029608",78.6885245901639,82.2916666666667,85.0746268656716,80
"1960","2018_00-0029615",64.6788990825688,65.5487804878049,68.4466019417476,75
"1961","2018_00-0029632",71.2525667351129,79.7619047619048,91.743119266055,80
"1962","2018_00-0029638",43.4782608695652,41.3669064748201,45.945945945946,42.8571428571429
"1963","2018_00-0029640",23.030303030303,19.3798449612403,19.3181818181818,40
"1964","2018_00-0029664",71.8592964824121,74.3055555555556,77.5147928994083,72.7272727272727
"1965","2018_00-0029665",9.67741935483871,11.1111111111111,12.5,33.3333333333333
"1966","2018_00-0029666",70,65.3333333333333,65.1162790697674,80
"1967","2018_00-0029668",99.1803278688525,100,100,100
"1968","2018_00-0029672",94.2307692307692,93.5361216730038,96.5909090909091,100
"1969","2018_00-0029678",99.2805755395683,99.025974025974,98.8888888888889,100
"1970","2018_00-0029679",97.0534069981584,96.2216624685139,95.7805907172996,100
"1971","2018_00-0029682",78.2608695652174,84.5588235294118,82.9787234042553,100
"1972","2018_00-0029685",100,100,100,100
"1973","2018_00-0029689",42.3553719008264,35.195530726257,26.2135922330097,31.25
"1974","2018_00-0029699",82.5925925925926,80.9523809523809,80.9859154929577,61.5384615384615
"1975","2018_00-0029701",98.1481481481482,97.4358974358974,96.8992248062015,83.3333333333333
"1976","2018_00-0029709",54.434250764526,55.1587301587302,57.4074074074074,50
"1977","2018_00-0029738",45.3416149068323,42.485549132948,11.4678899082569,37.5
"1978","2018_00-0029762",75.7575757575758,75.3246753246753,75.7575757575758,66.6666666666667
"1979","2018_00-0029786",87.3638344226579,87.8594249201278,87.3170731707317,100
"1980","2018_00-0029795",3.58565737051793,5.3475935828877,13.4920634920635,25
"1981","2018_00-0029848",14.1666666666667,28.0487804878049,48.3333333333333,60
"1982","2018_00-0029854",26.4851485148515,28.3783783783784,22.5806451612903,7.14285714285714
"1983","2018_00-0029886",43.8311688311688,47.5982532751092,45.5882352941176,60
"1984","2018_00-0029889",100,100,100,100
"1985","2018_00-0029892",64.9402390438247,57.1428571428571,65.8878504672897,69.2307692307692
"1986","2018_00-0029893",97.8260869565217,97.2222222222222,96.6183574879227,100
"1987","2018_00-0029895",100,100,100,100
"1988","2018_00-0029931",24.4604316546763,18.5567010309278,15.2046783625731,15.3846153846154
"1989","2018_00-0029963",100,100,100,100
"1990","2018_00-0029992",99.5475113122172,99.0595611285266,98.6725663716814,92.3076923076923
"1991","2018_00-0030011",67.7083333333333,62.9032258064516,65.7894736842105,100
"1992","2018_00-0030035",97.6138828633406,97.0149253731343,98.1735159817352,85.7142857142857
"1993","2018_00-0030046",95.2272727272727,95.3488372093023,96.4285714285714,84.6153846153846
"1994","2018_00-0030061",89.5027624309392,92.9471032745592,96.6244725738397,96.2962962962963
"1995","2018_00-0030065",98.792270531401,98.2698961937716,97.7272727272727,91.6666666666667
"1996","2018_00-0030066",100,100,100,100
"1997","2018_00-0030067",90.5844155844156,90.6862745098039,91.5966386554622,88.8888888888889
"1998","2018_00-0030068",64.9230769230769,61.3733905579399,59.3103448275862,66.6666666666667
