"","yearly_id","WR1","WR2","WR3","WR4"
"244","2016_00-0028497",15.7142857142857,17.5287356321839,77.0597738287561,100
"245","2016_00-0028570",44.4444444444444,50,47.5728155339806,71.4285714285714
"246","2016_00-0028581",34.0909090909091,59.4080338266385,3.92156862745098,25
"247","2016_00-0028595",50,25.609756097561,52,0
"248","2016_00-0028702",0,0,2.08333333333333,0
"249","2016_00-0028825",44.1176470588235,90.0398406374502,91.3793103448276,100
"250","2016_00-0028838",100,68.75,36.7231638418079,57.1428571428571
"251","2016_00-0028903",100,98.2142857142857,53.7549407114625,0
"252","2016_00-0028958",100,31.1881188118812,0.441501103752759,0
"253","2016_00-0028986",100,100,100,100
"254","2016_00-0028987",68.5897435897436,39.3805309734513,1.85758513931889,0
"255","2016_00-0028994",100,42.4242424242424,6.97674418604651,0
"256","2016_00-0029000",1.63934426229508,4.23728813559322,89.7476340694006,97.3684210526316
"257","2016_00-0029004",0,6.11111111111111,23.3962264150943,0
"258","2016_00-0029010",89.7959183673469,90.3061224489796,96.2226640159046,90.3225806451613
"259","2016_00-0029033",3.50877192982456,1.73913043478261,34.7540983606557,20.6896551724138
"260","2016_00-0029048",0,100,0,0
"261","2016_00-0029076",100,98.00796812749,99.3103448275862,100
"262","2016_00-0029091",85.7142857142857,93.8356164383562,93.7027707808564,94.4444444444444
"263","2016_00-0029119",100,44,1.22699386503067,0
"264","2016_00-0029129",0,73.2142857142857,71.7131474103586,0
"265","2016_00-0029137",62.0689655172414,86.7469879518072,97.741273100616,100
"266","2016_00-0029139",0,50,32.7485380116959,0
"267","2016_00-0029141",23.0769230769231,23.3009708737864,10.7750472589792,0
"268","2016_00-0029144",40,21.0144927536232,22.7722772277228,0
"269","2016_00-0029159",1.42857142857143,67.1140939597315,90.8029197080292,100
"270","2016_00-0029164",100,99.7368421052632,99.8158379373849,100
"271","2016_00-0029187",44.4444444444444,12.7272727272727,26.7195767195767,30.4
"272","2016_00-0029202",100,79.1666666666667,84.0579710144928,0
"273","2016_00-0029205",17.2413793103448,11.7647058823529,34.2281879194631,0
"274","2016_00-0029239",8,11.1111111111111,2.4,0
"275","2016_00-0029253",100,100,100,100
"276","2016_00-0029263",95.7142857142857,93.6241610738255,96.9343065693431,100
"277","2016_00-0029268",81.8181818181818,80,63.2768361581921,0
"278","2016_00-0029269",0,21,86.7172675521822,96.551724137931
"279","2016_00-0029273",22.5806451612903,10.6918238993711,38.8400702987698,0
"280","2016_00-0029275",41.6666666666667,38.8888888888889,42.2535211267606,0
"281","2016_00-0029278",83.3333333333333,47.2222222222222,58.2089552238806,100
"282","2016_00-0029293",0,86.71875,95.9722222222222,100
"283","2016_00-0029308",100,11.7647058823529,0,0
"284","2016_00-0029316",100,100,95.2069716775599,100
"285","2016_00-0029319",53.125,18.8118811881188,38.5375494071146,100
"286","2016_00-0029336",15.7894736842105,6.92307692307692,21.1640211640212,75.8064516129032
"287","2016_00-0029384",0,10,19.9127906976744,22.2222222222222
"288","2016_00-0029388",3.125,29.7029702970297,41.1067193675889,0
"289","2016_00-0029391",92.4731182795699,65.546218487395,1.79738562091503,0
"290","2016_00-0029394",44,3.92156862745098,9.00900900900901,100
"291","2016_00-0029413",99.3975903614458,99.5833333333333,99.7067448680352,100
"292","2016_00-0029419",30.1369863013699,17.3469387755102,19.4630872483221,0
"293","2016_00-0029510",0,9.70149253731343,25.6544502617801,0
"294","2016_00-0029524",96.1538461538462,89.4736842105263,91.9571045576407,100
"295","2016_00-0029528",96.969696969697,99.0384615384615,95.3177257525084,100
"296","2016_00-0029543",77.7777777777778,92.5619834710744,92.271662763466,95.6521739130435
"297","2016_00-0029546",65.3846153846154,73.7967914438503,65.2671755725191,81.8181818181818
"298","2016_00-0029561",94.5945945945946,92.8571428571429,92.4187725631769,100
"299","2016_00-0029567",68.75,47.5409836065574,59.0361445783133,22.2222222222222
"300","2016_00-0029572",0,0,35.2201257861635,100
"301","2016_00-0029580",68.6746987951807,93.3333333333333,98.533724340176,100
"302","2016_00-0029587",69.5652173913043,63.4146341463415,3.52348993288591,0
"303","2016_00-0029592",100,100,100,100
"304","2016_00-0029601",100,83.4319526627219,23.8095238095238,0
"305","2016_00-0029604",100,100,100,0
"306","2016_00-0029608",23.0769230769231,91.2772585669782,92.0127795527157,0
"307","2016_00-0029612",0,0,3.93700787401575,0
"308","2016_00-0029613",78.125,65.3061224489796,52.0295202952029,0
"309","2016_00-0029615",83.0188679245283,65.4618473895582,69.4117647058823,62.5
"310","2016_00-0029632",0,78.1531531531532,93.429158110883,100
"311","2016_00-0029638",27.2727272727273,55.0161812297735,73.7756714060032,90.8256880733945
"312","2016_00-0029640",57.8947368421053,27.3109243697479,86.7469879518072,100
"313","2016_00-0029661",50,100,98.4496124031008,0
"314","2016_00-0029665",87.5,97.7777777777778,97.2527472527473,0
"315","2016_00-0029668",95.0819672131148,98.6842105263158,97.9522184300341,0
"316","2016_00-0029672",100,95.9349593495935,98.5553772070626,100
"317","2016_00-0029678",100,99.492385786802,100,100
"318","2016_00-0029679",98.1481481481482,99.5327102803738,99.8158379373849,100
"319","2016_00-0029682",100,96.2962962962963,99.7647058823529,100
"320","2016_00-0029683",12.5,27.4336283185841,27.4691358024691,0
"321","2016_00-0029687",100,100,100,0
"322","2016_00-0029689",98.4615384615385,78.0068728522337,51.4814814814815,0
"323","2016_00-0029697",87.5,53.8116591928251,67.7165354330709,18.5185185185185
"324","2016_00-0029699",9.09090909090909,1.66666666666667,1.03092783505155,0
"325","2016_00-0029701",100,100,97.0833333333333,100
"326","2016_00-0029708",9.1743119266055,5.63380281690141,85.5018587360595,100
"327","2016_00-0029709",75.5555555555556,56.4814814814815,60.1092896174863,0
"328","2016_00-0029731",10,18.4210526315789,37.7532228360958,0
"329","2016_00-0029738",93.6170212765958,74.1803278688525,21.7068645640074,0
"330","2016_00-0029740",77.7777777777778,17.4418604651163,0.469483568075117,0
"331","2016_00-0029762",76.4705882352941,77.6744186046512,76.4966740576497,80
"332","2016_00-0029786",100,100,100,100
"333","2016_00-0029793",85.5072463768116,25.5244755244755,1.92616372391653,0
"334","2016_00-0029795",6.66666666666667,8.24175824175824,35.8669833729216,0
"335","2016_00-0029821",50,34.0425531914894,47.7272727272727,40
"336","2016_00-0029848",0,0,12.5,100
"337","2016_00-0029854",0,59.2920353982301,76.4705882352941,70
"338","2016_00-0029878",96.4285714285714,89.4736842105263,10.8658743633277,0
"339","2016_00-0029889",77.7777777777778,64.5833333333333,83.3333333333333,100
"340","2016_00-0029892",47.1428571428571,45.9770114942529,37.6413570274636,22.2222222222222
"341","2016_00-0029893",93.6507936507936,94.0199335548173,94.4237918215613,87.5
"342","2016_00-0029895",62.0689655172414,66.1290322580645,79.8913043478261,50
"343","2016_00-0029931",83.1460674157303,41.1764705882353,1.71526586620926,0
"344","2016_00-0029963",93.5483870967742,89.1891891891892,82.9113924050633,0
"345","2016_00-0029992",100,100,100,100
"346","2016_00-0030011",100,100,100,0
"347","2016_00-0030035",58.3333333333333,38.4259259259259,90.7523510971787,100
"348","2016_00-0030046",98.2758620689655,97.025171624714,95.9798994974874,100
"349","2016_00-0030047",0,2,67.8899082568807,0
"350","2016_00-0030061",100,95.9514170040486,81.3688212927757,75
"351","2016_00-0030065",100,100,100,100
"352","2016_00-0030066",80,99.2307692307692,96.4383561643836,87.5432525951557
"353","2016_00-0030067",78.5714285714286,75.5102040816327,83.8461538461539,70
"354","2016_00-0030068",1.92307692307692,59.6618357487923,86.6666666666667,100
"355","2016_00-0030074",100,96.1904761904762,97.5460122699387,97.5903614457831
"356","2016_00-0030076",100,100,100,100
"357","2016_00-0030083",60,74.7126436781609,100,0
"358","2016_00-0030085",21.4285714285714,59.1240875912409,93.944099378882,81.8181818181818
"359","2016_00-0030089",85.4545454545455,81.0344827586207,29.5049504950495,23.8095238095238
"360","2016_00-0030091",0,18.1818181818182,17.4273858921162,100
"361","2016_00-0030094",86.3636363636364,85.0574712643678,93.2098765432099,0
"362","2016_00-0030096",9.52380952380952,0,3.17460317460317,0
"363","2016_00-0030107",42.8571428571429,50.9803921568627,68.3741648106904,76.4705882352941
"364","2016_00-0030108",100,70.1067615658363,33.8823529411765,0
"365","2016_00-0030113",4.16666666666667,85.6481481481482,31.974921630094,0
"366","2016_00-0030117",7.69230769230769,23.7623762376238,5.99078341013825,0
"367","2016_00-0030126",35.7142857142857,19.6969696969697,31.5315315315315,0
"368","2016_00-0030147",7.27272727272727,48.3193277310924,49.7098646034816,71.4285714285714
"369","2016_00-0030149",15.7894736842105,33.3333333333333,19.2660550458716,0
"370","2016_00-0030155",99.3006993006993,70.1587301587302,11.8446601941748,11.1111111111111
"371","2016_00-0030181",100,96.8847352024922,50,0
"372","2016_00-0030187",0,8.45070422535211,5.18134715025907,0
"373","2016_00-0030207",55,59.8360655737705,71.2230215827338,100
"374","2016_00-0030216",100,86.9565217391304,38.9057750759878,5.26315789473684
"375","2016_00-0030217",55.5555555555556,45.1923076923077,61.2676056338028,42.8571428571429
"376","2016_00-0030273",100,100,93.8650306748466,98.7951807228916
"377","2016_00-0030279",0,43.75,36.9565217391304,0
"378","2016_00-0030280",15.0943396226415,11.965811965812,11.1524163568773,0
"379","2016_00-0030282",35.2941176470588,2.46913580246914,1.10497237569061,0
"380","2016_00-0030287",20.4081632653061,14.3884892086331,12.9659643435981,9.02255639097744
"381","2016_00-0030288",25,21.7391304347826,40.2127659574468,100
"382","2016_00-0030290",0,43.0656934306569,66.4912280701754,0
"383","2016_00-0030300",50,6.2992125984252,37.1323529411765,81.9444444444444
"384","2016_00-0030348",0,20,46.4285714285714,15.3846153846154
"385","2016_00-0030391",0,6.89655172413793,22.5806451612903,0
"386","2016_00-0030404",1.44927536231884,8.28025477707006,61.0958904109589,0
"387","2016_00-0030414",74.5901639344262,67.3913043478261,54.6038543897216,10.5263157894737
"388","2016_00-0030422",100,93.6936936936937,90.2439024390244,55.5555555555556
"389","2016_00-0030431",13.7254901960784,69.4677871148459,84.8214285714286,50
"390","2016_00-0030432",56,56.0386473429952,34.8611111111111,2.83018867924528
"391","2016_00-0030433",52.8301886792453,32.9081632653061,26.890756302521,0
"392","2016_00-0030441",72.2222222222222,90.8256880733945,85.8520900321543,100
"393","2016_00-0030443",96.2121212121212,83.5095137420719,23.5294117647059,12.5
"394","2016_00-0030456",26.9230769230769,41.6,66.9584245076586,100
"395","2016_00-0030460",14.2857142857143,44.4444444444444,55.3398058252427,100
"396","2016_00-0030465",16.2790697674419,11.8226600985222,11.4785992217899,0
"397","2016_00-0030470",100,82.7586206896552,53.9325842696629,0
"398","2016_00-0030472",100,79.6875,68.4410646387833,0
"399","2016_00-0030485",100,81.8181818181818,53.5911602209945,0
"400","2016_00-0030486",93.6170212765958,98,97.1153846153846,100
"401","2016_00-0030496",78.1818181818182,97.2602739726027,89.6013864818024,100
"402","2016_00-0030504",83.3333333333333,83.4782608695652,84.4262295081967,80
