"","yearly_id","cluster"
"2032","2019_00-0034435","Cluster 5"
"2033","2019_00-0034594","Cluster 5"
"2034","2019_00-0035244","Cluster 2"
"2035","2019_00-0027949","Cluster 11"
"2036","2019_00-0031127","Cluster 10"
"2037","2019_00-0032107","Cluster 12"
"2038","2019_00-0032424","Cluster 12"
"2039","2019_00-0032727","Cluster 8"
"2040","2019_00-0033924","Cluster 8"
"2041","2019_00-0033563","Cluster 8"
"2042","2019_00-0035279","Cluster 12"
"2043","2019_00-0029643","Cluster 11"
"2044","2019_00-0030558","Cluster 7"
"2045","2019_00-0031553","Cluster 4"
"2046","2019_00-0032094","Cluster 1"
"2047","2019_00-0032734","Cluster 11"
"2048","2019_00-0033547","Cluster 4"
"2049","2019_00-0033765","Cluster 5"
"2050","2019_00-0034163","Cluster 7"
"2051","2019_00-0034421","Cluster 5"
"2052","2019_00-0031331","Cluster 6"
"2053","2019_00-0031571","Cluster 1"
"2054","2019_00-0032517","Cluster 2"
"2055","2019_00-0032830","Cluster 5"
"2056","2019_00-0033877","Cluster 9"
"2057","2019_00-0033544","Cluster 5"
"2058","2019_00-0033393","Cluster 6"
"2059","2019_00-0034091","Cluster 2"
"2060","2019_00-0035637","Cluster 6"
"2061","2019_00-0035530","Cluster 2"
"2062","2019_00-0035534","Cluster 2"
"2063","2019_00-0027975","Cluster 11"
"2064","2019_00-0028008","Cluster 11"
"2065","2019_00-0030449","Cluster 8"
"2066","2019_00-0031254","Cluster 12"
"2067","2019_00-0032566","Cluster 8"
"2068","2019_00-0033952","Cluster 10"
"2069","2019_00-0033964","Cluster 7"
"2070","2019_00-0034354","Cluster 7"
"2071","2019_00-0034359","Cluster 7"
"2072","2019_00-0034969","Cluster 7"
"2073","2019_00-0033570","Cluster 4"
"2074","2019_00-0034846","Cluster 4"
"2075","2019_00-0034424","Cluster 1"
"2076","2019_00-0035687","Cluster 1"
"2077","2019_00-0034987","Cluster 5"
"2078","2019_00-0027988","Cluster 3"
"2079","2019_00-0030572","Cluster 2"
"2080","2019_00-0029764","Cluster 3"
"2081","2019_00-0030228","Cluster 6"
"2082","2019_00-0032525","Cluster 9"
"2083","2019_00-0032697","Cluster 3"
"2084","2019_00-0034779","Cluster 9"
"2085","2019_00-0034274","Cluster 2"
"2086","2019_00-0034516","Cluster 6"
"2087","2019_00-0035378","Cluster 5"
"2088","2019_00-0026190","Cluster 12"
"2089","2019_00-0027941","Cluster 10"
"2090","2019_00-0030402","Cluster 8"
"2091","2019_00-0029799","Cluster 7"
"2092","2019_00-0029946","Cluster 10"
"2093","2019_00-0031938","Cluster 8"
"2094","2019_00-0033123","Cluster 11"
"2095","2019_00-0033907","Cluster 12"
"2096","2019_00-0034842","Cluster 12"
"2097","2019_00-0035642","Cluster 11"
"2098","2019_00-0035312","Cluster 8"
"2099","2019_00-0029418","Cluster 4"
"2100","2019_00-0031171","Cluster 4"
"2101","2019_00-0031950","Cluster 3"
"2102","2019_00-0032968","Cluster 4"
"2103","2019_00-0033420","Cluster 4"
"2104","2019_00-0033452","Cluster 1"
"2105","2019_00-0034428","Cluster 1"
"2106","2019_00-0035680","Cluster 4"
"2107","2019_00-0029676","Cluster 2"
"2108","2019_00-0030459","Cluster 9"
"2109","2019_00-0031052","Cluster 6"
"2110","2019_00-0030665","Cluster 2"
"2111","2019_00-0033084","Cluster 2"
"2112","2019_00-0032797","Cluster 5"
"2113","2019_00-0034680","Cluster 5"
"2114","2019_00-0034145","Cluster 5"
"2115","2019_00-0034573","Cluster 6"
"2116","2019_00-0035625","Cluster 9"
"2117","2019_00-0035147","Cluster 2"
"2118","2019_00-0035634","Cluster 3"
"2119","2019_00-0030503","Cluster 11"
"2120","2019_00-0030757","Cluster 10"
"2121","2019_00-0032210","Cluster 11"
"2122","2019_00-0031713","Cluster 10"
"2123","2019_00-0033073","Cluster 11"
"2124","2019_00-0032762","Cluster 12"
"2125","2019_00-0033902","Cluster 11"
"2126","2019_00-0033501","Cluster 8"
"2127","2019_00-0034818","Cluster 10"
"2128","2019_00-0034612","Cluster 7"
"2129","2019_00-0035656","Cluster 10"
"2130","2019_00-0022161","Cluster 11"
"2131","2019_00-0031348","Cluster 4"
"2132","2019_00-0032215","Cluster 4"
"2133","2019_00-0033147","Cluster 1"
"2134","2019_00-0033058","Cluster 1"
"2135","2019_00-0034781","Cluster 3"
"2136","2019_00-0034296","Cluster 1"
"2137","2019_00-0025424","Cluster 9"
"2138","2019_00-0030041","Cluster 2"
"2139","2019_00-0031785","Cluster 2"
"2140","2019_00-0033055","Cluster 6"
"2141","2019_00-0032786","Cluster 2"
"2142","2019_00-0032641","Cluster 2"
"2143","2019_00-0033927","Cluster 9"
"2144","2019_00-0034203","Cluster 2"
"2145","2019_00-0035663","Cluster 4"
"2146","2019_00-0035665","Cluster 3"
"2147","2019_00-0035669","Cluster 3"
"2148","2019_00-0035609","Cluster 3"
"2149","2019_00-0029630","Cluster 12"
"2150","2019_00-0031388","Cluster 12"
"2151","2019_00-0032671","Cluster 8"
"2152","2019_00-0033963","Cluster 8"
"2153","2019_00-0034810","Cluster 10"
"2154","2019_00-0035667","Cluster 10"
"2155","2019_00-0027002","Cluster 11"
"2156","2019_00-0032052","Cluster 11"
"2157","2019_00-0032248","Cluster 1"
"2158","2019_00-0032677","Cluster 4"
"2159","2019_00-0033945","Cluster 7"
"2160","2019_00-0034266","Cluster 1"
"2161","2019_00-0034807","Cluster 7"
"2162","2019_00-0034812","Cluster 1"
"2163","2019_00-0035615","Cluster 7"
"2164","2019_00-0035617","Cluster 1"
"2165","2019_00-0029261","Cluster 6"
"2166","2019_00-0031173","Cluster 2"
"2167","2019_00-0031404","Cluster 2"
"2168","2019_00-0033941","Cluster 9"
"2169","2019_00-0033566","Cluster 2"
"2170","2019_00-0033697","Cluster 6"
"2171","2019_00-0034790","Cluster 4"
"2172","2019_00-0034545","Cluster 2"
"2173","2019_00-0035677","Cluster 3"
"2174","2019_00-0035437","Cluster 4"
"2175","2019_00-0025472","Cluster 10"
"2176","2019_00-0029249","Cluster 11"
"2177","2019_00-0030577","Cluster 10"
"2178","2019_00-0030148","Cluster 10"
"2179","2019_00-0032162","Cluster 8"
"2180","2019_00-0033156","Cluster 11"
"2181","2019_00-0033588","Cluster 7"
"2182","2019_00-0034677","Cluster 12"
"2183","2019_00-0035674","Cluster 8"
"2184","2019_00-0035315","Cluster 10"
"2185","2019_00-0023448","Cluster 4"
"2186","2019_00-0032103","Cluster 1"
"2187","2019_00-0032895","Cluster 3"
"2188","2019_00-0034350","Cluster 7"
"2189","2019_00-0034375","Cluster 1"
"2190","2019_00-0035262","Cluster 1"
"2191","2019_00-0035538","Cluster 7"
"2192","2019_00-0032320","Cluster 9"
"2193","2019_00-0031389","Cluster 2"
"2194","2019_00-0031176","Cluster 2"
"2195","2019_00-0032042","Cluster 2"
"2196","2019_00-0032888","Cluster 9"
"2197","2019_00-0032891","Cluster 6"
"2198","2019_00-0034726","Cluster 5"
"2199","2019_00-0035693","Cluster 1"
"2200","2019_00-0035695","Cluster 6"
"2201","2019_00-0034980","Cluster 3"
"2202","2019_00-0035133","Cluster 5"
"2203","2019_00-0028003","Cluster 8"
"2204","2019_00-0030555","Cluster 7"
"2205","2019_00-0030063","Cluster 10"
"2206","2019_00-0030380","Cluster 7"
"2207","2019_00-0030883","Cluster 7"
"2208","2019_00-0031914","Cluster 8"
"2209","2019_00-0033758","Cluster 7"
"2210","2019_00-0034262","Cluster 10"
"2211","2019_00-0034825","Cluster 7"
"2212","2019_00-0034746","Cluster 12"
"2213","2019_00-0035692","Cluster 11"
"2214","2019_00-0034973","Cluster 11"
"2215","2019_00-0029647","Cluster 5"
"2216","2019_00-0029212","Cluster 4"
"2217","2019_00-0028912","Cluster 1"
"2218","2019_00-0029869","Cluster 1"
"2219","2019_00-0033956","Cluster 1"
"2220","2019_00-0033445","Cluster 4"
"2221","2019_00-0035419","Cluster 1"
"2222","2019_00-0026160","Cluster 6"
"2223","2019_00-0027762","Cluster 4"
"2224","2019_00-0031307","Cluster 5"
"2225","2019_00-0031555","Cluster 4"
"2226","2019_00-0031587","Cluster 9"
"2227","2019_00-0033050","Cluster 6"
"2228","2019_00-0032875","Cluster 2"
"2229","2019_00-0033302","Cluster 9"
"2230","2019_00-0033608","Cluster 2"
"2231","2019_00-0033734","Cluster 2"
"2232","2019_00-0034130","Cluster 3"
"2233","2019_00-0034736","Cluster 5"
"2234","2019_00-0035318","Cluster 2"
"2235","2019_00-0035339","Cluster 5"
"2236","2019_00-0035346","Cluster 6"
"2237","2019_00-0035365","Cluster 2"
"2238","2019_00-0035485","Cluster 3"
"2239","2019_00-0030457","Cluster 8"
"2240","2019_00-0030070","Cluster 10"
"2241","2019_00-0032761","Cluster 10"
"2242","2019_00-0033880","Cluster 7"
"2243","2019_00-0033541","Cluster 11"
"2244","2019_00-0033574","Cluster 7"
"2245","2019_00-0033860","Cluster 10"
"2246","2019_00-0034285","Cluster 8"
"2247","2019_00-0035231","Cluster 12"
"2248","2019_00-0035128","Cluster 8"
"2249","2019_00-0035343","Cluster 12"
"2250","2019_00-0030197","Cluster 3"
"2251","2019_00-0034902","Cluster 1"
"2252","2019_00-0033461","Cluster 1"
"2253","2019_00-0033939","Cluster 11"
"2254","2019_00-0033716","Cluster 1"
"2255","2019_00-0034797","Cluster 4"
"2256","2019_00-0034588","Cluster 7"
"2257","2019_00-0034881","Cluster 7"
"2258","2019_00-0035272","Cluster 7"
"2259","2019_00-0027914","Cluster 2"
"2260","2019_00-0029606","Cluster 9"
"2261","2019_00-0030575","Cluster 6"
"2262","2019_00-0031546","Cluster 6"
"2263","2019_00-0031799","Cluster 9"
"2264","2019_00-0032389","Cluster 2"
"2265","2019_00-0032454","Cluster 5"
"2266","2019_00-0034843","Cluster 2"
"2267","2019_00-0034213","Cluster 5"
"2268","2019_00-0035150","Cluster 5"
"2269","2019_00-0035108","Cluster 5"
"2270","2019_00-0035155","Cluster 3"
"2271","2019_00-0027885","Cluster 10"
"2272","2019_00-0027701","Cluster 11"
"2273","2019_00-0031242","Cluster 12"
"2274","2019_00-0031565","Cluster 11"
"2275","2019_00-0032448","Cluster 7"
"2276","2019_00-0033940","Cluster 10"
"2277","2019_00-0033969","Cluster 7"
"2278","2019_00-0034264","Cluster 8"
"2279","2019_00-0034215","Cluster 8"
"2280","2019_00-0034992","Cluster 10"
"2281","2019_00-0031256","Cluster 4"
"2282","2019_00-0031554","Cluster 4"
"2283","2019_00-0032422","Cluster 3"
"2284","2019_00-0033944","Cluster 1"
"2285","2019_00-0033336","Cluster 1"
"2286","2019_00-0034986","Cluster 5"
"2287","2019_00-0027010","Cluster 4"
"2288","2019_00-0027136","Cluster 2"
"2289","2019_00-0027647","Cluster 9"
"2290","2019_00-0029542","Cluster 6"
"2291","2019_00-0029530","Cluster 3"
"2292","2019_00-0030383","Cluster 2"
"2293","2019_00-0031338","Cluster 5"
"2294","2019_00-0032580","Cluster 2"
"2295","2019_00-0034591","Cluster 6"
"2296","2019_00-0035241","Cluster 3"
"2297","2019_00-0028171","Cluster 12"
"2298","2019_00-0030442","Cluster 11"
"2299","2019_00-0032143","Cluster 10"
"2300","2019_00-0033947","Cluster 8"
"2301","2019_00-0033381","Cluster 10"
"2302","2019_00-0035654","Cluster 7"
"2303","2019_00-0035278","Cluster 8"
"2304","2019_00-0029669","Cluster 4"
"2305","2019_00-0030421","Cluster 4"
"2306","2019_00-0031360","Cluster 11"
"2307","2019_00-0033122","Cluster 7"
"2308","2019_00-0032442","Cluster 1"
"2309","2019_00-0034385","Cluster 1"
"2310","2019_00-0027882","Cluster 5"
"2311","2019_00-0029681","Cluster 6"
"2312","2019_00-0029065","Cluster 5"
"2313","2019_00-0030566","Cluster 9"
"2314","2019_00-0032059","Cluster 2"
"2315","2019_00-0032379","Cluster 6"
"2316","2019_00-0032939","Cluster 9"
"2317","2019_00-0033874","Cluster 6"
"2318","2019_00-0033894","Cluster 9"
"2319","2019_00-0033770","Cluster 3"
"2320","2019_00-0034116","Cluster 5"
"2321","2019_00-0035253","Cluster 2"
"2322","2019_00-0035288","Cluster 5"
"2323","2019_00-0027962","Cluster 11"
"2324","2019_00-0032261","Cluster 10"
"2325","2019_00-0032265","Cluster 7"
"2326","2019_00-0032759","Cluster 12"
"2327","2019_00-0032952","Cluster 7"
"2328","2019_00-0033051","Cluster 12"
"2329","2019_00-0032883","Cluster 8"
"2330","2019_00-0033935","Cluster 7"
"2331","2019_00-0034344","Cluster 11"
"2332","2019_00-0034325","Cluster 8"
"2333","2019_00-0035402","Cluster 7"
"2334","2019_00-0035409","Cluster 10"
"2335","2019_00-0028834","Cluster 1"
"2336","2019_00-0029607","Cluster 4"
"2337","2019_00-0030278","Cluster 1"
"2338","2019_00-0030401","Cluster 1"
"2339","2019_00-0030463","Cluster 4"
"2340","2019_00-0032102","Cluster 7"
"2341","2019_00-0033914","Cluster 1"
"2342","2019_00-0024421","Cluster 9"
"2343","2019_00-0028908","Cluster 5"
"2344","2019_00-0032933","Cluster 5"
"2345","2019_00-0033883","Cluster 4"
"2346","2019_00-0034362","Cluster 5"
"2347","2019_00-0034496","Cluster 5"
"2348","2019_00-0034502","Cluster 2"
"2349","2019_00-0034839","Cluster 2"
"2350","2019_00-0035684","Cluster 6"
"2351","2019_00-0034974","Cluster 2"
"2352","2019_00-0035633","Cluster 2"
"2353","2019_00-0031933","Cluster 12"
"2354","2019_00-0033546","Cluster 10"
"2355","2019_00-0034800","Cluster 12"
"2356","2019_00-0034848","Cluster 8"
"2357","2019_00-0035683","Cluster 12"
"2358","2019_00-0035718","Cluster 12"
"2359","2019_00-0035718","Cluster 12"
"2360","2019_00-0029629","Cluster 1"
"2361","2019_00-0030527","Cluster 4"
"2362","2019_00-0031366","Cluster 1"
"2363","2019_00-0031050","Cluster 7"
"2364","2019_00-0032127","Cluster 11"
"2365","2019_00-0031596","Cluster 4"
"2366","2019_00-0034360","Cluster 11"
"2367","2019_00-0035708","Cluster 7"
"2368","2019_00-0035533","Cluster 4"
"2369","2019_00-0035016","Cluster 3"
"2370","2019_00-0035434","Cluster 7"
"2371","2019_00-0029690","Cluster 2"
"2372","2019_00-0030170","Cluster 5"
"2373","2019_00-0031188","Cluster 5"
"2374","2019_00-0031628","Cluster 6"
"2375","2019_00-0032438","Cluster 2"
"2376","2019_00-0032496","Cluster 5"
"2377","2019_00-0032596","Cluster 2"
"2378","2019_00-0033872","Cluster 9"
"2379","2019_00-0033892","Cluster 9"
"2380","2019_00-0033568","Cluster 6"
"2381","2019_00-0033503","Cluster 2"
"2382","2019_00-0035294","Cluster 6"
"2383","2019_00-0035499","Cluster 2"
"2384","2019_00-0026564","Cluster 10"
"2385","2019_00-0032269","Cluster 12"
"2386","2019_00-0033912","Cluster 7"
"2387","2019_00-0034760","Cluster 12"
"2388","2019_00-0034275","Cluster 8"
"2389","2019_00-0035718","Cluster 12"
"2390","2019_00-0035718","Cluster 12"
"2391","2019_00-0035507","Cluster 11"
"2392","2019_00-0027560","Cluster 3"
"2393","2019_00-0030010","Cluster 1"
"2394","2019_00-0031296","Cluster 4"
"2395","2019_00-0031740","Cluster 4"
"2396","2019_00-0032970","Cluster 11"
"2397","2019_00-0032627","Cluster 4"
"2398","2019_00-0033917","Cluster 11"
"2399","2019_00-0033392","Cluster 7"
"2400","2019_00-0034302","Cluster 7"
"2401","2019_00-0035276","Cluster 4"
"2402","2019_00-0034933","Cluster 7"
"2403","2019_00-0026283","Cluster 2"
"2404","2019_00-0026990","Cluster 9"
"2405","2019_00-0028899","Cluster 9"
"2406","2019_00-0032195","Cluster 6"
"2407","2019_00-0032803","Cluster 6"
"2408","2019_00-0032581","Cluster 2"
"2409","2019_00-0033543","Cluster 2"
"2410","2019_00-0033551","Cluster 2"
"2411","2019_00-0033792","Cluster 3"
"2412","2019_00-0034377","Cluster 2"
"2413","2019_00-0034310","Cluster 5"
"2414","2019_00-0034993","Cluster 3"
"2415","2019_00-0027865","Cluster 11"
"2416","2019_00-0029653","Cluster 12"
"2417","2019_00-0029412","Cluster 7"
"2418","2019_00-0029568","Cluster 12"
"2419","2019_00-0031170","Cluster 8"
"2420","2019_00-0032402","Cluster 8"
"2421","2019_00-0033876","Cluster 11"
"2422","2019_00-0033285","Cluster 7"
"2423","2019_00-0034381","Cluster 7"
"2424","2019_00-0034461","Cluster 8"
"2425","2019_00-0035390","Cluster 8"
"2426","2019_00-0035455","Cluster 8"
"2427","2019_00-0029566","Cluster 1"
"2428","2019_00-0029272","Cluster 4"
"2429","2019_00-0032437","Cluster 1"
"2430","2019_00-0033549","Cluster 5"
"2431","2019_00-0033577","Cluster 1"
"2432","2019_00-0034682","Cluster 7"
"2433","2019_00-0035386","Cluster 1"
"2434","2019_00-0027860","Cluster 6"
"2435","2019_00-0030023","Cluster 5"
"2436","2019_00-0032150","Cluster 6"
"2437","2019_00-0033103","Cluster 5"
"2438","2019_00-0033053","Cluster 9"
"2439","2019_00-0032521","Cluster 2"
"2440","2019_00-0033930","Cluster 5"
"2441","2019_00-0034789","Cluster 9"
"2442","2019_00-0034858","Cluster 9"
"2443","2019_00-0034556","Cluster 5"
"2444","2019_00-0027862","Cluster 12"
"2445","2019_00-0027969","Cluster 12"
"2446","2019_00-0031412","Cluster 12"
"2447","2019_00-0031193","Cluster 10"
"2448","2019_00-0033109","Cluster 12"
"2449","2019_00-0035219","Cluster 8"
"2450","2019_00-0029670","Cluster 4"
"2451","2019_00-0030434","Cluster 1"
"2452","2019_00-0030752","Cluster 7"
"2453","2019_00-0032146","Cluster 11"
"2454","2019_00-0031956","Cluster 7"
"2455","2019_00-0032366","Cluster 3"
"2456","2019_00-0033886","Cluster 11"
"2457","2019_00-0034204","Cluster 7"
"2458","2019_00-0034720","Cluster 5"
"2459","2019_00-0035525","Cluster 4"
"2460","2019_00-0035579","Cluster 7"
"2461","2019_00-0029329","Cluster 5"
"2462","2019_00-0030161","Cluster 9"
"2463","2019_00-0031608","Cluster 9"
"2464","2019_00-0031630","Cluster 2"
"2465","2019_00-0033926","Cluster 6"
"2466","2019_00-0033931","Cluster 2"
"2467","2019_00-0033554","Cluster 9"
"2468","2019_00-0034756","Cluster 6"
"2469","2019_00-0035139","Cluster 2"
"2470","2019_00-0035142","Cluster 2"
"2471","2019_00-0027723","Cluster 10"
"2472","2019_00-0030059","Cluster 11"
"2473","2019_00-0031364","Cluster 11"
"2474","2019_00-0032387","Cluster 12"
"2475","2019_00-0032416","Cluster 12"
"2476","2019_00-0033024","Cluster 8"
"2477","2019_00-0034831","Cluster 7"
"2478","2019_00-0034234","Cluster 10"
"2479","2019_00-0035636","Cluster 7"
"2480","2019_00-0035094","Cluster 10"
"2481","2019_00-0028037","Cluster 4"
"2482","2019_00-0029409","Cluster 1"
"2483","2019_00-0029255","Cluster 4"
"2484","2019_00-0034755","Cluster 7"
"2485","2019_00-0035672","Cluster 1"
"2486","2019_00-0035143","Cluster 5"
"2487","2019_00-0028092","Cluster 6"
"2488","2019_00-0031334","Cluster 3"
"2489","2019_00-0031298","Cluster 9"
"2490","2019_00-0031061","Cluster 3"
"2491","2019_00-0031267","Cluster 3"
"2492","2019_00-0031253","Cluster 2"
"2493","2019_00-0032057","Cluster 9"
"2494","2019_00-0033783","Cluster 6"
"2495","2019_00-0034263","Cluster 2"
"2496","2019_00-0034384","Cluster 5"
"2497","2019_00-0034730","Cluster 2"
"2498","2019_00-0034096","Cluster 2"
"2499","2019_00-0030069","Cluster 7"
"2500","2019_00-0031297","Cluster 7"
"2501","2019_00-0032164","Cluster 11"
"2502","2019_00-0032378","Cluster 12"
"2503","2019_00-0033010","Cluster 8"
"2504","2019_00-0032413","Cluster 7"
"2505","2019_00-0032435","Cluster 7"
"2506","2019_00-0033870","Cluster 8"
"2507","2019_00-0033297","Cluster 10"
"2508","2019_00-0034320","Cluster 8"
"2509","2019_00-0034283","Cluster 8"
"2510","2019_00-0035717","Cluster 11"
"2511","2019_00-0035026","Cluster 8"
"2512","2019_00-0032109","Cluster 4"
"2513","2019_00-0031961","Cluster 3"
"2514","2019_00-0033973","Cluster 5"
"2515","2019_00-0034815","Cluster 4"
"2516","2019_00-0034982","Cluster 4"
"2517","2019_00-0035166","Cluster 1"
"2518","2019_00-0027256","Cluster 1"
"2519","2019_00-0032772","Cluster 3"
"2520","2019_00-0032637","Cluster 9"
"2521","2019_00-0034355","Cluster 2"
"2522","2019_00-0034778","Cluster 6"
"2523","2019_00-0034374","Cluster 9"
"2524","2019_00-0035239","Cluster 2"
"2525","2019_00-0035699","Cluster 2"
"2526","2019_00-0035681","Cluster 9"
"2527","2019_00-0035714","Cluster 3"
"2528","2019_00-0027855","Cluster 12"
"2529","2019_00-0030386","Cluster 12"
"2530","2019_00-0031089","Cluster 10"
"2531","2019_00-0031957","Cluster 8"
"2532","2019_00-0033595","Cluster 8"
"2533","2019_00-0034773","Cluster 10"
"2534","2019_00-0027867","Cluster 11"
"2535","2019_00-0028041","Cluster 7"
"2536","2019_00-0029562","Cluster 4"
"2537","2019_00-0030382","Cluster 1"
"2538","2019_00-0031101","Cluster 11"
"2539","2019_00-0033129","Cluster 11"
"2540","2019_00-0035707","Cluster 4"
"2541","2019_00-0035254","Cluster 7"
"2542","2019_00-0035549","Cluster 5"
"2543","2019_00-0027375","Cluster 6"
"2544","2019_00-0030060","Cluster 9"
"2545","2019_00-0030411","Cluster 6"
"2546","2019_00-0031218","Cluster 6"
"2547","2019_00-0031597","Cluster 3"
"2548","2019_00-0033132","Cluster 9"
"2549","2019_00-0032783","Cluster 2"
"2550","2019_00-0033878","Cluster 6"
"2551","2019_00-0034389","Cluster 3"
"2552","2019_00-0034662","Cluster 3"
"2553","2019_00-0035632","Cluster 5"
"2554","2019_00-0035573","Cluster 2"
"2555","2019_00-0028015","Cluster 12"
"2556","2019_00-0031054","Cluster 10"
"2557","2019_00-0032763","Cluster 8"
"2558","2019_00-0033590","Cluster 8"
"2559","2019_00-0034657","Cluster 8"
"2560","2019_00-0035643","Cluster 12"
"2561","2019_00-0035519","Cluster 8"
"2562","2019_00-0023368","Cluster 7"
"2563","2019_00-0025828","Cluster 1"
"2564","2019_00-0029794","Cluster 3"
"2565","2019_00-0032386","Cluster 7"
"2566","2019_00-0032633","Cluster 7"
"2567","2019_00-0033954","Cluster 4"
"2568","2019_00-0034743","Cluster 4"
"2569","2019_00-0034828","Cluster 11"
"2570","2019_00-0034659","Cluster 7"
"2571","2019_00-0035292","Cluster 5"
"2572","2019_00-0035521","Cluster 7"
"2573","2019_00-0026156","Cluster 3"
"2574","2019_00-0029529","Cluster 2"
"2575","2019_00-0029285","Cluster 6"
"2576","2019_00-0030523","Cluster 2"
"2577","2019_00-0031259","Cluster 2"
"2578","2019_00-0030908","Cluster 9"
"2579","2019_00-0032262","Cluster 9"
"2580","2019_00-0031844","Cluster 5"
"2581","2019_00-0032007","Cluster 6"
"2582","2019_00-0033918","Cluster 6"
"2583","2019_00-0033527","Cluster 9"
"2584","2019_00-0033415","Cluster 5"
"2585","2019_00-0033435","Cluster 5"
"2586","2019_00-0034334","Cluster 2"
"2587","2019_00-0034276","Cluster 3"
"2588","2019_00-0034337","Cluster 3"
"2589","2019_00-0034071","Cluster 3"
"2590","2019_00-0034465","Cluster 5"
"2591","2019_00-0035307","Cluster 2"
"2592","2019_00-0032781","Cluster 12"
"2593","2019_00-0033523","Cluster 12"
"2594","2019_00-0033962","Cluster 8"
"2595","2019_00-0033976","Cluster 8"
"2596","2019_00-0034333","Cluster 10"
"2597","2019_00-0034397","Cluster 8"
"2598","2019_00-0027954","Cluster 11"
"2599","2019_00-0030064","Cluster 4"
"2600","2019_00-0031556","Cluster 7"
"2601","2019_00-0032751","Cluster 7"
"2602","2019_00-0032851","Cluster 7"
"2603","2019_00-0033525","Cluster 7"
"2604","2019_00-0033234","Cluster 7"
"2605","2019_00-0034336","Cluster 1"
"2606","2019_00-0035647","Cluster 11"
"2607","2019_00-0035286","Cluster 4"
"2608","2020_00-0024239","Cluster 2"
"2609","2020_00-0027943","Cluster 6"
"2610","2020_00-0029560","Cluster 6"
"2611","2020_00-0029747","Cluster 2"
"2612","2020_00-0032560","Cluster 5"
"2613","2020_00-0032848","Cluster 5"
"2614","2020_00-0033890","Cluster 9"
"2615","2020_00-0035236","Cluster 6"
"2616","2020_00-0035532","Cluster 1"
"2617","2020_00-0035705","Cluster 9"
"2618","2020_00-0036043","Cluster 2"
"2619","2020_00-0024338","Cluster 10"
"2620","2020_00-0027686","Cluster 10"
"2621","2020_00-0030515","Cluster 8"
"2622","2020_00-0030883","Cluster 8"
"2623","2020_00-0031557","Cluster 8"
"2624","2020_00-0032107","Cluster 12"
"2625","2020_00-0035248","Cluster 12"
"2626","2020_00-0035541","Cluster 8"
"2627","2020_00-0036371","Cluster 8"
"2628","2020_00-0036373","Cluster 10"
"2629","2020_00-0029585","Cluster 11"
"2630","2020_00-0031241","Cluster 7"
"2631","2020_00-0032127","Cluster 11"
"2632","2020_00-0032129","Cluster 4"
"2633","2020_00-0032401","Cluster 4"
"2634","2020_00-0033875","Cluster 11"
"2635","2020_00-0033580","Cluster 3"
"2636","2020_00-0034404","Cluster 7"
"2637","2020_00-0034473","Cluster 7"
"2638","2020_00-0034490","Cluster 5"
"2639","2020_00-0036356","Cluster 1"
"2640","2020_00-0030541","Cluster 5"
"2641","2020_00-0031380","Cluster 6"
"2642","2020_00-0031181","Cluster 9"
"2643","2020_00-0032382","Cluster 9"
"2644","2020_00-0032592","Cluster 5"
"2645","2020_00-0033512","Cluster 9"
"2646","2020_00-0034357","Cluster 6"
"2647","2020_00-0035255","Cluster 6"
"2648","2020_00-0036285","Cluster 6"
"2649","2020_00-0036302","Cluster 5"
"2650","2020_00-0035783","Cluster 3"
"2651","2020_00-0028024","Cluster 8"
"2652","2020_00-0030387","Cluster 11"
"2653","2020_00-0032052","Cluster 11"
"2654","2020_00-0031583","Cluster 12"
"2655","2020_00-0031947","Cluster 10"
"2656","2020_00-0033880","Cluster 7"
"2657","2020_00-0034363","Cluster 8"
"2658","2020_00-0034154","Cluster 7"
"2659","2020_00-0035265","Cluster 12"
"2660","2020_00-0036291","Cluster 8"
"2661","2020_00-0029955","Cluster 5"
"2662","2020_00-0031624","Cluster 7"
"2663","2020_00-0032388","Cluster 4"
"2664","2020_00-0034413","Cluster 4"
"2665","2020_00-0036300","Cluster 1"
"2666","2020_00-0024061","Cluster 2"
"2667","2020_00-0027539","Cluster 5"
"2668","2020_00-0027965","Cluster 2"
"2669","2020_00-0031331","Cluster 6"
"2670","2020_00-0032165","Cluster 6"
"2671","2020_00-0031559","Cluster 5"
"2672","2020_00-0032770","Cluster 5"
"2673","2020_00-0032454","Cluster 2"
"2674","2020_00-0033281","Cluster 6"
"2675","2020_00-0033294","Cluster 9"
"2676","2020_00-0034265","Cluster 2"
"2677","2020_00-0034388","Cluster 3"
"2678","2020_00-0034277","Cluster 9"
"2679","2020_00-0036124","Cluster 3"
"2680","2020_00-0026190","Cluster 12"
"2681","2020_00-0029586","Cluster 12"
"2682","2020_00-0030511","Cluster 10"
"2683","2020_00-0031346","Cluster 10"
"2684","2020_00-0033046","Cluster 7"
"2685","2020_00-0033123","Cluster 11"
"2686","2020_00-0036130","Cluster 8"
"2687","2020_00-0036081","Cluster 8"
"2688","2020_00-0028103","Cluster 7"
"2689","2020_00-0028932","Cluster 1"
"2690","2020_00-0032415","Cluster 11"
"2691","2020_00-0033283","Cluster 11"
"2692","2020_00-0034787","Cluster 1"
"2693","2020_00-0035651","Cluster 7"
"2694","2020_00-0036323","Cluster 4"
"2695","2020_00-0036280","Cluster 1"
"2696","2020_00-0036157","Cluster 3"
"2697","2020_00-0029285","Cluster 2"
