"","gsis_id","offense_personnel","snap_count","team_snaps","snap_personnel_usage"
"4556","00-0034994","1 RB, 3 TE, 1 WR",9,9,100
"4557","00-0034994","2 RB, 0 TE, 3 WR",35,35,100
"4558","00-0034994","2 RB, 1 TE, 2 WR",201,201,100
"4559","00-0034994","2 RB, 2 TE, 1 WR",76,76,100
"4560","00-0034994","2 RB, 3 TE, 0 WR",1,1,100
"4561","00-0034994","3 RB, 0 TE, 2 WR",1,1,100
"4562","00-0034994","3 RB, 1 TE, 1 WR",2,2,100
"4563","00-0035003","1 RB, 1 TE, 3 WR",1,58,1.72413793103448
"4564","00-0035003","2 RB, 1 TE, 2 WR",0,2,0
"4565","00-0035021","1 RB, 0 TE, 4 WR",5,11,45.4545454545455
"4566","00-0035021","1 RB, 1 TE, 3 WR",188,709,26.5162200282087
"4567","00-0035021","1 RB, 2 TE, 2 WR",47,236,19.9152542372881
"4568","00-0035021","1 RB, 3 TE, 0 WR,1 LB",0,1,0
"4569","00-0035021","1 RB, 3 TE, 1 WR",54,58,93.1034482758621
"4570","00-0035021","2 RB, 0 TE, 3 WR",1,1,100
"4571","00-0035021","2 RB, 1 TE, 2 WR",9,76,11.8421052631579
"4572","00-0035021","2 RB, 2 TE, 1 WR",5,5,100
"4573","00-0035022","0 RB, 1 TE, 4 WR",0,1,0
"4574","00-0035022","0 RB, 2 TE, 3 WR",1,1,100
"4575","00-0035022","1 RB, 1 TE, 2 WR,1 LB",1,6,16.6666666666667
"4576","00-0035022","1 RB, 1 TE, 3 WR",100,615,16.260162601626
"4577","00-0035022","1 RB, 2 TE, 1 WR,1 LB",2,6,33.3333333333333
"4578","00-0035022","1 RB, 2 TE, 2 WR",29,278,10.431654676259
"4579","00-0035022","1 RB, 3 TE, 0 WR,1 LB",0,5,0
"4580","00-0035022","1 RB, 3 TE, 1 WR",10,41,24.390243902439
"4581","00-0035022","2 RB, 1 TE, 2 WR",2,7,28.5714285714286
"4582","00-0035040","1 RB, 1 TE, 3 WR",2,44,4.54545454545455
"4583","00-0035040","1 RB, 2 TE, 2 WR",0,2,0
"4584","00-0035040","2 RB, 0 TE, 3 WR",2,2,100
"4585","00-0035040","2 RB, 1 TE, 2 WR",0,12,0
"4586","00-0035040","2 RB, 2 TE, 1 WR",0,1,0
"4587","00-0035045","0 RB, 1 TE, 4 WR",2,2,100
"4588","00-0035045","1 RB, 0 TE, 4 WR",12,21,57.1428571428571
"4589","00-0035045","1 RB, 1 TE, 3 WR",35,106,33.0188679245283
"4590","00-0035045","1 RB, 2 TE, 2 WR",0,11,0
"4591","00-0035045","2 RB, 0 TE, 3 WR",1,4,25
"4592","00-0035045","2 RB, 1 TE, 2 WR",0,16,0
"4593","00-0035045","2 RB, 2 TE, 1 WR",0,4,0
"4594","00-0035045","3 RB, 2 TE, 0 WR",0,1,0
"4595","00-0035061","1 RB, 0 TE, 4 WR",1,1,100
"4596","00-0035061","1 RB, 1 TE, 3 WR",31,42,73.8095238095238
"4597","00-0035061","1 RB, 2 TE, 2 WR",10,19,52.6315789473684
"4598","00-0035061","1 RB, 3 TE, 1 WR",2,3,66.6666666666667
"4599","00-0035061","2 RB, 0 TE, 3 WR",0,1,0
"4600","00-0035062","0 RB, 2 TE, 3 WR",2,2,100
"4601","00-0035062","0 RB, 3 TE, 2 WR",2,2,100
"4602","00-0035062","0 RB, 4 TE, 1 WR",1,1,100
"4603","00-0035062","1 RB, 0 TE, 4 WR",6,6,100
"4604","00-0035062","1 RB, 1 TE, 3 WR",658,658,100
"4605","00-0035062","1 RB, 2 TE, 2 WR",223,223,100
"4606","00-0035062","1 RB, 3 TE, 1 WR",66,66,100
"4607","00-0035062","1 RB, 4 TE, 0 WR",1,1,100
"4608","00-0035062","2 RB, 0 TE, 3 WR",5,5,100
"4609","00-0035062","2 RB, 1 TE, 2 WR",14,14,100
"4610","00-0035062","2 RB, 2 TE, 1 WR",1,1,100
"4611","00-0035062","3 RB, 1 TE, 1 WR",4,4,100
"4612","00-0035067","0 RB, 1 TE, 4 WR",0,1,0
"4613","00-0035067","1 RB, 1 TE, 3 WR",0,56,0
"4614","00-0035067","1 RB, 2 TE, 2 WR",0,7,0
"4615","00-0035067","2 RB, 2 TE, 1 WR",3,3,100
"4616","00-0035084","1 RB, 0 TE, 4 WR",17,23,73.9130434782609
"4617","00-0035084","1 RB, 1 TE, 3 WR",367,422,86.9668246445498
"4618","00-0035084","1 RB, 2 TE, 2 WR",177,196,90.3061224489796
"4619","00-0035084","1 RB, 3 TE, 1 WR",19,20,95
"4620","00-0035084","2 RB, 0 TE, 3 WR",5,5,100
"4621","00-0035084","2 RB, 1 TE, 2 WR",9,9,100
"4622","00-0035099","0 RB, 1 TE, 4 WR",0,1,0
"4623","00-0035099","0 RB, 2 TE, 3 WR",0,4,0
"4624","00-0035099","1 RB, 0 TE, 4 WR",0,1,0
"4625","00-0035099","1 RB, 1 TE, 3 WR",12,426,2.8169014084507
"4626","00-0035099","1 RB, 2 TE, 2 WR",4,146,2.73972602739726
"4627","00-0035099","1 RB, 3 TE, 1 WR",1,70,1.42857142857143
"4628","00-0035099","2 RB, 1 TE, 2 WR",50,57,87.719298245614
"4629","00-0035099","2 RB, 2 TE, 1 WR",14,14,100
"4630","00-0035101","0 RB, 2 TE, 3 WR",0,2,0
"4631","00-0035101","1 RB, 1 TE, 3 WR",20,89,22.4719101123595
"4632","00-0035101","1 RB, 2 TE, 2 WR",1,29,3.44827586206897
"4633","00-0035101","1 RB, 3 TE, 1 WR",0,10,0
"4634","00-0035101","2 RB, 0 TE, 3 WR",0,1,0
"4635","00-0035101","2 RB, 1 TE, 2 WR",0,2,0
"4636","00-0035112","0 RB, 1 TE, 4 WR",21,24,87.5
"4637","00-0035112","0 RB, 2 TE, 3 WR",3,4,75
"4638","00-0035112","1 RB, 1 TE, 3 WR",299,344,86.9186046511628
"4639","00-0035112","1 RB, 2 TE, 2 WR",53,63,84.1269841269841
"4640","00-0035112","1 RB, 3 TE, 1 WR",23,24,95.8333333333333
"4641","00-0035112","2 RB, 0 TE, 3 WR",56,64,87.5
"4642","00-0035112","2 RB, 1 TE, 2 WR",175,200,87.5
"4643","00-0035112","2 RB, 2 TE, 1 WR",113,120,94.1666666666667
"4644","00-0035112","2 RB, 3 TE, 0 WR",6,6,100
"4645","00-0035112","3 RB, 0 TE, 2 WR",1,1,100
"4646","00-0035117","1 RB, 1 TE, 3 WR",2,44,4.54545454545455
"4647","00-0035117","1 RB, 2 TE, 2 WR",3,23,13.0434782608696
"4648","00-0035117","1 RB, 3 TE, 1 WR",0,6,0
"4649","00-0035117","2 RB, 1 TE, 2 WR",0,2,0
"4650","00-0035117","2 RB, 2 TE, 1 WR",0,2,0
"4651","00-0035117","2 RB, 3 TE, 0 WR",0,1,0
"4652","00-0035125","0 RB, 1 TE, 4 WR",0,1,0
"4653","00-0035125","0 RB, 2 TE, 3 WR",0,1,0
"4654","00-0035125","1 RB, 1 TE, 3 WR",0,330,0
"4655","00-0035125","1 RB, 2 TE, 2 WR",0,111,0
"4656","00-0035125","1 RB, 3 TE, 1 WR",0,29,0
"4657","00-0035125","2 RB, 1 TE, 2 WR",79,83,95.1807228915663
"4658","00-0035125","2 RB, 2 TE, 1 WR",50,50,100
"4659","00-0035125","2 RB, 3 TE, 0 WR",7,7,100
"4660","00-0035126","0 RB, 0 TE, 5 WR",1,1,100
"4661","00-0035126","0 RB, 1 TE, 4 WR",3,7,42.8571428571429
"4662","00-0035126","0 RB, 2 TE, 3 WR",1,2,50
"4663","00-0035126","1 RB, 0 TE, 4 WR",34,134,25.3731343283582
"4664","00-0035126","1 RB, 1 TE, 3 WR",320,597,53.6013400335008
"4665","00-0035126","1 RB, 2 TE, 2 WR",57,218,26.1467889908257
"4666","00-0035126","1 RB, 3 TE, 1 WR",9,27,33.3333333333333
"4667","00-0035126","2 RB, 0 TE, 3 WR",3,18,16.6666666666667
"4668","00-0035126","2 RB, 1 TE, 2 WR",5,19,26.3157894736842
"4669","00-0035126","2 RB, 2 TE, 1 WR",3,12,25
"4670","00-0035127","0 RB, 1 TE, 4 WR",1,1,100
"4671","00-0035127","0 RB, 2 TE, 3 WR",1,1,100
"4672","00-0035127","1 RB, 0 TE, 4 WR",1,1,100
"4673","00-0035127","1 RB, 1 TE, 3 WR",756,756,100
"4674","00-0035127","1 RB, 2 TE, 2 WR",224,224,100
"4675","00-0035127","1 RB, 3 TE, 1 WR",48,48,100
"4676","00-0035127","2 RB, 0 TE, 3 WR",8,8,100
"4677","00-0035127","2 RB, 1 TE, 2 WR",98,98,100
"4678","00-0035127","2 RB, 2 TE, 1 WR",70,70,100
"4679","00-0035127","2 RB, 3 TE, 0 WR",8,8,100
"4680","00-0035140","0 RB, 2 TE, 3 WR",1,1,100
"4681","00-0035140","1 RB, 0 TE, 4 WR",4,4,100
"4682","00-0035140","1 RB, 1 TE, 3 WR",584,963,60.6438213914849
"4683","00-0035140","1 RB, 2 TE, 2 WR",119,274,43.4306569343066
"4684","00-0035140","1 RB, 3 TE, 1 WR",7,72,9.72222222222222
"4685","00-0035140","2 RB, 1 TE, 2 WR",15,60,25
"4686","00-0035140","2 RB, 2 TE, 1 WR",0,33,0
"4687","00-0035140","2 RB, 3 TE, 0 WR",0,1,0
"4688","00-0035141","0 RB, 1 TE, 4 WR",0,1,0
"4689","00-0035141","1 RB, 1 TE, 2 WR,1 LB",2,2,100
"4690","00-0035141","1 RB, 1 TE, 3 WR",72,109,66.0550458715596
"4691","00-0035141","1 RB, 2 TE, 1 WR,1 LB",5,5,100
"4692","00-0035141","1 RB, 2 TE, 2 WR",54,66,81.8181818181818
"4693","00-0035141","1 RB, 3 TE, 0 WR,1 LB",0,1,0
"4694","00-0035141","1 RB, 3 TE, 1 WR",4,8,50
"4695","00-0035149","1 RB, 1 TE, 3 WR",32,180,17.7777777777778
"4696","00-0035149","1 RB, 2 TE, 2 WR",15,50,30
"4697","00-0035149","1 RB, 3 TE, 1 WR",2,15,13.3333333333333
"4698","00-0035149","2 RB, 1 TE, 2 WR",8,18,44.4444444444444
"4699","00-0035149","2 RB, 2 TE, 1 WR",7,9,77.7777777777778
"4700","00-0035164","1 RB, 1 TE, 2 WR,1 LB",0,1,0
"4701","00-0035164","1 RB, 1 TE, 3 WR",2,65,3.07692307692308
"4702","00-0035164","1 RB, 2 TE, 2 WR",0,45,0
"4703","00-0035164","1 RB, 3 TE, 1 WR",2,5,40
"4704","00-0035164","2 RB, 1 TE, 2 WR",0,1,0
"4705","00-0035184","0 RB, 1 TE, 4 WR",0,5,0
"4706","00-0035184","0 RB, 2 TE, 3 WR",0,2,0
"4707","00-0035184","0 RB, 3 TE, 2 WR",0,1,0
"4708","00-0035184","1 RB, 0 TE, 4 WR",0,1,0
"4709","00-0035184","1 RB, 1 TE, 3 WR",2,55,3.63636363636364
"4710","00-0035184","1 RB, 2 TE, 2 WR",3,13,23.0769230769231
"4711","00-0035184","1 RB, 3 TE, 1 WR",3,7,42.8571428571429
"4712","00-0035184","2 RB, 0 TE, 3 WR",1,1,100
"4713","00-0035184","2 RB, 1 TE, 2 WR",1,7,14.2857142857143
"4714","00-0035184","2 RB, 2 TE, 1 WR",0,13,0
"4715","00-0035187","0 RB, 1 TE, 4 WR",0,4,0
"4716","00-0035187","1 RB, 0 TE, 4 WR",4,17,23.5294117647059
"4717","00-0035187","1 RB, 1 TE, 3 WR",16,95,16.8421052631579
"4718","00-0035187","1 RB, 2 TE, 2 WR",10,21,47.6190476190476
"4719","00-0035187","2 RB, 0 TE, 3 WR",3,7,42.8571428571429
"4720","00-0035187","2 RB, 1 TE, 2 WR",12,27,44.4444444444444
"4721","00-0035187","2 RB, 2 TE, 1 WR",0,2,0
"4722","00-0035208","0 RB, 1 TE, 4 WR",1,1,100
"4723","00-0035208","0 RB, 2 TE, 3 WR",4,5,80
"4724","00-0035208","1 RB, 1 TE, 3 WR",290,313,92.6517571884984
"4725","00-0035208","1 RB, 2 TE, 2 WR",102,242,42.1487603305785
"4726","00-0035208","1 RB, 3 TE, 1 WR",32,76,42.1052631578947
"4727","00-0035208","2 RB, 0 TE, 3 WR",1,1,100
"4728","00-0035208","2 RB, 1 TE, 2 WR",74,208,35.5769230769231
"4729","00-0035208","2 RB, 2 TE, 1 WR",70,132,53.030303030303
"4730","00-0035208","2 RB, 3 TE, 0 WR",0,11,0
"4731","00-0035215","0 RB, 1 TE, 3 WR",0,1,0
"4732","00-0035215","0 RB, 1 TE, 4 WR",40,64,62.5
"4733","00-0035215","0 RB, 2 TE, 3 WR",3,5,60
"4734","00-0035215","0 RB, 3 TE, 2 WR",0,1,0
"4735","00-0035215","1 RB, 0 TE, 4 WR",9,11,81.8181818181818
"4736","00-0035215","1 RB, 1 TE, 3 WR",158,301,52.4916943521595
"4737","00-0035215","1 RB, 2 TE, 2 WR",12,86,13.953488372093
"4738","00-0035215","1 RB, 3 TE, 1 WR",1,16,6.25
"4739","00-0035215","2 RB, 0 TE, 3 WR",12,16,75
"4740","00-0035215","2 RB, 1 TE, 2 WR",11,59,18.6440677966102
"4741","00-0035215","2 RB, 2 TE, 1 WR",1,28,3.57142857142857
"4742","00-0035215","3 RB, 0 TE, 2 WR",3,3,100
"4743","00-0035215","3 RB, 1 TE, 1 WR",0,1,0
"4744","00-0035216","1 RB, 0 TE, 4 WR",6,6,100
"4745","00-0035216","1 RB, 1 TE, 3 WR",801,827,96.8561064087062
"4746","00-0035216","1 RB, 2 TE, 2 WR",166,201,82.5870646766169
"4747","00-0035216","1 RB, 3 TE, 1 WR",6,14,42.8571428571429
"4748","00-0035216","2 RB, 0 TE, 3 WR",3,10,30
"4749","00-0035216","2 RB, 1 TE, 2 WR",22,23,95.6521739130435
"4750","00-0035216","2 RB, 2 TE, 1 WR",8,33,24.2424242424242
"4751","00-0035216","2 RB, 3 TE, 0 WR",0,4,0
"4752","00-0035217","1 RB, 0 TE, 4 WR",0,6,0
"4753","00-0035217","1 RB, 1 TE, 3 WR",102,802,12.7182044887781
"4754","00-0035217","1 RB, 2 TE, 2 WR",15,177,8.47457627118644
"4755","00-0035217","1 RB, 3 TE, 1 WR",2,17,11.7647058823529
"4756","00-0035217","2 RB, 0 TE, 3 WR",1,13,7.69230769230769
"4757","00-0035217","2 RB, 1 TE, 2 WR",3,24,12.5
"4758","00-0035217","2 RB, 2 TE, 1 WR",5,30,16.6666666666667
"4759","00-0035217","2 RB, 3 TE, 0 WR",0,2,0
"4760","00-0035218","1 RB, 0 TE, 4 WR",0,1,0
"4761","00-0035218","1 RB, 1 TE, 3 WR",0,339,0
"4762","00-0035218","1 RB, 2 TE, 2 WR",0,77,0
"4763","00-0035218","1 RB, 3 TE, 1 WR",0,14,0
"4764","00-0035218","2 RB, 0 TE, 3 WR",5,8,62.5
"4765","00-0035218","2 RB, 1 TE, 2 WR",13,15,86.6666666666667
"4766","00-0035218","2 RB, 2 TE, 1 WR",20,20,100
"4767","00-0035218","2 RB, 3 TE, 0 WR",1,1,100
"4768","00-0035222","1 RB, 0 TE, 4 WR",0,6,0
"4769","00-0035222","1 RB, 1 TE, 3 WR",249,896,27.7901785714286
"4770","00-0035222","1 RB, 2 TE, 2 WR",150,209,71.7703349282297
"4771","00-0035222","1 RB, 3 TE, 1 WR",17,17,100
"4772","00-0035222","2 RB, 0 TE, 3 WR",0,14,0
"4773","00-0035222","2 RB, 1 TE, 2 WR",22,25,88
"4774","00-0035222","2 RB, 2 TE, 1 WR",34,34,100
"4775","00-0035222","2 RB, 3 TE, 0 WR",4,4,100
"4776","00-0035228","0 RB, 0 TE, 5 WR",1,1,100
"4777","00-0035228","0 RB, 1 TE, 4 WR",7,7,100
"4778","00-0035228","0 RB, 2 TE, 3 WR",2,2,100
"4779","00-0035228","1 RB, 0 TE, 4 WR",150,154,97.4025974025974
"4780","00-0035228","1 RB, 1 TE, 3 WR",509,516,98.6434108527132
"4781","00-0035228","1 RB, 2 TE, 2 WR",200,207,96.6183574879227
"4782","00-0035228","1 RB, 3 TE, 1 WR",33,33,100
"4783","00-0035228","2 RB, 0 TE, 3 WR",16,16,100
"4784","00-0035228","2 RB, 1 TE, 2 WR",20,20,100
"4785","00-0035228","2 RB, 2 TE, 1 WR",11,11,100
"4786","00-0035229","0 RB, 1 TE, 4 WR",6,6,100
"4787","00-0035229","1 RB, 1 TE, 3 WR",464,513,90.448343079922
"4788","00-0035229","1 RB, 2 TE, 2 WR",95,104,91.3461538461538
"4789","00-0035229","1 RB, 3 TE, 1 WR",8,8,100
"4790","00-0035229","2 RB, 0 TE, 3 WR",0,11,0
"4791","00-0035229","2 RB, 1 TE, 2 WR",43,95,45.2631578947368
"4792","00-0035229","2 RB, 2 TE, 1 WR",22,22,100
"4793","00-0035229","3 RB, 0 TE, 2 WR",0,1,0
"4794","00-0035233","0 RB, 1 TE, 4 WR",2,3,66.6666666666667
"4795","00-0035233","0 RB, 2 TE, 3 WR",5,5,100
"4796","00-0035233","1 RB, 1 TE, 3 WR",240,324,74.0740740740741
"4797","00-0035233","1 RB, 2 TE, 2 WR",76,99,76.7676767676768
"4798","00-0035233","1 RB, 3 TE, 1 WR",10,24,41.6666666666667
"4799","00-0035233","2 RB, 1 TE, 2 WR",7,8,87.5
"4800","00-0035234","0 RB, 2 TE, 3 WR",2,2,100
"4801","00-0035234","1 RB, 0 TE, 4 WR",1,1,100
"4802","00-0035234","1 RB, 1 TE, 3 WR",520,522,99.6168582375479
"4803","00-0035234","1 RB, 2 TE, 2 WR",233,235,99.1489361702128
"4804","00-0035234","1 RB, 3 TE, 1 WR",54,54,100
"4805","00-0035234","2 RB, 0 TE, 3 WR",14,14,100
"4806","00-0035234","2 RB, 1 TE, 2 WR",34,34,100
"4807","00-0035234","2 RB, 2 TE, 1 WR",2,2,100
"4808","00-0035235","0 RB, 1 TE, 4 WR",1,1,100
"4809","00-0035235","0 RB, 2 TE, 3 WR",5,5,100
"4810","00-0035235","1 RB, 1 TE, 3 WR",299,300,99.6666666666667
"4811","00-0035235","1 RB, 2 TE, 2 WR",233,233,100
"4812","00-0035235","1 RB, 3 TE, 1 WR",70,70,100
"4813","00-0035235","2 RB, 0 TE, 3 WR",1,1,100
"4814","00-0035235","2 RB, 1 TE, 2 WR",191,192,99.4791666666667
"4815","00-0035235","2 RB, 2 TE, 1 WR",119,119,100
"4816","00-0035235","2 RB, 3 TE, 0 WR",7,7,100
"4817","00-0035237","0 RB, 0 TE, 5 WR",1,1,100
"4818","00-0035237","0 RB, 1 TE, 4 WR",35,35,100
"4819","00-0035237","0 RB, 2 TE, 3 WR",1,1,100
"4820","00-0035237","1 RB, 0 TE, 4 WR",16,16,100
"4821","00-0035237","1 RB, 1 TE, 3 WR",697,697,100
"4822","00-0035237","1 RB, 2 TE, 2 WR",245,245,100
"4823","00-0035237","1 RB, 3 TE, 1 WR",31,31,100
"4824","00-0035237","1 RB, 4 TE, 0 WR",1,1,100
"4825","00-0035238","0 RB, 0 TE, 5 WR",10,10,100
"4826","00-0035238","0 RB, 1 TE, 4 WR",3,3,100
"4827","00-0035238","1 RB, 0 TE, 4 WR",51,59,86.4406779661017
"4828","00-0035238","1 RB, 1 TE, 3 WR",277,399,69.4235588972431
"4829","00-0035238","1 RB, 2 TE, 2 WR",27,55,49.0909090909091
"4830","00-0035238","2 RB, 0 TE, 3 WR",0,2,0
"4831","00-0035238","2 RB, 1 TE, 2 WR",35,58,60.3448275862069
"4832","00-0035238","2 RB, 2 TE, 1 WR",0,3,0
"4833","00-0035242","0 RB, 1 TE, 4 WR",68,68,100
"4834","00-0035242","0 RB, 2 TE, 3 WR",7,7,100
"4835","00-0035242","0 RB, 3 TE, 2 WR",2,2,100
"4836","00-0035242","1 RB, 0 TE, 4 WR",6,6,100
"4837","00-0035242","1 RB, 1 TE, 3 WR",283,292,96.9178082191781
"4838","00-0035242","1 RB, 2 TE, 2 WR",66,72,91.6666666666667
"4839","00-0035242","1 RB, 3 TE, 1 WR",28,28,100
"4840","00-0035242","2 RB, 0 TE, 3 WR",7,12,58.3333333333333
"4841","00-0035242","2 RB, 0 TE, 4 WR",1,1,100
"4842","00-0035242","2 RB, 1 TE, 2 WR",44,53,83.0188679245283
"4843","00-0035242","2 RB, 1 TE, 3 WR",1,1,100
"4844","00-0035242","2 RB, 2 TE, 1 WR",24,25,96
"4845","00-0035242","3 RB, 1 TE, 1 WR",0,1,0
"4846","00-0035243","0 RB, 1 TE, 4 WR",0,2,0
"4847","00-0035243","0 RB, 2 TE, 3 WR",0,2,0
"4848","00-0035243","1 RB, 0 TE, 4 WR",0,1,0
"4849","00-0035243","1 RB, 1 TE, 3 WR",276,590,46.7796610169492
"4850","00-0035243","1 RB, 2 TE, 2 WR",132,210,62.8571428571429
"4851","00-0035243","1 RB, 3 TE, 1 WR",32,56,57.1428571428571
"4852","00-0035243","2 RB, 1 TE, 2 WR",12,14,85.7142857142857
"4853","00-0035245","0 RB, 2 TE, 3 WR",1,1,100
"4854","00-0035245","1 RB, 0 TE, 4 WR",0,1,0
"4855","00-0035245","1 RB, 1 TE, 3 WR",347,416,83.4134615384615
"4856","00-0035245","1 RB, 2 TE, 2 WR",165,214,77.1028037383178
"4857","00-0035245","1 RB, 3 TE, 1 WR",49,49,100
"4858","00-0035245","2 RB, 0 TE, 3 WR",12,13,92.3076923076923
"4859","00-0035245","2 RB, 1 TE, 2 WR",33,33,100
"4860","00-0035245","2 RB, 2 TE, 1 WR",2,2,100
"4861","00-0035246","0 RB, 1 TE, 4 WR",3,3,100
"4862","00-0035246","0 RB, 2 TE, 3 WR",3,5,60
"4863","00-0035246","1 RB, 1 TE, 3 WR",92,695,13.2374100719424
"4864","00-0035246","1 RB, 2 TE, 2 WR",60,269,22.3048327137546
"4865","00-0035246","1 RB, 3 TE, 1 WR",5,84,5.95238095238095
"4866","00-0035246","2 RB, 1 TE, 2 WR",5,13,38.4615384615385
"4867","00-0035249","0 RB, 1 TE, 4 WR",0,15,0
"4868","00-0035249","0 RB, 2 TE, 3 WR",3,5,60
"4869","00-0035249","0 RB, 3 TE, 2 WR",0,1,0
"4870","00-0035249","1 RB, 1 TE, 3 WR",47,414,11.3526570048309
"4871","00-0035249","1 RB, 2 TE, 2 WR",28,86,32.5581395348837
"4872","00-0035249","1 RB, 3 TE, 1 WR",18,20,90
"4873","00-0035249","2 RB, 0 TE, 3 WR",0,60,0
"4874","00-0035249","2 RB, 1 TE, 2 WR",4,196,2.04081632653061
"4875","00-0035249","2 RB, 2 TE, 1 WR",54,128,42.1875
"4876","00-0035249","3 RB, 0 TE, 2 WR",0,1,0
"4877","00-0035250","0 RB, 0 TE, 5 WR",0,10,0
"4878","00-0035250","0 RB, 1 TE, 4 WR",0,6,0
"4879","00-0035250","1 RB, 0 TE, 4 WR",56,89,62.9213483146067
"4880","00-0035250","1 RB, 1 TE, 3 WR",560,872,64.2201834862385
"4881","00-0035250","1 RB, 2 TE, 2 WR",34,63,53.968253968254
"4882","00-0035250","2 RB, 0 TE, 3 WR",4,5,80
"4883","00-0035250","2 RB, 1 TE, 2 WR",71,115,61.7391304347826
"4884","00-0035250","2 RB, 2 TE, 1 WR",2,5,40
"4885","00-0035252","1 RB, 1 TE, 3 WR",32,92,34.7826086956522
"4886","00-0035252","1 RB, 2 TE, 2 WR",18,25,72
"4887","00-0035252","2 RB, 1 TE, 2 WR",18,40,45
"4888","00-0035252","2 RB, 2 TE, 1 WR",7,19,36.8421052631579
"4889","00-0035259","0 RB, 1 TE, 4 WR",0,4,0
"4890","00-0035259","1 RB, 0 TE, 4 WR",0,45,0
"4891","00-0035259","1 RB, 1 TE, 3 WR",29,430,6.74418604651163
"4892","00-0035259","1 RB, 2 TE, 2 WR",114,179,63.6871508379888
"4893","00-0035259","1 RB, 3 TE, 1 WR",6,7,85.7142857142857
"4894","00-0035259","1 RB, 4 TE, 0 WR",1,1,100
"4895","00-0035259","2 RB, 0 TE, 3 WR",0,13,0
"4896","00-0035259","2 RB, 1 TE, 2 WR",6,27,22.2222222222222
"4897","00-0035259","2 RB, 2 TE, 1 WR",6,6,100
"4898","00-0035259","2 RB, 3 TE, 0 WR",1,1,100
"4899","00-0035259","3 RB, 2 TE, 0 WR",0,1,0
"4900","00-0035261","0 RB, 0 TE, 5 WR",0,2,0
"4901","00-0035261","0 RB, 1 TE, 4 WR",0,9,0
"4902","00-0035261","0 RB, 2 TE, 3 WR",0,1,0
"4903","00-0035261","1 RB, 0 TE, 4 WR",3,4,75
"4904","00-0035261","1 RB, 1 TE, 3 WR",207,701,29.5292439372325
"4905","00-0035261","1 RB, 2 TE, 2 WR",87,242,35.9504132231405
"4906","00-0035261","1 RB, 3 TE, 1 WR",5,8,62.5
"4907","00-0035261","2 RB, 0 TE, 3 WR",4,4,100
"4908","00-0035261","2 RB, 1 TE, 2 WR",25,26,96.1538461538462
"4909","00-0035261","2 RB, 2 TE, 1 WR",18,18,100
"4910","00-0035261","2 RB, 2 TE, 2 WR",1,1,100
"4911","00-0035263","0 RB, 1 TE, 4 WR",4,6,66.6666666666667
"4912","00-0035263","0 RB, 2 TE, 3 WR",1,1,100
"4913","00-0035263","1 RB, 1 TE, 3 WR",59,139,42.4460431654676
"4914","00-0035263","1 RB, 2 TE, 2 WR",26,61,42.6229508196721
"4915","00-0035263","1 RB, 3 TE, 1 WR",1,9,11.1111111111111
"4916","00-0035263","2 RB, 0 TE, 3 WR",0,1,0
"4917","00-0035263","2 RB, 1 TE, 2 WR",0,1,0
"4918","00-0035263","2 RB, 2 TE, 1 WR",0,1,0
"4919","00-0035263","2 RB, 3 TE, 0 WR",4,4,100
"4920","00-0035266","0 RB, 1 TE, 4 WR",3,3,100
"4921","00-0035266","0 RB, 2 TE, 3 WR",1,1,100
"4922","00-0035266","1 RB, 1 TE, 3 WR",409,437,93.5926773455378
"4923","00-0035266","1 RB, 2 TE, 2 WR",116,119,97.4789915966387
"4924","00-0035266","1 RB, 3 TE, 1 WR",8,8,100
"4925","00-0035266","2 RB, 0 TE, 3 WR",8,8,100
"4926","00-0035266","2 RB, 1 TE, 2 WR",47,50,94
"4927","00-0035266","2 RB, 1 TE, 3 WR",1,1,100
"4928","00-0035266","2 RB, 2 TE, 1 WR",46,47,97.8723404255319
"4929","00-0035266","2 RB, 3 TE, 0 WR",1,1,100
"4930","00-0035268","0 RB, 1 TE, 4 WR",0,2,0
"4931","00-0035268","1 RB, 0 TE, 4 WR",0,2,0
"4932","00-0035268","1 RB, 1 TE, 3 WR",13,69,18.8405797101449
"4933","00-0035268","1 RB, 2 TE, 2 WR",19,36,52.7777777777778
"4934","00-0035268","1 RB, 3 TE, 1 WR",3,8,37.5
"4935","00-0035273","1 RB, 1 TE, 3 WR",34,138,24.6376811594203
"4936","00-0035273","1 RB, 2 TE, 2 WR",10,59,16.9491525423729
"4937","00-0035273","1 RB, 3 TE, 1 WR",7,20,35
"4938","00-0035273","2 RB, 1 TE, 2 WR",7,79,8.86075949367089
"4939","00-0035273","2 RB, 2 TE, 1 WR",8,47,17.0212765957447
"4940","00-0035273","2 RB, 3 TE, 0 WR",0,2,0
"4941","00-0035287","1 RB, 0 TE, 4 WR",0,1,0
"4942","00-0035287","1 RB, 1 TE, 3 WR",2,51,3.92156862745098
"4943","00-0035287","1 RB, 2 TE, 2 WR",0,11,0
"4944","00-0035287","1 RB, 3 TE, 1 WR",0,1,0
"4945","00-0035287","2 RB, 1 TE, 2 WR",0,1,0
"4946","00-0035289","0 RB, 1 TE, 4 WR",1,1,100
"4947","00-0035289","0 RB, 2 TE, 3 WR",3,3,100
"4948","00-0035289","1 RB, 1 TE, 3 WR",88,151,58.2781456953642
"4949","00-0035289","1 RB, 2 TE, 2 WR",54,87,62.0689655172414
