"","gsis_id","offense_personnel","snap_count","team_snaps","snap_personnel_usage"
"1626","00-0032053","2 RB, 2 TE, 1 WR",9,9,100
"1627","00-0032054","0 RB, 1 TE, 4 WR",0,2,0
"1628","00-0032054","0 RB, 2 TE, 3 WR",2,5,40
"1629","00-0032054","0 RB, 3 TE, 2 WR",0,3,0
"1630","00-0032054","1 RB, 0 TE, 4 WR",4,4,100
"1631","00-0032054","1 RB, 1 TE, 3 WR",167,349,47.8510028653295
"1632","00-0032054","1 RB, 2 TE, 2 WR",10,77,12.987012987013
"1633","00-0032054","1 RB, 3 TE, 1 WR",3,24,12.5
"1634","00-0032058","0 RB, 1 TE, 4 WR",0,5,0
"1635","00-0032058","1 RB, 0 TE, 4 WR",8,44,18.1818181818182
"1636","00-0032058","1 RB, 1 TE, 3 WR",62,344,18.0232558139535
"1637","00-0032058","1 RB, 2 TE, 2 WR",43,150,28.6666666666667
"1638","00-0032058","1 RB, 3 TE, 1 WR",4,7,57.1428571428571
"1639","00-0032058","1 RB, 4 TE, 0 WR",1,1,100
"1640","00-0032058","2 RB, 0 TE, 3 WR",10,10,100
"1641","00-0032058","2 RB, 1 TE, 2 WR",22,44,50
"1642","00-0032058","2 RB, 2 TE, 1 WR",5,7,71.4285714285714
"1643","00-0032058","2 RB, 3 TE, 0 WR",0,1,0
"1644","00-0032058","3 RB, 2 TE, 0 WR",0,1,0
"1645","00-0032062","1 RB, 0 TE, 4 WR",0,4,0
"1646","00-0032062","1 RB, 1 TE, 3 WR",24,919,2.61153427638738
"1647","00-0032062","1 RB, 2 TE, 2 WR",217,249,87.14859437751
"1648","00-0032062","1 RB, 3 TE, 1 WR",65,71,91.5492957746479
"1649","00-0032062","2 RB, 1 TE, 2 WR",37,53,69.811320754717
"1650","00-0032062","2 RB, 2 TE, 1 WR",32,33,96.969696969697
"1651","00-0032062","2 RB, 3 TE, 0 WR",1,1,100
"1652","00-0032063","0 RB, 1 TE, 4 WR",0,1,0
"1653","00-0032063","0 RB, 2 TE, 3 WR",0,5,0
"1654","00-0032063","1 RB, 1 TE, 3 WR",183,313,58.4664536741214
"1655","00-0032063","1 RB, 2 TE, 2 WR",123,242,50.8264462809917
"1656","00-0032063","1 RB, 3 TE, 1 WR",42,76,55.2631578947368
"1657","00-0032063","2 RB, 0 TE, 3 WR",1,1,100
"1658","00-0032063","2 RB, 1 TE, 2 WR",111,208,53.3653846153846
"1659","00-0032063","2 RB, 2 TE, 1 WR",93,132,70.4545454545455
"1660","00-0032063","2 RB, 3 TE, 0 WR",9,11,81.8181818181818
"1661","00-0032071","1 RB, 0 TE, 4 WR",2,4,50
"1662","00-0032071","1 RB, 1 TE, 3 WR",308,351,87.7492877492877
"1663","00-0032071","1 RB, 2 TE, 2 WR",53,83,63.855421686747
"1664","00-0032071","2 RB, 1 TE, 2 WR",99,110,90
"1665","00-0032071","2 RB, 1 TE, 4 WR",0,1,0
"1666","00-0032071","2 RB, 2 TE, 1 WR",11,16,68.75
"1667","00-0032098","0 RB, 1 TE, 4 WR",0,3,0
"1668","00-0032098","1 RB, 0 TE, 4 WR",0,47,0
"1669","00-0032098","1 RB, 1 TE, 3 WR",24,334,7.18562874251497
"1670","00-0032098","1 RB, 2 TE, 2 WR",2,118,1.69491525423729
"1671","00-0032098","1 RB, 3 TE, 1 WR",1,5,20
"1672","00-0032098","1 RB, 4 TE, 0 WR",1,1,100
"1673","00-0032098","2 RB, 0 TE, 3 WR",0,7,0
"1674","00-0032098","2 RB, 1 TE, 2 WR",4,21,19.047619047619
"1675","00-0032098","2 RB, 2 TE, 1 WR",0,5,0
"1676","00-0032098","2 RB, 3 TE, 0 WR",3,4,75
"1677","00-0032098","3 RB, 2 TE, 0 WR",1,1,100
"1678","00-0032104","0 RB, 1 TE, 4 WR",0,28,0
"1679","00-0032104","1 RB, 0 TE, 4 WR",3,8,37.5
"1680","00-0032104","1 RB, 1 TE, 3 WR",214,549,38.9799635701275
"1681","00-0032104","1 RB, 2 TE, 2 WR",32,135,23.7037037037037
"1682","00-0032104","1 RB, 3 TE, 1 WR",0,8,0
"1683","00-0032104","2 RB, 0 TE, 3 WR",2,30,6.66666666666667
"1684","00-0032104","2 RB, 1 TE, 2 WR",21,118,17.7966101694915
"1685","00-0032104","2 RB, 1 TE, 3 WR",1,1,100
"1686","00-0032104","2 RB, 2 TE, 1 WR",8,71,11.2676056338028
"1687","00-0032104","2 RB, 3 TE, 0 WR",0,1,0
"1688","00-0032104","3 RB, 1 TE, 1 WR",1,2,50
"1689","00-0032128","0 RB, 2 TE, 3 WR",4,4,100
"1690","00-0032128","1 RB, 0 TE, 4 WR",2,2,100
"1691","00-0032128","1 RB, 1 TE, 3 WR",381,563,67.6731793960924
"1692","00-0032128","1 RB, 2 TE, 2 WR",151,254,59.4488188976378
"1693","00-0032128","1 RB, 3 TE, 1 WR",11,56,19.6428571428571
"1694","00-0032128","2 RB, 0 TE, 3 WR",9,16,56.25
"1695","00-0032128","2 RB, 1 TE, 2 WR",23,34,67.6470588235294
"1696","00-0032128","2 RB, 2 TE, 1 WR",1,2,50
"1697","00-0032132","0 RB, 0 TE, 5 WR",1,1,100
"1698","00-0032132","0 RB, 1 TE, 4 WR",6,6,100
"1699","00-0032132","1 RB, 0 TE, 4 WR",105,118,88.9830508474576
"1700","00-0032132","1 RB, 1 TE, 3 WR",451,524,86.0687022900763
"1701","00-0032132","1 RB, 2 TE, 2 WR",174,202,86.1386138613861
"1702","00-0032132","1 RB, 3 TE, 1 WR",23,26,88.4615384615385
"1703","00-0032132","2 RB, 0 TE, 3 WR",15,16,93.75
"1704","00-0032132","2 RB, 1 TE, 2 WR",14,18,77.7777777777778
"1705","00-0032132","2 RB, 2 TE, 1 WR",9,9,100
"1706","00-0032134","0 RB, 0 TE, 5 WR",0,3,0
"1707","00-0032134","0 RB, 3 TE, 2 WR",1,1,100
"1708","00-0032134","1 RB, 0 TE, 4 WR",0,12,0
"1709","00-0032134","1 RB, 1 TE, 3 WR",656,937,70.0106723585913
"1710","00-0032134","1 RB, 2 TE, 2 WR",128,139,92.0863309352518
"1711","00-0032134","1 RB, 3 TE, 1 WR",22,22,100
"1712","00-0032134","2 RB, 2 TE, 1 WR",6,8,75
"1713","00-0032135","0 RB, 2 TE, 3 WR",1,2,50
"1714","00-0032135","0 RB, 3 TE, 2 WR",2,2,100
"1715","00-0032135","0 RB, 4 TE, 1 WR",1,1,100
"1716","00-0032135","1 RB, 0 TE, 4 WR",0,6,0
"1717","00-0032135","1 RB, 1 TE, 3 WR",51,523,9.75143403441682
"1718","00-0032135","1 RB, 2 TE, 2 WR",116,182,63.7362637362637
"1719","00-0032135","1 RB, 3 TE, 1 WR",47,56,83.9285714285714
"1720","00-0032135","1 RB, 4 TE, 0 WR",1,1,100
"1721","00-0032135","2 RB, 0 TE, 3 WR",0,5,0
"1722","00-0032135","2 RB, 1 TE, 2 WR",0,9,0
"1723","00-0032135","2 RB, 2 TE, 1 WR",0,1,0
"1724","00-0032135","3 RB, 1 TE, 1 WR",4,4,100
"1725","00-0032141","0 RB, 1 TE, 4 WR",0,2,0
"1726","00-0032141","0 RB, 2 TE, 3 WR",4,9,44.4444444444444
"1727","00-0032141","1 RB, 0 TE, 4 WR",0,3,0
"1728","00-0032141","1 RB, 1 TE, 3 WR",237,589,40.2376910016978
"1729","00-0032141","1 RB, 2 TE, 2 WR",246,257,95.7198443579767
"1730","00-0032141","1 RB, 3 TE, 1 WR",116,116,100
"1731","00-0032141","2 RB, 1 TE, 2 WR",52,60,86.6666666666667
"1732","00-0032141","2 RB, 2 TE, 1 WR",14,14,100
"1733","00-0032144","1 RB, 1 TE, 2 WR",1,1,100
"1734","00-0032144","1 RB, 1 TE, 3 WR",284,559,50.8050089445438
"1735","00-0032144","1 RB, 2 TE, 2 WR",157,268,58.5820895522388
"1736","00-0032144","1 RB, 3 TE, 1 WR",34,99,34.3434343434343
"1737","00-0032144","1 RB, 4 TE, 0 WR",4,6,66.6666666666667
"1738","00-0032144","2 RB, 1 TE, 2 WR",12,14,85.7142857142857
"1739","00-0032145","0 RB, 1 TE, 4 WR",4,4,100
"1740","00-0032145","1 RB, 1 TE, 3 WR",329,358,91.8994413407821
"1741","00-0032145","1 RB, 2 TE, 2 WR",100,108,92.5925925925926
"1742","00-0032145","1 RB, 3 TE, 1 WR",11,12,91.6666666666667
"1743","00-0032145","2 RB, 0 TE, 3 WR",1,1,100
"1744","00-0032145","2 RB, 1 TE, 2 WR",47,52,90.3846153846154
"1745","00-0032145","2 RB, 2 TE, 1 WR",30,32,93.75
"1746","00-0032145","2 RB, 3 TE, 0 WR",4,4,100
"1747","00-0032147","0 RB, 1 TE, 4 WR",0,1,0
"1748","00-0032147","1 RB, 0 TE, 4 WR",1,3,33.3333333333333
"1749","00-0032147","1 RB, 1 TE, 3 WR",71,146,48.6301369863014
"1750","00-0032147","1 RB, 2 TE, 2 WR",30,70,42.8571428571429
"1751","00-0032147","1 RB, 3 TE, 1 WR",14,25,56
"1752","00-0032147","2 RB, 1 TE, 2 WR",5,6,83.3333333333333
"1753","00-0032147","2 RB, 2 TE, 1 WR",1,3,33.3333333333333
"1754","00-0032149","0 RB, 1 TE, 4 WR",3,3,100
"1755","00-0032149","0 RB, 2 TE, 3 WR",1,1,100
"1756","00-0032149","1 RB, 1 TE, 3 WR",396,423,93.6170212765958
"1757","00-0032149","1 RB, 2 TE, 2 WR",108,110,98.1818181818182
"1758","00-0032149","1 RB, 3 TE, 1 WR",6,6,100
"1759","00-0032149","2 RB, 0 TE, 3 WR",8,8,100
"1760","00-0032149","2 RB, 1 TE, 2 WR",54,54,100
"1761","00-0032149","2 RB, 2 TE, 1 WR",15,20,75
"1762","00-0032149","2 RB, 3 TE, 0 WR",2,2,100
"1763","00-0032151","0 RB, 0 TE, 5 WR",10,10,100
"1764","00-0032151","0 RB, 1 TE, 4 WR",3,3,100
"1765","00-0032151","1 RB, 0 TE, 4 WR",61,61,100
"1766","00-0032151","1 RB, 1 TE, 3 WR",294,294,100
"1767","00-0032151","1 RB, 2 TE, 2 WR",9,9,100
"1768","00-0032151","2 RB, 0 TE, 3 WR",1,1,100
"1769","00-0032151","2 RB, 1 TE, 2 WR",39,39,100
"1770","00-0032151","2 RB, 2 TE, 1 WR",2,2,100
"1771","00-0032156","0 RB, 1 TE, 4 WR",34,35,97.1428571428571
"1772","00-0032156","0 RB, 2 TE, 3 WR",1,1,100
"1773","00-0032156","1 RB, 0 TE, 4 WR",1,1,100
"1774","00-0032156","1 RB, 1 TE, 3 WR",178,203,87.6847290640394
"1775","00-0032156","1 RB, 2 TE, 2 WR",24,26,92.3076923076923
"1776","00-0032156","1 RB, 3 TE, 1 WR",7,14,50
"1777","00-0032156","2 RB, 0 TE, 3 WR",0,1,0
"1778","00-0032156","2 RB, 1 TE, 2 WR",14,22,63.6363636363636
"1779","00-0032156","2 RB, 2 TE, 1 WR",11,12,91.6666666666667
"1780","00-0032160","1 RB, 1 TE, 3 WR",17,63,26.984126984127
"1781","00-0032160","1 RB, 2 TE, 2 WR",12,13,92.3076923076923
"1782","00-0032160","2 RB, 0 TE, 3 WR",1,2,50
"1783","00-0032160","2 RB, 1 TE, 2 WR",8,9,88.8888888888889
"1784","00-0032160","2 RB, 2 TE, 1 WR",0,1,0
"1785","00-0032187","1 RB, 0 TE, 4 WR",1,1,100
"1786","00-0032187","1 RB, 1 TE, 3 WR",220,433,50.8083140877598
"1787","00-0032187","1 RB, 2 TE, 2 WR",43,206,20.873786407767
"1788","00-0032187","1 RB, 3 TE, 1 WR",5,44,11.3636363636364
"1789","00-0032187","2 RB, 0 TE, 3 WR",13,13,100
"1790","00-0032187","2 RB, 1 TE, 2 WR",25,32,78.125
"1791","00-0032187","2 RB, 2 TE, 1 WR",0,2,0
"1792","00-0032200","0 RB, 1 TE, 3 WR",0,1,0
"1793","00-0032200","0 RB, 1 TE, 4 WR",62,65,95.3846153846154
"1794","00-0032200","0 RB, 2 TE, 3 WR",7,7,100
"1795","00-0032200","0 RB, 3 TE, 2 WR",2,2,100
"1796","00-0032200","1 RB, 0 TE, 4 WR",6,15,40
"1797","00-0032200","1 RB, 1 TE, 3 WR",100,267,37.4531835205993
"1798","00-0032200","1 RB, 2 TE, 2 WR",7,91,7.69230769230769
"1799","00-0032200","1 RB, 3 TE, 1 WR",1,21,4.76190476190476
"1800","00-0032200","2 RB, 0 TE, 3 WR",16,20,80
"1801","00-0032200","2 RB, 0 TE, 4 WR",1,1,100
"1802","00-0032200","2 RB, 1 TE, 2 WR",41,64,64.0625
"1803","00-0032200","2 RB, 1 TE, 3 WR",1,1,100
"1804","00-0032200","2 RB, 2 TE, 1 WR",1,33,3.03030303030303
"1805","00-0032200","3 RB, 0 TE, 2 WR",3,3,100
"1806","00-0032200","3 RB, 1 TE, 1 WR",1,1,100
"1807","00-0032203","0 RB, 1 TE, 3 WR",1,1,100
"1808","00-0032203","0 RB, 1 TE, 4 WR",2,5,40
"1809","00-0032203","0 RB, 2 TE, 3 WR",0,2,0
"1810","00-0032203","0 RB, 3 TE, 2 WR",1,1,100
"1811","00-0032203","1 RB, 0 TE, 4 WR",11,11,100
"1812","00-0032203","1 RB, 1 TE, 3 WR",67,102,65.6862745098039
"1813","00-0032203","1 RB, 2 TE, 2 WR",47,50,94
"1814","00-0032203","1 RB, 3 TE, 1 WR",2,7,28.5714285714286
"1815","00-0032203","2 RB, 0 TE, 3 WR",15,15,100
"1816","00-0032203","2 RB, 1 TE, 2 WR",25,25,100
"1817","00-0032203","2 RB, 2 TE, 1 WR",10,16,62.5
"1818","00-0032203","3 RB, 0 TE, 2 WR",3,3,100
"1819","00-0032203","3 RB, 1 TE, 1 WR",1,1,100
"1820","00-0032208","0 RB, 2 TE, 3 WR",1,3,33.3333333333333
"1821","00-0032208","1 RB, 1 TE, 2 WR,1 LB",0,2,0
"1822","00-0032208","1 RB, 1 TE, 3 WR",60,229,26.2008733624454
"1823","00-0032208","1 RB, 2 TE, 2 WR",13,91,14.2857142857143
"1824","00-0032208","1 RB, 3 TE, 1 WR",7,20,35
"1825","00-0032208","2 RB, 0 TE, 3 WR",1,1,100
"1826","00-0032208","2 RB, 1 TE, 2 WR",0,4,0
"1827","00-0032208","2 RB, 2 TE, 1 WR",0,1,0
"1828","00-0032211","0 RB, 1 TE, 4 WR",1,1,100
"1829","00-0032211","0 RB, 2 TE, 3 WR",1,1,100
"1830","00-0032211","1 RB, 1 TE, 2 WR,1 LB",4,6,66.6666666666667
"1831","00-0032211","1 RB, 1 TE, 3 WR",592,614,96.4169381107492
"1832","00-0032211","1 RB, 2 TE, 1 WR,1 LB",0,6,0
"1833","00-0032211","1 RB, 2 TE, 2 WR",225,267,84.2696629213483
"1834","00-0032211","1 RB, 3 TE, 0 WR,1 LB",0,5,0
"1835","00-0032211","1 RB, 3 TE, 1 WR",0,40,0
"1836","00-0032211","2 RB, 1 TE, 2 WR",1,7,14.2857142857143
"1837","00-0032214","0 RB, 1 TE, 4 WR",1,1,100
"1838","00-0032214","1 RB, 0 TE, 4 WR",0,21,0
"1839","00-0032214","1 RB, 1 TE, 3 WR",203,322,63.0434782608696
"1840","00-0032214","1 RB, 2 TE, 2 WR",92,135,68.1481481481482
"1841","00-0032214","1 RB, 3 TE, 1 WR",7,7,100
"1842","00-0032214","1 RB, 4 TE, 0 WR",1,1,100
"1843","00-0032214","2 RB, 0 TE, 3 WR",0,3,0
"1844","00-0032214","2 RB, 1 TE, 2 WR",13,21,61.9047619047619
"1845","00-0032214","2 RB, 2 TE, 1 WR",4,4,100
"1846","00-0032214","2 RB, 3 TE, 0 WR",4,4,100
"1847","00-0032214","3 RB, 2 TE, 0 WR",1,1,100
"1848","00-0032217","0 RB, 0 TE, 5 WR",3,3,100
"1849","00-0032217","0 RB, 1 TE, 4 WR",5,5,100
"1850","00-0032217","0 RB, 2 TE, 3 WR",11,11,100
"1851","00-0032217","0 RB, 3 TE, 2 WR",5,5,100
"1852","00-0032217","1 RB, 0 TE, 4 WR",22,22,100
"1853","00-0032217","1 RB, 1 TE, 3 WR",796,810,98.2716049382716
"1854","00-0032217","1 RB, 2 TE, 2 WR",236,249,94.7791164658635
"1855","00-0032217","1 RB, 3 TE, 1 WR",52,59,88.135593220339
"1856","00-0032222","0 RB, 0 TE, 5 WR",1,1,100
"1857","00-0032222","0 RB, 1 TE, 4 WR",6,6,100
"1858","00-0032222","0 RB, 2 TE, 3 WR",2,2,100
"1859","00-0032222","1 RB, 0 TE, 4 WR",154,158,97.4683544303797
"1860","00-0032222","1 RB, 1 TE, 3 WR",599,605,99.0082644628099
"1861","00-0032222","1 RB, 2 TE, 2 WR",230,237,97.0464135021097
"1862","00-0032222","1 RB, 3 TE, 1 WR",29,29,100
"1863","00-0032222","2 RB, 0 TE, 3 WR",19,19,100
"1864","00-0032222","2 RB, 1 TE, 2 WR",23,23,100
"1865","00-0032222","2 RB, 2 TE, 1 WR",12,12,100
"1866","00-0032233","1 RB, 1 TE, 2 WR,1 LB",1,1,100
"1867","00-0032233","1 RB, 1 TE, 3 WR",19,24,79.1666666666667
"1868","00-0032233","1 RB, 2 TE, 2 WR",27,28,96.4285714285714
"1869","00-0032233","1 RB, 3 TE, 1 WR",2,4,50
"1870","00-0032233","2 RB, 1 TE, 2 WR",0,1,0
"1871","00-0032234","0 RB, 1 TE, 4 WR",1,1,100
"1872","00-0032234","0 RB, 2 TE, 3 WR",1,1,100
"1873","00-0032234","1 RB, 1 TE, 3 WR",613,614,99.8371335504886
"1874","00-0032234","1 RB, 2 TE, 2 WR",111,111,100
"1875","00-0032234","1 RB, 3 TE, 1 WR",6,6,100
"1876","00-0032234","2 RB, 1 TE, 2 WR",405,405,100
"1877","00-0032234","2 RB, 2 TE, 1 WR",91,91,100
"1878","00-0032234","2 RB, 3 TE, 0 WR",6,6,100
"1879","00-0032242","",1,1,100
"1880","00-0032242","0 RB, 1 TE, 4 WR",3,3,100
"1881","00-0032242","1 RB, 1 TE, 3 WR",1039,1039,100
"1882","00-0032242","1 RB, 2 TE, 2 WR",98,108,90.7407407407407
"1883","00-0032242","1 RB, 3 TE, 1 WR",2,2,100
"1884","00-0032243","0 RB, 0 TE, 5 WR",3,3,100
"1885","00-0032243","0 RB, 1 TE, 4 WR",5,5,100
"1886","00-0032243","0 RB, 2 TE, 3 WR",11,11,100
"1887","00-0032243","0 RB, 3 TE, 2 WR",5,5,100
"1888","00-0032243","1 RB, 0 TE, 4 WR",21,22,95.4545454545455
"1889","00-0032243","1 RB, 1 TE, 3 WR",709,758,93.5356200527705
"1890","00-0032243","1 RB, 2 TE, 2 WR",219,239,91.6317991631799
"1891","00-0032243","1 RB, 3 TE, 1 WR",49,57,85.9649122807018
"1892","00-0032245","0 RB, 1 TE, 4 WR",5,5,100
"1893","00-0032245","0 RB, 2 TE, 3 WR",1,1,100
"1894","00-0032245","1 RB, 0 TE, 4 WR",1,1,100
"1895","00-0032245","1 RB, 1 TE, 3 WR",34,37,91.8918918918919
"1896","00-0032245","1 RB, 2 TE, 2 WR",1,1,100
"1897","00-0032245","2 RB, 1 TE, 2 WR",6,6,100
"1898","00-0032245","2 RB, 2 TE, 1 WR",2,2,100
"1899","00-0032255","0 RB, 0 TE, 5 WR",1,1,100
"1900","00-0032255","0 RB, 1 TE, 4 WR",2,2,100
"1901","00-0032255","1 RB, 0 TE, 4 WR",3,4,75
"1902","00-0032255","1 RB, 1 TE, 3 WR",149,191,78.0104712041885
"1903","00-0032255","1 RB, 2 TE, 2 WR",45,60,75
"1904","00-0032255","1 RB, 3 TE, 1 WR",1,1,100
"1905","00-0032257","0 RB, 1 TE, 4 WR",0,1,0
"1906","00-0032257","0 RB, 2 TE, 3 WR",0,13,0
"1907","00-0032257","1 RB, 1 TE, 3 WR",22,45,48.8888888888889
"1908","00-0032257","1 RB, 2 TE, 2 WR",84,202,41.5841584158416
"1909","00-0032257","1 RB, 3 TE, 1 WR",3,12,25
"1910","00-0032257","1 RB, 3 TE, 2 WR",0,1,0
"1911","00-0032257","2 RB, 2 TE, 1 WR",2,2,100
"1912","00-0032259","0 RB, 0 TE, 5 WR",1,1,100
"1913","00-0032259","0 RB, 1 TE, 4 WR",5,5,100
"1914","00-0032259","1 RB, 0 TE, 4 WR",1,1,100
"1915","00-0032259","1 RB, 1 TE, 3 WR",789,792,99.6212121212121
"1916","00-0032259","1 RB, 2 TE, 2 WR",195,195,100
"1917","00-0032259","1 RB, 3 TE, 1 WR",6,6,100
"1918","00-0032259","2 RB, 1 TE, 2 WR",39,39,100
"1919","00-0032259","2 RB, 2 TE, 1 WR",13,13,100
"1920","00-0032268","1 RB, 1 TE, 3 WR",8,304,2.63157894736842
"1921","00-0032268","1 RB, 2 TE, 2 WR",0,88,0
"1922","00-0032268","1 RB, 3 TE, 1 WR",2,14,14.2857142857143
"1923","00-0032268","2 RB, 1 TE, 2 WR",0,20,0
"1924","00-0032268","2 RB, 2 TE, 1 WR",1,16,6.25
"1925","00-0032268","2 RB, 3 TE, 0 WR",0,1,0
"1926","00-0032319","0 RB, 0 TE, 5 WR",0,1,0
"1927","00-0032319","0 RB, 1 TE, 4 WR",0,3,0
"1928","00-0032319","1 RB, 0 TE, 4 WR",0,72,0
"1929","00-0032319","1 RB, 1 TE, 3 WR",14,114,12.280701754386
"1930","00-0032319","1 RB, 2 TE, 2 WR",15,38,39.4736842105263
"1931","00-0032319","2 RB, 0 TE, 3 WR",0,15,0
"1932","00-0032319","2 RB, 1 TE, 2 WR",0,4,0
"1933","00-0032319","2 RB, 2 TE, 1 WR",0,1,0
"1934","00-0032355","0 RB, 1 TE, 4 WR",2,2,100
"1935","00-0032355","0 RB, 2 TE, 3 WR",2,8,25
"1936","00-0032355","1 RB, 0 TE, 4 WR",3,3,100
"1937","00-0032355","1 RB, 1 TE, 3 WR",455,619,73.5056542810985
"1938","00-0032355","1 RB, 2 TE, 2 WR",0,262,0
"1939","00-0032355","1 RB, 3 TE, 1 WR",0,106,0
"1940","00-0032355","2 RB, 1 TE, 2 WR",1,50,2
"1941","00-0032355","2 RB, 2 TE, 1 WR",0,12,0
"1942","00-0032380","1 RB, 1 TE, 3 WR",119,144,82.6388888888889
"1943","00-0032380","1 RB, 2 TE, 2 WR",81,90,90
"1944","00-0032380","1 RB, 3 TE, 1 WR",30,33,90.9090909090909
"1945","00-0032380","2 RB, 0 TE, 3 WR",7,7,100
"1946","00-0032380","2 RB, 1 TE, 2 WR",22,25,88
"1947","00-0032380","2 RB, 2 TE, 1 WR",1,1,100
"1948","00-0032381","0 RB, 1 TE, 4 WR",8,8,100
"1949","00-0032381","1 RB, 0 TE, 4 WR",30,32,93.75
"1950","00-0032381","1 RB, 1 TE, 3 WR",261,281,92.8825622775801
"1951","00-0032381","1 RB, 2 TE, 2 WR",43,51,84.3137254901961
"1952","00-0032381","2 RB, 0 TE, 3 WR",12,12,100
"1953","00-0032381","2 RB, 1 TE, 2 WR",34,34,100
"1954","00-0032381","2 RB, 2 TE, 1 WR",11,12,91.6666666666667
"1955","00-0032383","1 RB, 0 TE, 4 WR",11,11,100
"1956","00-0032383","1 RB, 1 TE, 3 WR",601,607,99.0115321252059
"1957","00-0032383","1 RB, 2 TE, 2 WR",178,179,99.4413407821229
"1958","00-0032383","1 RB, 3 TE, 0 WR,1 LB",1,1,100
"1959","00-0032383","1 RB, 3 TE, 1 WR",37,41,90.2439024390244
"1960","00-0032383","2 RB, 0 TE, 3 WR",1,1,100
"1961","00-0032383","2 RB, 1 TE, 2 WR",61,61,100
"1962","00-0032383","2 RB, 2 TE, 1 WR",3,3,100
"1963","00-0032384","1 RB, 0 TE, 4 WR",2,2,100
"1964","00-0032384","1 RB, 1 TE, 3 WR",277,295,93.8983050847458
"1965","00-0032384","1 RB, 2 TE, 2 WR",88,93,94.6236559139785
"1966","00-0032384","1 RB, 3 TE, 1 WR",28,28,100
"1967","00-0032384","2 RB, 0 TE, 3 WR",4,4,100
"1968","00-0032384","2 RB, 1 TE, 2 WR",6,9,66.6666666666667
"1969","00-0032384","3 RB, 1 TE, 1 WR",1,1,100
"1970","00-0032385","0 RB, 1 TE, 4 WR",9,9,100
"1971","00-0032385","0 RB, 2 TE, 3 WR",1,1,100
"1972","00-0032385","1 RB, 1 TE, 3 WR",232,285,81.4035087719298
"1973","00-0032385","1 RB, 2 TE, 2 WR",55,90,61.1111111111111
"1974","00-0032385","1 RB, 3 TE, 1 WR",1,11,9.09090909090909
"1975","00-0032385","2 RB, 1 TE, 2 WR",1,3,33.3333333333333
"1976","00-0032385","2 RB, 2 TE, 1 WR",1,9,11.1111111111111
"1977","00-0032385","2 RB, 3 TE, 0 WR",0,2,0
"1978","00-0032391","0 RB, 2 TE, 3 WR",1,1,100
"1979","00-0032391","1 RB, 0 TE, 4 WR",4,4,100
"1980","00-0032391","1 RB, 1 TE, 3 WR",963,963,100
"1981","00-0032391","1 RB, 2 TE, 2 WR",274,274,100
"1982","00-0032391","1 RB, 3 TE, 1 WR",72,72,100
"1983","00-0032391","2 RB, 1 TE, 2 WR",57,60,95
"1984","00-0032391","2 RB, 2 TE, 1 WR",26,33,78.7878787878788
"1985","00-0032391","2 RB, 3 TE, 0 WR",1,1,100
"1986","00-0032392","0 RB, 1 TE, 4 WR",0,1,0
"1987","00-0032392","0 RB, 3 TE, 2 WR",6,6,100
"1988","00-0032392","1 RB, 0 TE, 4 WR",0,1,0
"1989","00-0032392","1 RB, 1 TE, 3 WR",251,490,51.2244897959184
"1990","00-0032392","1 RB, 2 TE, 2 WR",154,203,75.8620689655172
"1991","00-0032392","1 RB, 3 TE, 1 WR",186,195,95.3846153846154
"1992","00-0032392","2 RB, 1 TE, 2 WR",56,88,63.6363636363636
"1993","00-0032392","2 RB, 2 TE, 1 WR",35,46,76.0869565217391
"1994","00-0032392","2 RB, 3 TE, 0 WR",15,15,100
"1995","00-0032394","0 RB, 1 TE, 4 WR",23,57,40.3508771929825
"1996","00-0032394","0 RB, 2 TE, 3 WR",5,5,100
"1997","00-0032394","0 RB, 3 TE, 2 WR",1,1,100
"1998","00-0032394","1 RB, 0 TE, 4 WR",0,5,0
"1999","00-0032394","1 RB, 1 TE, 3 WR",52,129,40.3100775193798
"2000","00-0032394","1 RB, 2 TE, 2 WR",40,49,81.6326530612245
"2001","00-0032394","1 RB, 3 TE, 1 WR",10,10,100
"2002","00-0032394","2 RB, 0 TE, 3 WR",0,7,0
"2003","00-0032394","2 RB, 0 TE, 4 WR",0,1,0
"2004","00-0032394","2 RB, 1 TE, 2 WR",20,32,62.5
"2005","00-0032394","2 RB, 1 TE, 3 WR",1,1,100
"2006","00-0032394","2 RB, 2 TE, 1 WR",9,12,75
"2007","00-0032395","1 RB, 1 TE, 3 WR",244,271,90.0369003690037
"2008","00-0032395","1 RB, 2 TE, 2 WR",118,144,81.9444444444444
"2009","00-0032395","1 RB, 3 TE, 1 WR",18,35,51.4285714285714
"2010","00-0032395","1 RB, 4 TE, 0 WR",3,4,75
"2011","00-0032395","2 RB, 1 TE, 2 WR",8,8,100
"2012","00-0032398","0 RB, 2 TE, 3 WR",1,1,100
"2013","00-0032398","1 RB, 0 TE, 4 WR",0,1,0
"2014","00-0032398","1 RB, 1 TE, 3 WR",192,393,48.8549618320611
"2015","00-0032398","1 RB, 2 TE, 2 WR",26,166,15.6626506024096
"2016","00-0032398","1 RB, 3 TE, 1 WR",4,25,16
"2017","00-0032398","2 RB, 0 TE, 3 WR",1,7,14.2857142857143
"2018","00-0032398","2 RB, 1 TE, 2 WR",16,19,84.2105263157895
"2019","00-0032398","2 RB, 2 TE, 1 WR",0,2,0
"2020","00-0032419","1 RB, 0 TE, 4 WR",1,6,16.6666666666667
