"","yearly_id","down","snap_count","team_snaps","snap_down_usage"
"2031","2021_00-0034613",3,1,12,8.33333333333333
"2032","2021_00-0034613",4,0,5,0
"2033","2021_00-0034614",1,28,153,18.3006535947712
"2034","2021_00-0034614",2,26,126,20.6349206349206
"2035","2021_00-0034614",3,23,96,23.9583333333333
"2036","2021_00-0034614",4,6,15,40
"2037","2021_00-0034628",1,0,29,0
"2038","2021_00-0034628",2,1,19,5.26315789473684
"2039","2021_00-0034628",3,1,12,8.33333333333333
"2040","2021_00-0034628",4,0,1,0
"2041","2021_00-0034631",1,5,23,21.7391304347826
"2042","2021_00-0034631",2,3,22,13.6363636363636
"2043","2021_00-0034631",3,2,15,13.3333333333333
"2044","2021_00-0034631",4,2,4,50
"2045","2021_00-0034646",1,2,59,3.38983050847458
"2046","2021_00-0034646",2,1,42,2.38095238095238
"2047","2021_00-0034646",3,0,29,0
"2048","2021_00-0034646",4,0,2,0
"2049","2021_00-0034652",1,28,98,28.5714285714286
"2050","2021_00-0034652",2,22,76,28.9473684210526
"2051","2021_00-0034652",3,9,47,19.1489361702128
"2052","2021_00-0034652",4,2,6,33.3333333333333
"2053","2021_00-0034668",1,36,152,23.6842105263158
"2054","2021_00-0034668",2,30,115,26.0869565217391
"2055","2021_00-0034668",3,17,56,30.3571428571429
"2056","2021_00-0034668",4,1,3,33.3333333333333
"2057","2021_00-0034669",1,4,22,18.1818181818182
"2058","2021_00-0034669",2,3,15,20
"2059","2021_00-0034669",3,1,17,5.88235294117647
"2060","2021_00-0034669",4,0,1,0
"2061","2021_00-0034672",1,10,38,26.3157894736842
"2062","2021_00-0034672",2,4,33,12.1212121212121
"2063","2021_00-0034672",3,1,24,4.16666666666667
"2064","2021_00-0034672",4,3,5,60
"2065","2021_00-0034676",1,199,442,45.0226244343891
"2066","2021_00-0034676",2,163,353,46.1756373937677
"2067","2021_00-0034676",3,119,237,50.210970464135
"2068","2021_00-0034676",4,11,28,39.2857142857143
"2069","2021_00-0034678",1,505,505,100
"2070","2021_00-0034678",2,405,405,100
"2071","2021_00-0034678",3,236,236,100
"2072","2021_00-0034678",4,18,18,100
"2073","2021_00-0034681",1,207,361,57.3407202216066
"2074","2021_00-0034681",2,160,285,56.140350877193
"2075","2021_00-0034681",3,109,161,67.7018633540373
"2076","2021_00-0034681",4,8,18,44.4444444444444
"2077","2021_00-0034686",1,43,167,25.748502994012
"2078","2021_00-0034686",2,25,132,18.9393939393939
"2079","2021_00-0034686",3,21,88,23.8636363636364
"2080","2021_00-0034686",4,1,9,11.1111111111111
"2081","2021_00-0034687",1,27,91,29.6703296703297
"2082","2021_00-0034687",2,25,71,35.2112676056338
"2083","2021_00-0034687",3,20,55,36.3636363636364
"2084","2021_00-0034687",4,2,7,28.5714285714286
"2085","2021_00-0034729",1,71,167,42.5149700598802
"2086","2021_00-0034729",2,54,122,44.2622950819672
"2087","2021_00-0034729",3,36,71,50.7042253521127
"2088","2021_00-0034729",4,2,5,40
"2089","2021_00-0034735",1,6,53,11.3207547169811
"2090","2021_00-0034735",2,6,53,11.3207547169811
"2091","2021_00-0034735",3,4,32,12.5
"2092","2021_00-0034747",1,1,34,2.94117647058824
"2093","2021_00-0034747",2,0,22,0
"2094","2021_00-0034747",3,0,12,0
"2095","2021_00-0034747",4,0,1,0
"2096","2021_00-0034750",1,137,263,52.0912547528517
"2097","2021_00-0034750",2,102,202,50.4950495049505
"2098","2021_00-0034750",3,18,125,14.4
"2099","2021_00-0034750",4,0,9,0
"2100","2021_00-0034752",1,620,623,99.5184590690209
"2101","2021_00-0034752",2,454,456,99.5614035087719
"2102","2021_00-0034752",3,254,255,99.6078431372549
"2103","2021_00-0034752",4,14,14,100
"2104","2021_00-0034753",1,389,554,70.2166064981949
"2105","2021_00-0034753",2,308,409,75.3056234718826
"2106","2021_00-0034753",3,209,232,90.0862068965517
"2107","2021_00-0034753",4,24,30,80
"2108","2021_00-0034759",1,524,524,100
"2109","2021_00-0034759",2,424,424,100
"2110","2021_00-0034759",3,247,247,100
"2111","2021_00-0034759",4,20,20,100
"2112","2021_00-0034762",1,377,377,100
"2113","2021_00-0034762",2,282,282,100
"2114","2021_00-0034762",3,209,209,100
"2115","2021_00-0034762",4,21,23,91.304347826087
"2116","2021_00-0034763",1,411,425,96.7058823529412
"2117","2021_00-0034763",2,331,343,96.5014577259475
"2118","2021_00-0034763",3,191,199,95.9798994974874
"2119","2021_00-0034763",4,14,15,93.3333333333333
"2120","2021_00-0034764",1,170,232,73.2758620689655
"2121","2021_00-0034764",2,141,182,77.4725274725275
"2122","2021_00-0034764",3,101,132,76.5151515151515
"2123","2021_00-0034764",4,6,9,66.6666666666667
"2124","2021_00-0034765",1,151,213,70.8920187793427
"2125","2021_00-0034765",2,143,183,78.1420765027322
"2126","2021_00-0034765",3,110,128,85.9375
"2127","2021_00-0034765",4,5,10,50
"2128","2021_00-0034766",1,97,455,21.3186813186813
"2129","2021_00-0034766",2,67,352,19.0340909090909
"2130","2021_00-0034766",3,16,225,7.11111111111111
"2131","2021_00-0034766",4,0,19,0
"2132","2021_00-0034768",1,457,476,96.0084033613445
"2133","2021_00-0034768",2,370,385,96.1038961038961
"2134","2021_00-0034768",3,244,256,95.3125
"2135","2021_00-0034768",4,25,27,92.5925925925926
"2136","2021_00-0034771",1,44,69,63.768115942029
"2137","2021_00-0034771",2,33,54,61.1111111111111
"2138","2021_00-0034771",3,20,33,60.6060606060606
"2139","2021_00-0034771",4,1,5,20
"2140","2021_00-0034775",1,350,499,70.1402805611223
"2141","2021_00-0034775",2,306,401,76.3092269326683
"2142","2021_00-0034775",3,213,241,88.3817427385892
"2143","2021_00-0034775",4,23,28,82.1428571428571
"2144","2021_00-0034777",1,80,115,69.5652173913043
"2145","2021_00-0034777",2,58,86,67.4418604651163
"2146","2021_00-0034777",3,35,53,66.0377358490566
"2147","2021_00-0034777",4,1,5,20
"2148","2021_00-0034785",1,183,183,100
"2149","2021_00-0034785",2,145,145,100
"2150","2021_00-0034785",3,92,92,100
"2151","2021_00-0034785",4,7,7,100
"2152","2021_00-0034791",1,256,400,64
"2153","2021_00-0034791",2,186,293,63.481228668942
"2154","2021_00-0034791",3,26,191,13.6125654450262
"2155","2021_00-0034791",4,7,25,28
"2156","2021_00-0034796",1,363,398,91.2060301507538
"2157","2021_00-0034796",2,264,289,91.3494809688581
"2158","2021_00-0034796",3,148,160,92.5
"2159","2021_00-0034796",4,13,18,72.2222222222222
"2160","2021_00-0034798",1,320,461,69.41431670282
"2161","2021_00-0034798",2,234,376,62.2340425531915
"2162","2021_00-0034798",3,100,245,40.8163265306122
"2163","2021_00-0034798",4,10,24,41.6666666666667
"2164","2021_00-0034799",1,34,304,11.1842105263158
"2165","2021_00-0034799",2,27,239,11.2970711297071
"2166","2021_00-0034799",3,24,154,15.5844155844156
"2167","2021_00-0034799",4,1,17,5.88235294117647
"2168","2021_00-0034803",1,110,201,54.726368159204
"2169","2021_00-0034803",2,82,149,55.0335570469799
"2170","2021_00-0034803",3,46,90,51.1111111111111
"2171","2021_00-0034803",4,4,6,66.6666666666667
"2172","2021_00-0034804",1,496,541,91.6820702402957
"2173","2021_00-0034804",2,367,408,89.9509803921569
"2174","2021_00-0034804",3,222,248,89.5161290322581
"2175","2021_00-0034804",4,18,19,94.7368421052632
"2176","2021_00-0034808",1,3,32,9.375
"2177","2021_00-0034808",2,1,24,4.16666666666667
"2178","2021_00-0034808",3,0,16,0
"2179","2021_00-0034808",4,0,1,0
"2180","2021_00-0034816",1,83,424,19.5754716981132
"2181","2021_00-0034816",2,71,339,20.9439528023599
"2182","2021_00-0034816",3,9,198,4.54545454545455
"2183","2021_00-0034816",4,1,12,8.33333333333333
"2184","2021_00-0034817",1,209,286,73.0769230769231
"2185","2021_00-0034817",2,170,232,73.2758620689655
"2186","2021_00-0034817",3,125,169,73.9644970414201
"2187","2021_00-0034817",4,8,10,80
"2188","2021_00-0034827",1,392,476,82.3529411764706
"2189","2021_00-0034827",2,316,363,87.0523415977961
"2190","2021_00-0034827",3,209,230,90.8695652173913
"2191","2021_00-0034827",4,25,30,83.3333333333333
"2192","2021_00-0034829",1,316,461,68.5466377440347
"2193","2021_00-0034829",2,257,376,68.3510638297872
"2194","2021_00-0034829",3,206,245,84.0816326530612
"2195","2021_00-0034829",4,18,24,75
"2196","2021_00-0034830",1,164,320,51.25
"2197","2021_00-0034830",2,141,242,58.2644628099173
"2198","2021_00-0034830",3,67,163,41.1042944785276
"2199","2021_00-0034830",4,8,19,42.1052631578947
"2200","2021_00-0034833",1,364,424,85.8490566037736
"2201","2021_00-0034833",2,276,316,87.3417721518987
"2202","2021_00-0034833",3,180,196,91.8367346938776
"2203","2021_00-0034833",4,13,14,92.8571428571429
"2204","2021_00-0034836",1,310,319,97.1786833855799
"2205","2021_00-0034836",2,235,239,98.326359832636
"2206","2021_00-0034836",3,141,144,97.9166666666667
"2207","2021_00-0034836",4,20,20,100
"2208","2021_00-0034837",1,126,147,85.7142857142857
"2209","2021_00-0034837",2,95,113,84.070796460177
"2210","2021_00-0034837",3,72,76,94.7368421052632
"2211","2021_00-0034837",4,6,8,75
"2212","2021_00-0034838",1,87,358,24.3016759776536
"2213","2021_00-0034838",2,70,277,25.2707581227437
"2214","2021_00-0034838",3,40,174,22.9885057471264
"2215","2021_00-0034838",4,9,17,52.9411764705882
"2216","2021_00-0034844",1,193,293,65.8703071672355
"2217","2021_00-0034844",2,139,222,62.6126126126126
"2218","2021_00-0034844",3,88,165,53.3333333333333
"2219","2021_00-0034844",4,8,21,38.0952380952381
"2220","2021_00-0034845",1,252,564,44.6808510638298
"2221","2021_00-0034845",2,192,425,45.1764705882353
"2222","2021_00-0034845",3,136,261,52.1072796934866
"2223","2021_00-0034845",4,9,19,47.3684210526316
"2224","2021_00-0034847",1,223,243,91.7695473251029
"2225","2021_00-0034847",2,146,159,91.8238993710692
"2226","2021_00-0034847",3,89,97,91.7525773195876
"2227","2021_00-0034847",4,12,12,100
"2228","2021_00-0034854",1,98,316,31.0126582278481
"2229","2021_00-0034854",2,77,254,30.3149606299213
"2230","2021_00-0034854",3,48,171,28.0701754385965
"2231","2021_00-0034854",4,9,29,31.0344827586207
"2232","2021_00-0034855",1,385,397,96.9773299748111
"2233","2021_00-0034855",2,278,290,95.8620689655172
"2234","2021_00-0034855",3,178,189,94.1798941798942
"2235","2021_00-0034855",4,27,31,87.0967741935484
"2236","2021_00-0034857",1,513,527,97.3434535104364
"2237","2021_00-0034857",2,375,386,97.1502590673575
"2238","2021_00-0034857",3,225,229,98.2532751091703
"2239","2021_00-0034857",4,22,23,95.6521739130435
"2240","2021_00-0034860",1,35,91,38.4615384615385
"2241","2021_00-0034860",2,24,63,38.0952380952381
"2242","2021_00-0034860",3,21,47,44.6808510638298
"2243","2021_00-0034860",4,4,6,66.6666666666667
"2244","2021_00-0034867",1,47,337,13.946587537092
"2245","2021_00-0034867",2,49,262,18.7022900763359
"2246","2021_00-0034867",3,22,173,12.7167630057803
"2247","2021_00-0034867",4,0,17,0
"2248","2021_00-0034869",1,336,360,93.3333333333333
"2249","2021_00-0034869",2,263,283,92.9328621908127
"2250","2021_00-0034869",3,165,178,92.6966292134831
"2251","2021_00-0034869",4,19,22,86.3636363636364
"2252","2021_00-0034899",1,8,86,9.30232558139535
"2253","2021_00-0034899",2,7,65,10.7692307692308
"2254","2021_00-0034899",3,6,34,17.6470588235294
"2255","2021_00-0034899",4,0,5,0
"2256","2021_00-0034928",1,3,40,7.5
"2257","2021_00-0034928",2,2,29,6.89655172413793
"2258","2021_00-0034928",3,0,19,0
"2259","2021_00-0034929",1,17,27,62.962962962963
"2260","2021_00-0034929",2,16,24,66.6666666666667
"2261","2021_00-0034929",3,7,12,58.3333333333333
"2262","2021_00-0034930",1,101,209,48.3253588516746
"2263","2021_00-0034930",2,78,156,50
"2264","2021_00-0034930",3,57,105,54.2857142857143
"2265","2021_00-0034930",4,12,20,60
"2266","2021_00-0034937",1,177,178,99.438202247191
"2267","2021_00-0034937",2,144,146,98.6301369863014
"2268","2021_00-0034937",3,97,99,97.979797979798
"2269","2021_00-0034937",4,14,14,100
"2270","2021_00-0034951",1,8,68,11.7647058823529
"2271","2021_00-0034951",2,6,62,9.67741935483871
"2272","2021_00-0034951",3,7,44,15.9090909090909
"2273","2021_00-0034951",4,1,4,25
"2274","2021_00-0034955",1,2,28,7.14285714285714
"2275","2021_00-0034955",2,1,16,6.25
"2276","2021_00-0034955",3,1,12,8.33333333333333
"2277","2021_00-0034955",4,0,4,0
"2278","2021_00-0034957",1,76,151,50.3311258278146
"2279","2021_00-0034957",2,57,110,51.8181818181818
"2280","2021_00-0034957",3,36,70,51.4285714285714
"2281","2021_00-0034957",4,3,5,60
"2282","2021_00-0034959",1,27,296,9.12162162162162
"2283","2021_00-0034959",2,17,215,7.90697674418605
"2284","2021_00-0034959",3,5,140,3.57142857142857
"2285","2021_00-0034959",4,1,15,6.66666666666667
"2286","2021_00-0034960",1,409,470,87.0212765957447
"2287","2021_00-0034960",2,325,356,91.2921348314607
"2288","2021_00-0034960",3,216,221,97.737556561086
"2289","2021_00-0034960",4,17,18,94.4444444444444
"2290","2021_00-0034972",1,173,452,38.2743362831858
"2291","2021_00-0034972",2,127,341,37.2434017595308
"2292","2021_00-0034972",3,56,218,25.6880733944954
"2293","2021_00-0034972",4,7,18,38.8888888888889
"2294","2021_00-0034978",1,378,432,87.5
"2295","2021_00-0034978",2,277,317,87.3817034700316
"2296","2021_00-0034978",3,156,178,87.6404494382023
"2297","2021_00-0034978",4,20,20,100
"2298","2021_00-0034981",1,355,524,67.7480916030534
"2299","2021_00-0034981",2,266,424,62.7358490566038
"2300","2021_00-0034981",3,130,247,52.6315789473684
"2301","2021_00-0034981",4,10,20,50
"2302","2021_00-0034983",1,310,524,59.1603053435115
"2303","2021_00-0034983",2,290,424,68.3962264150943
"2304","2021_00-0034983",3,213,247,86.2348178137652
"2305","2021_00-0034983",4,13,20,65
"2306","2021_00-0034988",1,108,261,41.3793103448276
"2307","2021_00-0034988",2,55,183,30.0546448087432
"2308","2021_00-0034988",3,21,131,16.030534351145
"2309","2021_00-0034988",4,3,13,23.0769230769231
"2310","2021_00-0034994",1,452,452,100
"2311","2021_00-0034994",2,341,341,100
"2312","2021_00-0034994",3,217,218,99.5412844036697
"2313","2021_00-0034994",4,18,18,100
"2314","2021_00-0035003",1,0,25,0
"2315","2021_00-0035003",2,1,22,4.54545454545455
"2316","2021_00-0035003",3,0,13,0
"2317","2021_00-0035021",1,136,487,27.9260780287474
"2318","2021_00-0035021",2,107,363,29.4765840220386
"2319","2021_00-0035021",3,56,221,25.3393665158371
"2320","2021_00-0035021",4,10,26,38.4615384615385
"2321","2021_00-0035022",1,61,427,14.2857142857143
"2322","2021_00-0035022",2,58,325,17.8461538461538
"2323","2021_00-0035022",3,22,195,11.2820512820513
"2324","2021_00-0035022",4,4,13,30.7692307692308
"2325","2021_00-0035040",1,1,24,4.16666666666667
"2326","2021_00-0035040",2,1,17,5.88235294117647
"2327","2021_00-0035040",3,1,15,6.66666666666667
"2328","2021_00-0035040",4,1,5,20
"2329","2021_00-0035045",1,20,70,28.5714285714286
"2330","2021_00-0035045",2,14,53,26.4150943396226
"2331","2021_00-0035045",3,13,36,36.1111111111111
"2332","2021_00-0035045",4,3,6,50
"2333","2021_00-0035061",1,21,30,70
"2334","2021_00-0035061",2,15,23,65.2173913043478
"2335","2021_00-0035061",3,7,12,58.3333333333333
"2336","2021_00-0035061",4,1,1,100
"2337","2021_00-0035062",1,419,419,100
"2338","2021_00-0035062",2,325,325,100
"2339","2021_00-0035062",3,207,207,100
"2340","2021_00-0035062",4,32,32,100
"2341","2021_00-0035067",1,1,22,4.54545454545455
"2342","2021_00-0035067",2,1,24,4.16666666666667
"2343","2021_00-0035067",3,1,20,5
"2344","2021_00-0035067",4,0,1,0
"2345","2021_00-0035084",1,276,314,87.8980891719745
"2346","2021_00-0035084",2,195,219,89.041095890411
"2347","2021_00-0035084",3,114,132,86.3636363636364
"2348","2021_00-0035084",4,9,10,90
"2349","2021_00-0035099",1,49,317,15.4574132492114
"2350","2021_00-0035099",2,19,240,7.91666666666667
"2351","2021_00-0035099",3,13,148,8.78378378378378
"2352","2021_00-0035099",4,0,14,0
"2353","2021_00-0035101",1,6,57,10.5263157894737
"2354","2021_00-0035101",2,5,43,11.6279069767442
"2355","2021_00-0035101",3,7,28,25
"2356","2021_00-0035101",4,3,5,60
"2357","2021_00-0035112",1,342,383,89.2950391644909
"2358","2021_00-0035112",2,256,285,89.8245614035088
"2359","2021_00-0035112",3,140,165,84.8484848484848
"2360","2021_00-0035112",4,12,17,70.5882352941177
"2361","2021_00-0035117",1,3,33,9.09090909090909
"2362","2021_00-0035117",2,2,27,7.40740740740741
"2363","2021_00-0035117",3,0,17,0
"2364","2021_00-0035117",4,0,1,0
"2365","2021_00-0035125",1,74,265,27.9245283018868
"2366","2021_00-0035125",2,44,210,20.952380952381
"2367","2021_00-0035125",3,15,123,12.1951219512195
"2368","2021_00-0035125",4,3,14,21.4285714285714
"2369","2021_00-0035126",1,175,439,39.8633257403189
"2370","2021_00-0035126",2,140,353,39.6600566572238
"2371","2021_00-0035126",3,108,216,50
"2372","2021_00-0035126",4,13,27,48.1481481481481
"2373","2021_00-0035127",1,524,524,100
"2374","2021_00-0035127",2,424,424,100
"2375","2021_00-0035127",3,247,247,100
"2376","2021_00-0035127",4,20,20,100
"2377","2021_00-0035140",1,328,651,50.384024577573
"2378","2021_00-0035140",2,269,476,56.5126050420168
"2379","2021_00-0035140",3,130,267,48.689138576779
"2380","2021_00-0035140",4,3,14,21.4285714285714
"2381","2021_00-0035141",1,62,87,71.264367816092
"2382","2021_00-0035141",2,47,66,71.2121212121212
"2383","2021_00-0035141",3,27,38,71.0526315789474
"2384","2021_00-0035141",4,1,1,100
"2385","2021_00-0035149",1,30,121,24.7933884297521
"2386","2021_00-0035149",2,21,90,23.3333333333333
"2387","2021_00-0035149",3,13,59,22.0338983050847
"2388","2021_00-0035149",4,0,2,0
"2389","2021_00-0035164",1,2,48,4.16666666666667
"2390","2021_00-0035164",2,2,40,5
"2391","2021_00-0035164",3,0,28,0
"2392","2021_00-0035164",4,0,1,0
"2393","2021_00-0035184",1,3,45,6.66666666666667
"2394","2021_00-0035184",2,6,35,17.1428571428571
"2395","2021_00-0035184",3,1,24,4.16666666666667
"2396","2021_00-0035184",4,0,1,0
"2397","2021_00-0035187",1,27,77,35.0649350649351
"2398","2021_00-0035187",2,16,56,28.5714285714286
"2399","2021_00-0035187",3,2,33,6.06060606060606
"2400","2021_00-0035187",4,0,7,0
"2401","2021_00-0035208",1,227,426,53.2863849765258
"2402","2021_00-0035208",2,185,326,56.7484662576687
"2403","2021_00-0035208",3,146,214,68.2242990654206
"2404","2021_00-0035208",4,16,23,69.5652173913043
"2405","2021_00-0035215",1,86,229,37.5545851528384
"2406","2021_00-0035215",2,76,205,37.0731707317073
"2407","2021_00-0035215",3,81,147,55.1020408163265
"2408","2021_00-0035215",4,7,11,63.6363636363636
"2409","2021_00-0035216",1,421,469,89.7654584221748
"2410","2021_00-0035216",2,342,377,90.7161803713528
"2411","2021_00-0035216",3,228,244,93.4426229508197
"2412","2021_00-0035216",4,21,28,75
"2413","2021_00-0035217",1,55,443,12.4153498871332
"2414","2021_00-0035217",2,49,360,13.6111111111111
"2415","2021_00-0035217",3,21,238,8.82352941176471
"2416","2021_00-0035217",4,3,30,10
"2417","2021_00-0035218",1,20,206,9.70873786407767
"2418","2021_00-0035218",2,11,167,6.58682634730539
"2419","2021_00-0035218",3,7,99,7.07070707070707
"2420","2021_00-0035218",4,1,3,33.3333333333333
"2421","2021_00-0035222",1,235,502,46.8127490039841
"2422","2021_00-0035222",2,163,405,40.2469135802469
"2423","2021_00-0035222",3,65,268,24.2537313432836
"2424","2021_00-0035222",4,13,30,43.3333333333333
"2425","2021_00-0035228",1,407,415,98.0722891566265
"2426","2021_00-0035228",2,327,333,98.1981981981982
"2427","2021_00-0035228",3,193,196,98.469387755102
"2428","2021_00-0035228",4,22,23,95.6521739130435
"2429","2021_00-0035229",1,262,326,80.3680981595092
"2430","2021_00-0035229",2,205,249,82.3293172690763
"2431","2021_00-0035229",3,148,159,93.0817610062893
"2432","2021_00-0035229",4,23,26,88.4615384615385
"2433","2021_00-0035233",1,151,211,71.563981042654
"2434","2021_00-0035233",2,107,145,73.7931034482759
"2435","2021_00-0035233",3,72,93,77.4193548387097
"2436","2021_00-0035233",4,10,14,71.4285714285714
"2437","2021_00-0035234",1,353,355,99.4366197183099
"2438","2021_00-0035234",2,286,287,99.6515679442509
"2439","2021_00-0035234",3,203,204,99.5098039215686
"2440","2021_00-0035234",4,18,18,100
"2441","2021_00-0035235",1,396,397,99.7481108312343
"2442","2021_00-0035235",2,307,307,100
"2443","2021_00-0035235",3,200,201,99.5024875621891
"2444","2021_00-0035235",4,23,23,100
"2445","2021_00-0035237",1,448,448,100
"2446","2021_00-0035237",2,337,337,100
"2447","2021_00-0035237",3,214,214,100
"2448","2021_00-0035237",4,28,28,100
"2449","2021_00-0035238",1,174,262,66.412213740458
"2450","2021_00-0035238",2,139,197,70.5583756345178
"2451","2021_00-0035238",3,83,120,69.1666666666667
"2452","2021_00-0035238",4,7,10,70
"2453","2021_00-0035242",1,215,229,93.8864628820961
"2454","2021_00-0035242",2,184,192,95.8333333333333
"2455","2021_00-0035242",3,128,135,94.8148148148148
"2456","2021_00-0035242",4,10,12,83.3333333333333
"2457","2021_00-0035243",1,222,390,56.9230769230769
"2458","2021_00-0035243",2,154,283,54.416961130742
"2459","2021_00-0035243",3,68,178,38.2022471910112
"2460","2021_00-0035243",4,8,24,33.3333333333333
"2461","2021_00-0035245",1,253,298,84.8993288590604
"2462","2021_00-0035245",2,204,245,83.265306122449
"2463","2021_00-0035245",3,140,172,81.3953488372093
"2464","2021_00-0035245",4,12,14,85.7142857142857
"2465","2021_00-0035246",1,71,477,14.8846960167715
"2466","2021_00-0035246",2,66,346,19.0751445086705
"2467","2021_00-0035246",3,22,218,10.0917431192661
"2468","2021_00-0035246",4,9,28,32.1428571428571
"2469","2021_00-0035249",1,82,427,19.2037470725995
"2470","2021_00-0035249",2,49,307,15.9609120521173
"2471","2021_00-0035249",3,20,171,11.6959064327485
"2472","2021_00-0035249",4,3,21,14.2857142857143
"2473","2021_00-0035250",1,342,527,64.8956356736243
"2474","2021_00-0035250",2,252,386,65.2849740932643
"2475","2021_00-0035250",3,116,229,50.6550218340611
"2476","2021_00-0035250",4,17,23,73.9130434782609
"2477","2021_00-0035252",1,37,85,43.5294117647059
"2478","2021_00-0035252",2,28,62,45.1612903225806
"2479","2021_00-0035252",3,10,29,34.4827586206897
"2480","2021_00-0035259",1,90,310,29.0322580645161
"2481","2021_00-0035259",2,56,235,23.8297872340426
"2482","2021_00-0035259",3,11,147,7.48299319727891
"2483","2021_00-0035259",4,6,22,27.2727272727273
"2484","2021_00-0035261",1,165,447,36.9127516778523
"2485","2021_00-0035261",2,110,332,33.1325301204819
"2486","2021_00-0035261",3,72,217,33.1797235023041
"2487","2021_00-0035261",4,3,20,15
"2488","2021_00-0035263",1,42,93,45.1612903225806
"2489","2021_00-0035263",2,27,69,39.1304347826087
"2490","2021_00-0035263",3,21,52,40.3846153846154
"2491","2021_00-0035263",4,5,9,55.5555555555556
"2492","2021_00-0035266",1,269,286,94.0559440559441
"2493","2021_00-0035266",2,210,219,95.8904109589041
"2494","2021_00-0035266",3,142,149,95.3020134228188
"2495","2021_00-0035266",4,19,21,90.4761904761905
"2496","2021_00-0035268",1,18,49,36.734693877551
"2497","2021_00-0035268",2,15,41,36.5853658536585
"2498","2021_00-0035268",3,2,26,7.69230769230769
"2499","2021_00-0035268",4,0,1,0
"2500","2021_00-0035273",1,30,147,20.4081632653061
"2501","2021_00-0035273",2,21,118,17.7966101694915
"2502","2021_00-0035273",3,10,71,14.0845070422535
"2503","2021_00-0035273",4,5,9,55.5555555555556
"2504","2021_00-0035287",1,1,27,3.7037037037037
"2505","2021_00-0035287",2,0,21,0
"2506","2021_00-0035287",3,1,14,7.14285714285714
"2507","2021_00-0035287",4,0,3,0
"2508","2021_00-0035289",1,67,123,54.4715447154472
"2509","2021_00-0035289",2,56,90,62.2222222222222
"2510","2021_00-0035289",3,38,57,66.6666666666667
"2511","2021_00-0035289",4,6,6,100
"2512","2021_00-0035291",1,8,40,20
"2513","2021_00-0035291",2,10,40,25
"2514","2021_00-0035291",3,8,31,25.8064516129032
"2515","2021_00-0035291",4,0,2,0
"2516","2021_00-0035295",1,213,295,72.2033898305085
"2517","2021_00-0035295",2,168,229,73.3624454148472
"2518","2021_00-0035295",3,109,139,78.4172661870504
"2519","2021_00-0035295",4,10,11,90.9090909090909
"2520","2021_00-0035298",1,69,255,27.0588235294118
"2521","2021_00-0035298",2,46,195,23.5897435897436
"2522","2021_00-0035298",3,31,110,28.1818181818182
"2523","2021_00-0035298",4,6,10,60
"2524","2021_00-0035300",1,267,357,74.7899159663866
"2525","2021_00-0035300",2,190,269,70.6319702602231
"2526","2021_00-0035300",3,113,162,69.7530864197531
"2527","2021_00-0035300",4,13,21,61.9047619047619
"2528","2021_00-0035304",1,2,81,2.46913580246914
"2529","2021_00-0035304",2,1,57,1.75438596491228
"2530","2021_00-0035304",3,0,45,0
"2531","2021_00-0035304",4,0,1,0
"2532","2021_00-0035308",1,108,315,34.2857142857143
"2533","2021_00-0035308",2,71,231,30.7359307359307
"2534","2021_00-0035308",3,30,144,20.8333333333333
"2535","2021_00-0035308",4,6,10,60
"2536","2021_00-0035311",1,222,460,48.2608695652174
"2537","2021_00-0035311",2,214,375,57.0666666666667
"2538","2021_00-0035311",3,112,244,45.9016393442623
"2539","2021_00-0035311",4,8,23,34.7826086956522
"2540","2021_00-0035317",1,6,85,7.05882352941176
"2541","2021_00-0035317",2,5,72,6.94444444444444
"2542","2021_00-0035317",3,4,44,9.09090909090909
"2543","2021_00-0035317",4,1,4,25
"2544","2021_00-0035328",1,259,259,100
"2545","2021_00-0035328",2,193,193,100
"2546","2021_00-0035328",3,118,118,100
"2547","2021_00-0035328",4,24,24,100
"2548","2021_00-0035329",1,177,398,44.4723618090452
"2549","2021_00-0035329",2,132,305,43.2786885245902
"2550","2021_00-0035329",3,31,188,16.4893617021277
"2551","2021_00-0035329",4,9,28,32.1428571428571
"2552","2021_00-0035341",1,27,155,17.4193548387097
"2553","2021_00-0035341",2,26,134,19.4029850746269
"2554","2021_00-0035341",3,24,90,26.6666666666667
"2555","2021_00-0035341",4,2,8,25
"2556","2021_00-0035342",1,16,177,9.03954802259887
"2557","2021_00-0035342",2,9,155,5.80645161290323
"2558","2021_00-0035342",3,33,97,34.020618556701
"2559","2021_00-0035342",4,2,4,50
"2560","2021_00-0035345",1,40,154,25.974025974026
"2561","2021_00-0035345",2,17,131,12.9770992366412
"2562","2021_00-0035345",3,4,93,4.3010752688172
"2563","2021_00-0035345",4,1,7,14.2857142857143
"2564","2021_00-0035350",1,76,202,37.6237623762376
"2565","2021_00-0035350",2,67,178,37.6404494382022
"2566","2021_00-0035350",3,29,104,27.8846153846154
"2567","2021_00-0035350",4,3,8,37.5
"2568","2021_00-0035355",1,278,345,80.5797101449275
"2569","2021_00-0035355",2,205,253,81.0276679841897
"2570","2021_00-0035355",3,131,158,82.9113924050633
"2571","2021_00-0035355",4,20,23,86.9565217391304
"2572","2021_00-0035356",1,70,258,27.1317829457364
"2573","2021_00-0035356",2,61,204,29.9019607843137
"2574","2021_00-0035356",3,32,130,24.6153846153846
"2575","2021_00-0035356",4,3,14,21.4285714285714
"2576","2021_00-0035359",1,23,76,30.2631578947368
