"","yearly_id","down","snap_count","team_snaps","snap_down_usage"
"947","2021_00-0032257",3,17,64,26.5625
"948","2021_00-0032257",4,3,5,60
"949","2021_00-0032259",1,465,465,100
"950","2021_00-0032259",2,335,336,99.7023809523809
"951","2021_00-0032259",3,220,221,99.5475113122172
"952","2021_00-0032259",4,29,30,96.6666666666667
"953","2021_00-0032268",1,3,191,1.57068062827225
"954","2021_00-0032268",2,6,151,3.97350993377483
"955","2021_00-0032268",3,1,95,1.05263157894737
"956","2021_00-0032268",4,1,6,16.6666666666667
"957","2021_00-0032319",1,11,108,10.1851851851852
"958","2021_00-0032319",2,9,89,10.1123595505618
"959","2021_00-0032319",3,8,48,16.6666666666667
"960","2021_00-0032319",4,1,3,33.3333333333333
"961","2021_00-0032355",1,140,459,30.5010893246187
"962","2021_00-0032355",2,153,354,43.2203389830509
"963","2021_00-0032355",3,153,225,68
"964","2021_00-0032355",4,17,24,70.8333333333333
"965","2021_00-0032380",1,105,120,87.5
"966","2021_00-0032380",2,88,101,87.1287128712871
"967","2021_00-0032380",3,63,73,86.3013698630137
"968","2021_00-0032380",4,4,6,66.6666666666667
"969","2021_00-0032381",1,160,174,91.9540229885057
"970","2021_00-0032381",2,132,141,93.6170212765958
"971","2021_00-0032381",3,94,101,93.0693069306931
"972","2021_00-0032381",4,13,14,92.8571428571429
"973","2021_00-0032383",1,397,400,99.25
"974","2021_00-0032383",2,295,298,98.993288590604
"975","2021_00-0032383",3,180,184,97.8260869565217
"976","2021_00-0032383",4,21,22,95.4545454545455
"977","2021_00-0032384",1,169,181,93.3701657458564
"978","2021_00-0032384",2,135,144,93.75
"979","2021_00-0032384",3,87,92,94.5652173913043
"980","2021_00-0032384",4,15,15,100
"981","2021_00-0032385",1,122,175,69.7142857142857
"982","2021_00-0032385",2,98,130,75.3846153846154
"983","2021_00-0032385",3,71,93,76.3440860215054
"984","2021_00-0032385",4,9,12,75
"985","2021_00-0032391",1,646,651,99.2319508448541
"986","2021_00-0032391",2,473,476,99.3697478991597
"987","2021_00-0032391",3,265,267,99.250936329588
"988","2021_00-0032391",4,14,14,100
"989","2021_00-0032392",1,332,460,72.1739130434783
"990","2021_00-0032392",2,225,335,67.1641791044776
"991","2021_00-0032392",3,127,217,58.5253456221198
"992","2021_00-0032392",4,19,33,57.5757575757576
"993","2021_00-0032394",1,73,118,61.864406779661
"994","2021_00-0032394",2,53,106,50
"995","2021_00-0032394",3,28,77,36.3636363636364
"996","2021_00-0032394",4,7,8,87.5
"997","2021_00-0032395",1,175,205,85.3658536585366
"998","2021_00-0032395",2,123,147,83.6734693877551
"999","2021_00-0032395",3,82,99,82.8282828282828
"1000","2021_00-0032395",4,11,11,100
"1001","2021_00-0032398",1,98,254,38.5826771653543
"1002","2021_00-0032398",2,90,203,44.3349753694581
"1003","2021_00-0032398",3,48,144,33.3333333333333
"1004","2021_00-0032398",4,4,13,30.7692307692308
"1005","2021_00-0032419",1,134,283,47.3498233215548
"1006","2021_00-0032419",2,107,227,47.136563876652
"1007","2021_00-0032419",3,72,155,46.4516129032258
"1008","2021_00-0032419",4,12,20,60
"1009","2021_00-0032420",1,249,261,95.4022988505747
"1010","2021_00-0032420",2,189,195,96.9230769230769
"1011","2021_00-0032420",3,117,123,95.1219512195122
"1012","2021_00-0032420",4,4,7,57.1428571428571
"1013","2021_00-0032426",1,132,282,46.8085106382979
"1014","2021_00-0032426",2,103,212,48.5849056603774
"1015","2021_00-0032426",3,24,130,18.4615384615385
"1016","2021_00-0032426",4,2,7,28.5714285714286
"1017","2021_00-0032432",1,174,279,62.3655913978495
"1018","2021_00-0032432",2,120,194,61.8556701030928
"1019","2021_00-0032432",3,74,123,60.1626016260163
"1020","2021_00-0032432",4,15,23,65.2173913043478
"1021","2021_00-0032433",1,0,15,0
"1022","2021_00-0032433",2,1,12,8.33333333333333
"1023","2021_00-0032433",3,1,11,9.09090909090909
"1024","2021_00-0032433",4,1,4,25
"1025","2021_00-0032434",1,29,158,18.3544303797468
"1026","2021_00-0032434",2,27,129,20.9302325581395
"1027","2021_00-0032434",3,23,77,29.8701298701299
"1028","2021_00-0032434",4,2,9,22.2222222222222
"1029","2021_00-0032445",1,352,383,91.9060052219321
"1030","2021_00-0032445",2,266,289,92.0415224913495
"1031","2021_00-0032445",3,161,175,92
"1032","2021_00-0032445",4,14,14,100
"1033","2021_00-0032450",1,6,53,11.3207547169811
"1034","2021_00-0032450",2,5,50,10
"1035","2021_00-0032450",3,1,37,2.7027027027027
"1036","2021_00-0032450",4,0,1,0
"1037","2021_00-0032455",1,5,93,5.37634408602151
"1038","2021_00-0032455",2,3,70,4.28571428571429
"1039","2021_00-0032455",3,2,47,4.25531914893617
"1040","2021_00-0032455",4,0,2,0
"1041","2021_00-0032464",1,285,390,73.0769230769231
"1042","2021_00-0032464",2,226,303,74.5874587458746
"1043","2021_00-0032464",3,158,200,79
"1044","2021_00-0032464",4,24,35,68.5714285714286
"1045","2021_00-0032466",1,376,418,89.9521531100478
"1046","2021_00-0032466",2,286,317,90.2208201892744
"1047","2021_00-0032466",3,177,191,92.6701570680628
"1048","2021_00-0032466",4,27,27,100
"1049","2021_00-0032520",1,146,181,80.6629834254144
"1050","2021_00-0032520",2,116,134,86.5671641791045
"1051","2021_00-0032520",3,76,85,89.4117647058824
"1052","2021_00-0032520",4,8,8,100
"1053","2021_00-0032528",1,40,91,43.956043956044
"1054","2021_00-0032528",2,32,71,45.0704225352113
"1055","2021_00-0032528",3,17,35,48.5714285714286
"1056","2021_00-0032528",4,1,3,33.3333333333333
"1057","2021_00-0032543",1,32,418,7.6555023923445
"1058","2021_00-0032543",2,15,318,4.71698113207547
"1059","2021_00-0032543",3,12,202,5.94059405940594
"1060","2021_00-0032543",4,1,27,3.7037037037037
"1061","2021_00-0032575",1,255,314,81.2101910828026
"1062","2021_00-0032575",2,196,235,83.4042553191489
"1063","2021_00-0032575",3,144,175,82.2857142857143
"1064","2021_00-0032575",4,15,23,65.2173913043478
"1065","2021_00-0032602",1,107,333,32.1321321321321
"1066","2021_00-0032602",2,99,237,41.7721518987342
"1067","2021_00-0032602",3,123,148,83.1081081081081
"1068","2021_00-0032602",4,15,25,60
"1069","2021_00-0032626",1,20,68,29.4117647058824
"1070","2021_00-0032626",2,18,60,30
"1071","2021_00-0032626",3,9,48,18.75
"1072","2021_00-0032626",4,0,5,0
"1073","2021_00-0032688",1,375,476,78.781512605042
"1074","2021_00-0032688",2,314,363,86.5013774104683
"1075","2021_00-0032688",3,208,230,90.4347826086957
"1076","2021_00-0032688",4,23,30,76.6666666666667
"1077","2021_00-0032701",1,2,63,3.17460317460317
"1078","2021_00-0032701",2,2,46,4.34782608695652
"1079","2021_00-0032701",3,2,27,7.40740740740741
"1080","2021_00-0032701",4,0,6,0
"1081","2021_00-0032725",1,168,492,34.1463414634146
"1082","2021_00-0032725",2,113,377,29.973474801061
"1083","2021_00-0032725",3,31,232,13.3620689655172
"1084","2021_00-0032725",4,7,37,18.9189189189189
"1085","2021_00-0032741",1,59,248,23.7903225806452
"1086","2021_00-0032741",2,43,202,21.2871287128713
"1087","2021_00-0032741",3,13,113,11.5044247787611
"1088","2021_00-0032741",4,1,7,14.2857142857143
"1089","2021_00-0032764",1,241,281,85.7651245551601
"1090","2021_00-0032764",2,163,210,77.6190476190476
"1091","2021_00-0032764",3,25,128,19.53125
"1092","2021_00-0032764",4,7,13,53.8461538461538
"1093","2021_00-0032766",1,37,87,42.5287356321839
"1094","2021_00-0032766",2,26,62,41.9354838709677
"1095","2021_00-0032766",3,17,40,42.5
"1096","2021_00-0032766",4,1,5,20
"1097","2021_00-0032768",1,419,419,100
"1098","2021_00-0032768",2,325,325,100
"1099","2021_00-0032768",3,207,207,100
"1100","2021_00-0032768",4,32,32,100
"1101","2021_00-0032775",1,349,651,53.6098310291859
"1102","2021_00-0032775",2,299,476,62.8151260504202
"1103","2021_00-0032775",3,183,267,68.5393258426966
"1104","2021_00-0032775",4,8,14,57.1428571428571
"1105","2021_00-0032778",1,186,381,48.8188976377953
"1106","2021_00-0032778",2,165,292,56.5068493150685
"1107","2021_00-0032778",3,126,198,63.6363636363636
"1108","2021_00-0032778",4,8,21,38.0952380952381
"1109","2021_00-0032779",1,15,15,100
"1110","2021_00-0032779",2,11,12,91.6666666666667
"1111","2021_00-0032779",3,10,11,90.9090909090909
"1112","2021_00-0032779",4,3,4,75
"1113","2021_00-0032780",1,73,230,31.7391304347826
"1114","2021_00-0032780",2,57,173,32.9479768786127
"1115","2021_00-0032780",3,32,111,28.8288288288288
"1116","2021_00-0032780",4,6,10,60
"1117","2021_00-0032782",1,4,65,6.15384615384615
"1118","2021_00-0032782",2,4,38,10.5263157894737
"1119","2021_00-0032782",3,12,30,40
"1120","2021_00-0032782",4,1,1,100
"1121","2021_00-0032784",1,3,29,10.3448275862069
"1122","2021_00-0032784",2,3,20,15
"1123","2021_00-0032784",3,1,11,9.09090909090909
"1124","2021_00-0032784",4,0,3,0
"1125","2021_00-0032785",1,351,365,96.1643835616438
"1126","2021_00-0032785",2,274,285,96.140350877193
"1127","2021_00-0032785",3,180,190,94.7368421052632
"1128","2021_00-0032785",4,33,35,94.2857142857143
"1129","2021_00-0032787",1,30,30,100
"1130","2021_00-0032787",2,26,26,100
"1131","2021_00-0032787",3,13,13,100
"1132","2021_00-0032791",1,61,334,18.2634730538922
"1133","2021_00-0032791",2,43,259,16.6023166023166
"1134","2021_00-0032791",3,33,175,18.8571428571429
"1135","2021_00-0032791",4,6,27,22.2222222222222
"1136","2021_00-0032813",1,50,401,12.4688279301746
"1137","2021_00-0032813",2,33,300,11
"1138","2021_00-0032813",3,26,222,11.7117117117117
"1139","2021_00-0032813",4,4,25,16
"1140","2021_00-0032877",1,2,20,10
"1141","2021_00-0032877",2,1,19,5.26315789473684
"1142","2021_00-0032877",3,1,14,7.14285714285714
"1143","2021_00-0032877",4,0,2,0
"1144","2021_00-0032881",1,1,26,3.84615384615385
"1145","2021_00-0032881",2,1,22,4.54545454545455
"1146","2021_00-0032881",3,1,17,5.88235294117647
"1147","2021_00-0032881",4,0,1,0
"1148","2021_00-0032897",1,46,453,10.1545253863135
"1149","2021_00-0032897",2,25,363,6.8870523415978
"1150","2021_00-0032897",3,3,243,1.23456790123457
"1151","2021_00-0032897",4,2,29,6.89655172413793
"1152","2021_00-0032918",1,208,470,44.2553191489362
"1153","2021_00-0032918",2,105,360,29.1666666666667
"1154","2021_00-0032918",3,20,235,8.51063829787234
"1155","2021_00-0032918",4,4,19,21.0526315789474
"1156","2021_00-0032950",1,477,487,97.9466119096509
"1157","2021_00-0032950",2,356,363,98.0716253443526
"1158","2021_00-0032950",3,216,221,97.737556561086
"1159","2021_00-0032950",4,25,26,96.1538461538462
"1160","2021_00-0032951",1,186,292,63.6986301369863
"1161","2021_00-0032951",2,141,219,64.3835616438356
"1162","2021_00-0032951",3,83,150,55.3333333333333
"1163","2021_00-0032951",4,13,16,81.25
"1164","2021_00-0032954",1,77,86,89.5348837209302
"1165","2021_00-0032954",2,56,60,93.3333333333333
"1166","2021_00-0032954",3,35,39,89.7435897435898
"1167","2021_00-0032954",4,3,5,60
"1168","2021_00-0032956",1,54,375,14.4
"1169","2021_00-0032956",2,24,271,8.85608856088561
"1170","2021_00-0032956",3,11,180,6.11111111111111
"1171","2021_00-0032956",4,1,26,3.84615384615385
"1172","2021_00-0032965",1,29,29,100
"1173","2021_00-0032965",2,23,23,100
"1174","2021_00-0032965",3,11,11,100
"1175","2021_00-0032972",1,182,370,49.1891891891892
"1176","2021_00-0032972",2,141,279,50.5376344086022
"1177","2021_00-0032972",3,118,206,57.2815533980583
"1178","2021_00-0032972",4,15,27,55.5555555555556
"1179","2021_00-0032975",1,13,133,9.77443609022556
"1180","2021_00-0032975",2,16,93,17.2043010752688
"1181","2021_00-0032975",3,22,73,30.1369863013699
"1182","2021_00-0032975",4,3,6,50
"1183","2021_00-0032977",1,197,428,46.0280373831776
"1184","2021_00-0032977",2,163,314,51.9108280254777
"1185","2021_00-0032977",3,138,206,66.9902912621359
"1186","2021_00-0032977",4,20,32,62.5
"1187","2021_00-0032980",1,91,199,45.7286432160804
"1188","2021_00-0032980",2,71,152,46.7105263157895
"1189","2021_00-0032980",3,44,100,44
"1190","2021_00-0032980",4,2,11,18.1818181818182
"1191","2021_00-0032986",1,31,354,8.75706214689266
"1192","2021_00-0032986",2,24,271,8.85608856088561
"1193","2021_00-0032986",3,4,168,2.38095238095238
"1194","2021_00-0032986",4,4,30,13.3333333333333
"1195","2021_00-0033006",1,9,156,5.76923076923077
"1196","2021_00-0033006",2,8,133,6.01503759398496
"1197","2021_00-0033006",3,7,84,8.33333333333333
"1198","2021_00-0033006",4,0,7,0
"1199","2021_00-0033009",1,383,491,78.0040733197556
"1200","2021_00-0033009",2,322,380,84.7368421052632
"1201","2021_00-0033009",3,219,231,94.8051948051948
"1202","2021_00-0033009",4,19,20,95
"1203","2021_00-0033011",1,391,396,98.7373737373737
"1204","2021_00-0033011",2,303,306,99.0196078431373
"1205","2021_00-0033011",3,179,182,98.3516483516484
"1206","2021_00-0033011",4,28,28,100
"1207","2021_00-0033025",1,20,322,6.2111801242236
"1208","2021_00-0033025",2,19,261,7.27969348659004
"1209","2021_00-0033025",3,104,156,66.6666666666667
"1210","2021_00-0033025",4,3,14,21.4285714285714
"1211","2021_00-0033040",1,496,651,76.1904761904762
"1212","2021_00-0033040",2,340,476,71.4285714285714
"1213","2021_00-0033040",3,221,267,82.7715355805243
"1214","2021_00-0033040",4,11,14,78.5714285714286
"1215","2021_00-0033045",1,327,490,66.734693877551
"1216","2021_00-0033045",2,252,376,67.0212765957447
"1217","2021_00-0033045",3,152,250,60.8
"1218","2021_00-0033045",4,20,25,80
"1219","2021_00-0033057",1,164,209,78.4688995215311
"1220","2021_00-0033057",2,117,154,75.974025974026
"1221","2021_00-0033057",3,70,91,76.9230769230769
"1222","2021_00-0033057",4,12,16,75
"1223","2021_00-0033065",1,38,55,69.0909090909091
"1224","2021_00-0033065",2,32,45,71.1111111111111
"1225","2021_00-0033065",3,22,32,68.75
"1226","2021_00-0033065",4,3,6,50
"1227","2021_00-0033077",1,445,462,96.3203463203463
"1228","2021_00-0033077",2,338,351,96.2962962962963
"1229","2021_00-0033077",3,222,235,94.468085106383
"1230","2021_00-0033077",4,25,25,100
"1231","2021_00-0033082",1,417,418,99.7607655502392
"1232","2021_00-0033082",2,301,301,100
"1233","2021_00-0033082",3,185,185,100
"1234","2021_00-0033082",4,22,22,100
"1235","2021_00-0033090",1,297,470,63.1914893617021
"1236","2021_00-0033090",2,257,356,72.1910112359551
"1237","2021_00-0033090",3,197,221,89.1402714932127
"1238","2021_00-0033090",4,15,18,83.3333333333333
"1239","2021_00-0033094",1,9,42,21.4285714285714
"1240","2021_00-0033094",2,3,37,8.10810810810811
"1241","2021_00-0033094",3,2,19,10.5263157894737
"1242","2021_00-0033094",4,3,3,100
"1243","2021_00-0033095",1,85,248,34.2741935483871
"1244","2021_00-0033095",2,58,216,26.8518518518519
"1245","2021_00-0033095",3,15,147,10.2040816326531
"1246","2021_00-0033095",4,1,12,8.33333333333333
"1247","2021_00-0033106",1,349,351,99.4301994301994
"1248","2021_00-0033106",2,266,268,99.2537313432836
"1249","2021_00-0033106",3,172,174,98.8505747126437
"1250","2021_00-0033106",4,31,33,93.9393939393939
"1251","2021_00-0033110",1,455,513,88.6939571150098
"1252","2021_00-0033110",2,337,389,86.6323907455013
"1253","2021_00-0033110",3,204,233,87.5536480686695
"1254","2021_00-0033110",4,16,18,88.8888888888889
"1255","2021_00-0033111",1,48,141,34.0425531914894
"1256","2021_00-0033111",2,47,120,39.1666666666667
"1257","2021_00-0033111",3,29,87,33.3333333333333
"1258","2021_00-0033111",4,3,7,42.8571428571429
"1259","2021_00-0033112",1,8,25,32
"1260","2021_00-0033112",2,2,19,10.5263157894737
"1261","2021_00-0033112",3,2,14,14.2857142857143
"1262","2021_00-0033114",1,62,341,18.1818181818182
"1263","2021_00-0033114",2,50,263,19.0114068441065
"1264","2021_00-0033114",3,31,163,19.0184049079755
"1265","2021_00-0033114",4,1,12,8.33333333333333
"1266","2021_00-0033118",1,116,351,33.048433048433
"1267","2021_00-0033118",2,103,278,37.0503597122302
"1268","2021_00-0033118",3,56,157,35.6687898089172
"1269","2021_00-0033118",4,6,14,42.8571428571429
"1270","2021_00-0033119",1,150,279,53.763440860215
"1271","2021_00-0033119",2,127,216,58.7962962962963
"1272","2021_00-0033119",3,88,152,57.8947368421053
"1273","2021_00-0033119",4,11,20,55
"1274","2021_00-0033127",1,23,54,42.5925925925926
"1275","2021_00-0033127",2,21,43,48.8372093023256
"1276","2021_00-0033127",3,17,31,54.8387096774194
"1277","2021_00-0033127",4,4,7,57.1428571428571
"1278","2021_00-0033161",1,3,24,12.5
"1279","2021_00-0033161",2,2,18,11.1111111111111
"1280","2021_00-0033161",3,2,12,16.6666666666667
"1281","2021_00-0033161",4,0,3,0
"1282","2021_00-0033215",1,44,125,35.2
"1283","2021_00-0033215",2,42,108,38.8888888888889
"1284","2021_00-0033215",3,28,63,44.4444444444444
"1285","2021_00-0033215",4,0,4,0
"1286","2021_00-0033217",1,287,487,58.9322381930185
"1287","2021_00-0033217",2,199,363,54.8209366391185
"1288","2021_00-0033217",3,95,221,42.9864253393665
"1289","2021_00-0033217",4,13,26,50
"1290","2021_00-0033221",1,563,565,99.646017699115
"1291","2021_00-0033221",2,402,404,99.5049504950495
"1292","2021_00-0033221",3,238,239,99.581589958159
"1293","2021_00-0033221",4,26,27,96.2962962962963
"1294","2021_00-0033246",1,58,180,32.2222222222222
"1295","2021_00-0033246",2,31,127,24.4094488188976
"1296","2021_00-0033246",3,9,71,12.6760563380282
"1297","2021_00-0033246",4,2,5,40
"1298","2021_00-0033251",1,391,459,85.1851851851852
"1299","2021_00-0033251",2,290,339,85.5457227138643
"1300","2021_00-0033251",3,181,205,88.2926829268293
"1301","2021_00-0033251",4,14,25,56
"1302","2021_00-0033258",1,146,439,33.2574031890661
"1303","2021_00-0033258",2,89,351,25.3561253561254
"1304","2021_00-0033258",3,20,216,9.25925925925926
"1305","2021_00-0033258",4,6,26,23.0769230769231
"1306","2021_00-0033266",1,2,69,2.89855072463768
"1307","2021_00-0033266",2,3,52,5.76923076923077
"1308","2021_00-0033266",3,5,39,12.8205128205128
"1309","2021_00-0033266",4,0,5,0
"1310","2021_00-0033275",1,56,145,38.6206896551724
"1311","2021_00-0033275",2,41,111,36.9369369369369
"1312","2021_00-0033275",3,25,74,33.7837837837838
"1313","2021_00-0033275",4,6,9,66.6666666666667
"1314","2021_00-0033280",1,125,206,60.6796116504854
"1315","2021_00-0033280",2,87,153,56.8627450980392
"1316","2021_00-0033280",3,56,90,62.2222222222222
"1317","2021_00-0033280",4,5,9,55.5555555555556
"1318","2021_00-0033282",1,43,164,26.219512195122
"1319","2021_00-0033282",2,33,116,28.448275862069
"1320","2021_00-0033282",3,8,71,11.2676056338028
"1321","2021_00-0033282",4,2,10,20
"1322","2021_00-0033284",1,473,476,99.3697478991597
"1323","2021_00-0033284",2,363,363,100
"1324","2021_00-0033284",3,229,230,99.5652173913043
"1325","2021_00-0033284",4,30,30,100
"1326","2021_00-0033288",1,439,479,91.6492693110647
"1327","2021_00-0033288",2,328,351,93.4472934472934
"1328","2021_00-0033288",3,193,204,94.6078431372549
"1329","2021_00-0033288",4,18,21,85.7142857142857
"1330","2021_00-0033290",1,118,130,90.7692307692308
"1331","2021_00-0033290",2,94,103,91.2621359223301
"1332","2021_00-0033290",3,57,63,90.4761904761905
"1333","2021_00-0033290",4,5,6,83.3333333333333
"1334","2021_00-0033292",1,10,56,17.8571428571429
"1335","2021_00-0033292",2,11,40,27.5
"1336","2021_00-0033292",3,12,26,46.1538461538462
"1337","2021_00-0033292",4,1,3,33.3333333333333
"1338","2021_00-0033293",1,263,451,58.3148558758315
"1339","2021_00-0033293",2,188,331,56.797583081571
"1340","2021_00-0033293",3,126,197,63.9593908629442
"1341","2021_00-0033293",4,15,21,71.4285714285714
"1342","2021_00-0033296",1,25,181,13.8121546961326
"1343","2021_00-0033296",2,19,154,12.3376623376623
"1344","2021_00-0033296",3,1,104,0.961538461538462
"1345","2021_00-0033296",4,0,5,0
"1346","2021_00-0033300",1,22,67,32.8358208955224
"1347","2021_00-0033300",2,22,55,40
"1348","2021_00-0033300",3,16,39,41.025641025641
"1349","2021_00-0033300",4,4,6,66.6666666666667
"1350","2021_00-0033307",1,223,470,47.4468085106383
"1351","2021_00-0033307",2,191,356,53.6516853932584
"1352","2021_00-0033307",3,187,221,84.6153846153846
"1353","2021_00-0033307",4,15,18,83.3333333333333
"1354","2021_00-0033308",1,32,203,15.7635467980296
"1355","2021_00-0033308",2,25,149,16.7785234899329
"1356","2021_00-0033308",3,16,94,17.0212765957447
"1357","2021_00-0033308",4,0,6,0
"1358","2021_00-0033319",1,23,23,100
"1359","2021_00-0033319",2,19,19,100
"1360","2021_00-0033319",3,14,14,100
"1361","2021_00-0033319",4,1,1,100
"1362","2021_00-0033338",1,26,250,10.4
"1363","2021_00-0033338",2,15,194,7.7319587628866
"1364","2021_00-0033338",3,10,131,7.63358778625954
"1365","2021_00-0033338",4,1,13,7.69230769230769
"1366","2021_00-0033357",1,74,167,44.311377245509
"1367","2021_00-0033357",2,76,153,49.6732026143791
"1368","2021_00-0033357",3,41,108,37.962962962963
"1369","2021_00-0033357",4,2,7,28.5714285714286
"1370","2021_00-0033367",1,35,184,19.0217391304348
"1371","2021_00-0033367",2,23,128,17.96875
"1372","2021_00-0033367",3,22,90,24.4444444444444
"1373","2021_00-0033367",4,1,11,9.09090909090909
"1374","2021_00-0033375",1,342,423,80.8510638297872
"1375","2021_00-0033375",2,261,315,82.8571428571429
"1376","2021_00-0033375",3,172,203,84.7290640394089
"1377","2021_00-0033375",4,22,23,95.6521739130435
"1378","2021_00-0033376",1,295,430,68.6046511627907
"1379","2021_00-0033376",2,183,319,57.3667711598746
"1380","2021_00-0033376",3,43,182,23.6263736263736
"1381","2021_00-0033376",4,11,19,57.8947368421053
"1382","2021_00-0033386",1,38,59,64.4067796610169
"1383","2021_00-0033386",2,34,46,73.9130434782609
"1384","2021_00-0033386",3,17,27,62.962962962963
"1385","2021_00-0033386",4,2,3,66.6666666666667
"1386","2021_00-0033387",1,67,186,36.0215053763441
"1387","2021_00-0033387",2,51,129,39.5348837209302
"1388","2021_00-0033387",3,32,78,41.025641025641
"1389","2021_00-0033387",4,5,12,41.6666666666667
"1390","2021_00-0033414",1,1,34,2.94117647058824
"1391","2021_00-0033414",2,1,31,3.2258064516129
"1392","2021_00-0033414",3,0,15,0
"1393","2021_00-0033421",1,164,385,42.5974025974026
"1394","2021_00-0033421",2,99,313,31.629392971246
"1395","2021_00-0033421",3,23,217,10.5990783410138
"1396","2021_00-0033421",4,4,18,22.2222222222222
"1397","2021_00-0033439",1,269,353,76.2039660056657
"1398","2021_00-0033439",2,200,285,70.1754385964912
"1399","2021_00-0033439",3,65,204,31.8627450980392
"1400","2021_00-0033439",4,5,18,27.7777777777778
"1401","2021_00-0033446",1,15,72,20.8333333333333
"1402","2021_00-0033446",2,13,64,20.3125
"1403","2021_00-0033446",3,5,28,17.8571428571429
"1404","2021_00-0033446",4,1,4,25
"1405","2021_00-0033455",1,114,415,27.4698795180723
"1406","2021_00-0033455",2,91,327,27.82874617737
"1407","2021_00-0033455",3,170,211,80.5687203791469
"1408","2021_00-0033455",4,16,22,72.7272727272727
"1409","2021_00-0033460",1,104,268,38.8059701492537
"1410","2021_00-0033460",2,65,196,33.1632653061224
"1411","2021_00-0033460",3,47,138,34.0579710144928
"1412","2021_00-0033460",4,2,14,14.2857142857143
"1413","2021_00-0033466",1,123,476,25.8403361344538
"1414","2021_00-0033466",2,89,345,25.7971014492754
"1415","2021_00-0033466",3,43,201,21.3930348258706
"1416","2021_00-0033466",4,5,21,23.8095238095238
"1417","2021_00-0033471",1,53,353,15.014164305949
"1418","2021_00-0033471",2,44,286,15.3846153846154
"1419","2021_00-0033471",3,22,181,12.1546961325967
"1420","2021_00-0033471",4,5,12,41.6666666666667
"1421","2021_00-0033481",1,30,586,5.11945392491468
"1422","2021_00-0033481",2,33,429,7.69230769230769
"1423","2021_00-0033481",3,13,242,5.37190082644628
"1424","2021_00-0033481",4,4,14,28.5714285714286
"1425","2021_00-0033490",1,2,63,3.17460317460317
"1426","2021_00-0033490",2,1,46,2.17391304347826
"1427","2021_00-0033490",3,1,24,4.16666666666667
"1428","2021_00-0033490",4,0,2,0
"1429","2021_00-0033505",1,0,30,0
"1430","2021_00-0033505",2,0,29,0
"1431","2021_00-0033505",3,1,16,6.25
"1432","2021_00-0033505",4,0,2,0
"1433","2021_00-0033511",1,183,296,61.8243243243243
"1434","2021_00-0033511",2,148,240,61.6666666666667
"1435","2021_00-0033511",3,90,139,64.7482014388489
"1436","2021_00-0033511",4,15,16,93.75
"1437","2021_00-0033526",1,67,466,14.3776824034335
"1438","2021_00-0033526",2,68,355,19.1549295774648
"1439","2021_00-0033526",3,147,214,68.6915887850467
"1440","2021_00-0033526",4,9,19,47.3684210526316
"1441","2021_00-0033528",1,53,419,12.6491646778043
"1442","2021_00-0033528",2,27,329,8.20668693009119
"1443","2021_00-0033528",3,16,219,7.30593607305936
"1444","2021_00-0033528",4,1,21,4.76190476190476
"1445","2021_00-0033529",1,218,236,92.3728813559322
"1446","2021_00-0033529",2,154,166,92.7710843373494
"1447","2021_00-0033529",3,92,100,92
"1448","2021_00-0033529",4,13,16,81.25
"1449","2021_00-0033536",1,366,460,79.5652173913043
"1450","2021_00-0033536",2,279,359,77.7158774373259
"1451","2021_00-0033536",3,185,222,83.3333333333333
"1452","2021_00-0033536",4,29,37,78.3783783783784
"1453","2021_00-0033538",1,358,363,98.6225895316804
"1454","2021_00-0033538",2,258,263,98.0988593155894
"1455","2021_00-0033538",3,171,174,98.2758620689655
"1456","2021_00-0033538",4,24,25,96
"1457","2021_00-0033550",1,2,30,6.66666666666667
"1458","2021_00-0033550",2,2,15,13.3333333333333
"1459","2021_00-0033550",3,0,7,0
"1460","2021_00-0033553",1,256,439,58.3143507972665
"1461","2021_00-0033553",2,205,355,57.7464788732394
"1462","2021_00-0033553",3,110,207,53.1400966183575
"1463","2021_00-0033553",4,15,23,65.2173913043478
"1464","2021_00-0033555",1,112,460,24.3478260869565
"1465","2021_00-0033555",2,95,375,25.3333333333333
"1466","2021_00-0033555",3,119,244,48.7704918032787
"1467","2021_00-0033555",4,8,23,34.7826086956522
"1468","2021_00-0033560",1,116,144,80.5555555555556
"1469","2021_00-0033560",2,94,116,81.0344827586207
"1470","2021_00-0033560",3,57,72,79.1666666666667
"1471","2021_00-0033560",4,7,7,100
"1472","2021_00-0033572",1,98,289,33.9100346020761
"1473","2021_00-0033572",2,90,214,42.0560747663551
"1474","2021_00-0033572",3,68,132,51.5151515151515
"1475","2021_00-0033572",4,10,19,52.6315789473684
"1476","2021_00-0033576",1,154,450,34.2222222222222
"1477","2021_00-0033576",2,98,329,29.7872340425532
"1478","2021_00-0033576",3,30,214,14.018691588785
"1479","2021_00-0033576",4,5,27,18.5185185185185
"1480","2021_00-0033589",1,9,53,16.9811320754717
"1481","2021_00-0033589",2,8,38,21.0526315789474
"1482","2021_00-0033589",3,8,29,27.5862068965517
"1483","2021_00-0033589",4,0,4,0
"1484","2021_00-0033591",1,127,404,31.4356435643564
"1485","2021_00-0033591",2,100,301,33.2225913621262
"1486","2021_00-0033591",3,77,194,39.6907216494845
"1487","2021_00-0033591",4,3,21,14.2857142857143
"1488","2021_00-0033592",1,205,262,78.2442748091603
"1489","2021_00-0033592",2,155,198,78.2828282828283
