"","yearly_id","down1","down2","down3","down4"
"202","2016_00-0027994",31.1594202898551,33.0097087378641,52.4590163934426,33.3333333333333
"203","2016_00-0027996",84,63.0434782608696,60,66.6666666666667
"204","2016_00-0028001",100,100,99.4736842105263,100
"205","2016_00-0028002",82.2660098522168,82.8178694158076,90.9090909090909,100
"206","2016_00-0028009",80.1204819277108,81.6326530612245,84.5238095238095,85.7142857142857
"207","2016_00-0028011",2.85714285714286,9.09090909090909,0,0
"208","2016_00-0028012",9.56521739130435,8.33333333333333,9.09090909090909,0
"209","2016_00-0028023",50,55.2631578947368,57.6923076923077,0
"210","2016_00-0028030",94.0334128878282,95.5271565495208,97.2972972972973,88.8888888888889
"211","2016_00-0028039",98.6702127659574,98.6622073578595,98.3425414364641,100
"212","2016_00-0028040",45.6140350877193,40.5405405405405,31.25,100
"213","2016_00-0028042",49.6551724137931,36.0869565217391,15.3225806451613,25
"214","2016_00-0028052",33.4905660377358,32.5581395348837,46.2365591397849,66.6666666666667
"215","2016_00-0028060",50.5494505494505,50.2415458937198,45.1612903225806,28.5714285714286
"216","2016_00-0028064",41.1057692307692,45.2012383900929,79.9019607843137,68.75
"217","2016_00-0028067",71.8367346938775,70.6896551724138,79.8245614035088,77.7777777777778
"218","2016_00-0028074",22.3557692307692,12.012987012987,6.09137055837564,22.2222222222222
"219","2016_00-0028076",99.3197278911565,99.4011976047904,99.1228070175439,100
"220","2016_00-0028083",47.9087452471483,44.8780487804878,48.8188976377953,66.6666666666667
"221","2016_00-0028087",36.283185840708,48.0446927374302,21.6,0
"222","2016_00-0028090",3.7037037037037,0,0,0
"223","2016_00-0028091",76,75.4545454545455,85.1351351351351,71.4285714285714
"224","2016_00-0028093",23.8297872340426,10.9826589595376,7.21649484536082,20
"225","2016_00-0028101",98.1818181818182,91.6666666666667,94.4444444444444,100
"226","2016_00-0028110",92.6553672316384,91.6083916083916,93.1428571428571,100
"227","2016_00-0028112",87.5,88.0281690140845,89.3258426966292,90
"228","2016_00-0028114",5.05050505050505,3.8961038961039,6,0
"229","2016_00-0028116",36.1313868613139,33.3333333333333,18.3168316831683,7.14285714285714
"230","2016_00-0028118",96.7914438502674,95.729537366548,98.2857142857143,88.8888888888889
"231","2016_00-0028121",4.9645390070922,3.96039603960396,1.58730158730159,0
"232","2016_00-0028129",100,100,100,100
"233","2016_00-0028142",65.1162790697674,61.1111111111111,52.9411764705882,37.5
"234","2016_00-0028152",88.8111888111888,87.7049180327869,85.3658536585366,71.4285714285714
"235","2016_00-0028198",30.6763285024155,26.9113149847095,64,53.3333333333333
"236","2016_00-0028202",48.7179487179487,50.4761904761905,65.2777777777778,71.4285714285714
"237","2016_00-0028237",78.173719376392,80.1749271137026,83.982683982684,66.6666666666667
"238","2016_00-0028240",31.2977099236641,30.3921568627451,33.3333333333333,75
"239","2016_00-0028249",20,21.4285714285714,8.33333333333333,0
"240","2016_00-0028274",100,100,100,100
"241","2016_00-0028409",10.2272727272727,11.9402985074627,6.52173913043478,16.6666666666667
"242","2016_00-0028411",89.8419864559819,93.9393939393939,94.2708333333333,100
"243","2016_00-0028434",81.5040650406504,85.0828729281768,92.3766816143498,87.5
"244","2016_00-0028497",46.6814159292035,52.5568181818182,65.8008658008658,62.5
"245","2016_00-0028570",47.3118279569892,50.9090909090909,62.5,100
"246","2016_00-0028581",37.2262773722628,30.2777777777778,14.3564356435644,50
"247","2016_00-0028595",36.3636363636364,39.0625,46.1538461538462,100
"248","2016_00-0028702",0,3.44827586206897,0,0
"249","2016_00-0028825",86.2155388471178,85.3242320819113,93.5,83.3333333333333
"250","2016_00-0028838",41.1290322580645,36.1111111111111,35.3448275862069,27.2727272727273
"251","2016_00-0028903",68,65.4545454545455,48.6486486486487,71.4285714285714
"252","2016_00-0028958",22.4832214765101,11.063829787234,4.93827160493827,9.09090909090909
"253","2016_00-0028986",100,100,100,100
"254","2016_00-0028987",39.3548387096774,28.755364806867,7.59493670886076,28.5714285714286
"255","2016_00-0028994",23.2876712328767,20.2453987730061,10.752688172043,0
"256","2016_00-0029000",53.2438478747204,68.955223880597,80.327868852459,25
"257","2016_00-0029004",9.80392156862745,13.1868131868132,41.4473684210526,33.3333333333333
"258","2016_00-0029010",93.66391184573,94.4444444444444,95.1048951048951,66.6666666666667
"259","2016_00-0029033",23.5042735042735,23.121387283237,22.9166666666667,0
"260","2016_00-0029048",0,0,100,0
"261","2016_00-0029076",98.9974937343358,98.9761092150171,99,100
"262","2016_00-0029091",93.1159420289855,93.5323383084577,92.6229508196721,100
"263","2016_00-0029119",20,8.82352941176471,1.28205128205128,0
"264","2016_00-0029129",68.2926829268293,68.1818181818182,75.6756756756757,85.7142857142857
"265","2016_00-0029137",92.4698795180723,91.5492957746479,99.2307692307692,100
"266","2016_00-0029139",31.25,37.7049180327869,35.8974358974359,0
"267","2016_00-0029141",15.2406417112299,18.1494661921708,5.19480519480519,25
"268","2016_00-0029144",20.6106870229008,20.7317073170732,30.952380952381,100
"269","2016_00-0029159",74.7967479674797,79.0055248618785,86.5470852017937,87.5
"270","2016_00-0029164",99.7732426303855,99.6884735202492,100,100
"271","2016_00-0029187",24.9097472924188,23.7113402061856,26.3157894736842,50
"272","2016_00-0029202",83.7209302325581,87.5,77.2727272727273,0
"273","2016_00-0029205",24.9322493224932,27.891156462585,29.5081967213115,62.5
"274","2016_00-0029239",5.20833333333333,5.71428571428571,7.01754385964912,0
"275","2016_00-0029253",100,100,100,100
"276","2016_00-0029263",96.3414634146341,95.3038674033149,96.4125560538117,100
"277","2016_00-0029268",69.6969696969697,70.5263157894737,71.1864406779661,0
"278","2016_00-0029269",50.6561679790026,65.625,82.4561403508772,62.5
"279","2016_00-0029273",17.7829099307159,19.8083067092652,65.9574468085106,40
"280","2016_00-0029275",35.2,35,62.3188405797101,33.3333333333333
"281","2016_00-0029278",54,54.0540540540541,63.6363636363636,100
"282","2016_00-0029293",91.7293233082707,93.015873015873,95.2380952380952,75
"283","2016_00-0029308",5.76923076923077,8.33333333333333,0,0
"284","2016_00-0029316",97.0779220779221,96.3800904977376,97.5609756097561,80
"285","2016_00-0029319",29.8850574712644,36.5957446808511,38.255033557047,44.4444444444444
"286","2016_00-0029336",21.3768115942029,20.7446808510638,31.3559322033898,50
"287","2016_00-0029384",17.7215189873418,19.1666666666667,23.030303030303,18.75
"288","2016_00-0029388",37.0689655172414,33.6170212765957,38.255033557047,44.4444444444444
"289","2016_00-0029391",37.9232505643341,23.030303030303,5.20833333333333,11.1111111111111
"290","2016_00-0029394",7.42049469964664,8.29268292682927,10.655737704918,20
"291","2016_00-0029413",99.6987951807229,99.5918367346939,99.4047619047619,100
"292","2016_00-0029419",20,18.5185185185185,25.6756756756757,66.6666666666667
"293","2016_00-0029510",7.05128205128205,12.3893805309735,51.5625,40
"294","2016_00-0029524",89.9350649350649,90.8713692946058,95.5555555555556,93.3333333333333
"295","2016_00-0029528",96.4467005076142,95.8333333333333,96.4705882352941,100
"296","2016_00-0029543",92.9012345679012,92.4,92.2155688622755,88.8888888888889
"297","2016_00-0029546",69.2982456140351,65.3543307086614,69.0322580645161,62.5
"298","2016_00-0029561",91.7293233082707,92.964824120603,94.5736434108527,100
"299","2016_00-0029567",50,57.1428571428571,60.9756097560976,100
"300","2016_00-0029572",26.8867924528302,21.0191082802548,26.7441860465116,14.2857142857143
"301","2016_00-0029580",87.6506024096386,90.6122448979592,94.0476190476191,85.7142857142857
"302","2016_00-0029587",28.7179487179487,28.1967213114754,7.93650793650794,13.3333333333333
"303","2016_00-0029592",100,100,100,100
"304","2016_00-0029601",35.5769230769231,29.4117647058824,6.37254901960784,12.5
"305","2016_00-0029604",100,100,100,100
"306","2016_00-0029608",86.3636363636364,89.5522388059701,87.5,66.6666666666667
"307","2016_00-0029612",4.81927710843374,1.49253731343284,0,0
"308","2016_00-0029613",61.2359550561798,55.8620689655172,51.9480519480519,0
"309","2016_00-0029615",75.5351681957187,72,52.4137931034483,30.7692307692308
"310","2016_00-0029632",71.0727969348659,75.7309941520468,89.9470899470899,57.1428571428571
"311","2016_00-0029638",65.4545454545455,69.9731903485255,72.0720720720721,50
"312","2016_00-0029640",64.1304347826087,67.9180887372014,81.7733990147783,76.9230769230769
"313","2016_00-0029661",98.3606557377049,96.4285714285714,100,100
"314","2016_00-0029665",98.4496124031008,96.7032967032967,93.75,100
"315","2016_00-0029668",98.3981693363844,98.1012658227848,97.8494623655914,83.3333333333333
"316","2016_00-0029672",98.300283286119,98.2142857142857,98.1707317073171,100
"317","2016_00-0029678",100,99.7101449275362,100,100
"318","2016_00-0029679",99.4475138121547,99.6527777777778,100,100
"319","2016_00-0029682",98.2195845697329,98.4555984555985,100,93.3333333333333
"320","2016_00-0029683",30.4568527918782,31.875,11.6504854368932,10
"321","2016_00-0029687",100,100,100,100
"322","2016_00-0029689",68.5503685503685,59.5317725752508,58.1920903954802,69.2307692307692
"323","2016_00-0029697",59.6009975062344,67.4193548387097,66.8367346938776,40
"324","2016_00-0029699",1.40845070422535,3.17460317460317,0,0
"325","2016_00-0029701",97.9381443298969,97.5961538461538,97.4358974358974,100
"326","2016_00-0029708",36.0515021459227,52.6315789473684,64.9122807017544,33.3333333333333
"327","2016_00-0029709",60.3448275862069,60.2272727272727,61.3207547169811,80
"328","2016_00-0029731",25.1700680272109,22.1183800623053,46.039603960396,45.4545454545455
"329","2016_00-0029738",40.6320541760722,39.9361022364217,19.4594594594595,28.5714285714286
"330","2016_00-0029740",7.92682926829268,8.8,6.75675675675676,50
"331","2016_00-0029762",78.8461538461538,75.5905511811024,74.8344370860927,100
"332","2016_00-0029786",100,100,100,100
"333","2016_00-0029793",18.2608695652174,14.2433234421365,6.31067961165049,0
"334","2016_00-0029795",13.7037037037037,12.093023255814,68,30
"335","2016_00-0029821",41.4285714285714,42.3076923076923,48.1481481481481,100
"336","2016_00-0029848",3.50877192982456,8.33333333333333,33.3333333333333,0
"337","2016_00-0029854",66.8831168831169,64.8648648648649,78.2608695652174,100
"338","2016_00-0029878",34.2028985507246,28.515625,12.7388535031847,0
"339","2016_00-0029889",80.2752293577982,77.6315789473684,79.1208791208791,100
"340","2016_00-0029892",32.9646017699115,27.2727272727273,77.0562770562771,62.5
"341","2016_00-0029893",94.4162436548223,94.8051948051948,93.4343434343434,81.8181818181818
"342","2016_00-0029895",71.2328767123288,72.5663716814159,75.3246753246753,100
"343","2016_00-0029931",25.6544502617801,20.7236842105263,3.80434782608696,0
"344","2016_00-0029963",85.2941176470588,85.7142857142857,80.4347826086957,100
"345","2016_00-0029992",100,100,100,100
"346","2016_00-0030011",100,100,100,100
"347","2016_00-0030035",68.1159420289855,74.6177370030581,92.5,86.6666666666667
"348","2016_00-0030046",96.7336683417086,96.6666666666667,96.8586387434555,90
"349","2016_00-0030047",35.8208955223881,49.0909090909091,56.0975609756098,33.3333333333333
"350","2016_00-0030061",86.0892388451444,84.2465753424658,90.1554404145078,95
"351","2016_00-0030065",99.7560975609756,99.6904024767802,100,100
"352","2016_00-0030066",93.5483870967742,94.1176470588235,92.9411764705882,81.8181818181818
"353","2016_00-0030067",82.6086956521739,82.3529411764706,75.9036144578313,100
"354","2016_00-0030068",66.304347826087,68.1003584229391,72.4719101123596,42.8571428571429
"355","2016_00-0030074",97.9423868312757,97.7077363896848,97.2850678733032,88.2352941176471
"356","2016_00-0030076",100,100,100,100
"357","2016_00-0030083",80.2469135802469,79.6610169491525,100,100
"358","2016_00-0030085",81.9148936170213,86.9565217391304,90.2439024390244,100
"359","2016_00-0030089",53.4626038781163,49.8181818181818,33.3333333333333,42.8571428571429
"360","2016_00-0030091",17.8571428571429,18.1818181818182,20,28.5714285714286
"361","2016_00-0030094",88.695652173913,90,92.0634920634921,100
"362","2016_00-0030096",2.40963855421687,5.08474576271187,2.77777777777778,0
"363","2016_00-0030107",58.6614173228346,61.8090452261307,83.4710743801653,100
"364","2016_00-0030108",50.4373177842566,51.5151515151515,51.0344827586207,73.3333333333333
"365","2016_00-0030113",42.9951690821256,45.565749235474,30,40
"366","2016_00-0030117",13.6363636363636,9.64912280701754,4.22535211267606,0
"367","2016_00-0030126",30.5343511450382,30.8411214953271,24.1935483870968,0
"368","2016_00-0030147",46.2603878116344,51.3986013986014,39.1566265060241,50
"369","2016_00-0030149",19.7674418604651,25,27.2727272727273,33.3333333333333
"370","2016_00-0030155",46.4125560538117,46.6666666666667,29.4392523364486,41.6666666666667
"371","2016_00-0030181",72.5108225108225,72.2388059701493,53.5,33.3333333333333
"372","2016_00-0030187",6.94444444444444,4.90196078431373,1.69491525423729,0
"373","2016_00-0030207",66.6666666666667,68.9655172413793,66,75
"374","2016_00-0030216",57.2033898305085,54.7058823529412,45.7142857142857,33.3333333333333
"375","2016_00-0030217",52.5423728813559,56.6433566433566,62.7906976744186,80
"376","2016_00-0030273",95.8847736625514,96.2750716332378,96.3800904977376,88.2352941176471
"377","2016_00-0030279",35.4838709677419,40.9090909090909,30.7692307692308,0
"378","2016_00-0030280",9.95850622406639,11.864406779661,5.98290598290598,0
